;classement;titre;annee;duree;categorie;realisateur
58;59.;Mortal Kombat: Annihilation;(1997);95 min;"
Action, Adventure, Fantasy            ";John R. Leonetti
59;60.;Selena;(1997);127 min;"
Biography, Drama, Music            ";Gregory Nava
60;61.;Addicted to Love;(1997);100 min;"
Comedy, Romance            ";Griffin Dunne
61;62.;The Relic;(1997);110 min;"
Horror, Mystery, Sci-Fi            ";Peter Hyams
62;63.;Metro;(1997);117 min;"
Action, Comedy, Crime            ";Thomas Carter
63;64.;For Richer or Poorer;(1997);115 min;"
Comedy            ";Bryan Spicer
64;65.;Beverly Hills Ninja;(1997);88 min;"
Action, Comedy            ";Dennis Dugan
65;66.;Picture Perfect;(1997);105 min;"
Comedy, Drama, Romance            ";Glenn Gordon Caron
66;67.;Home Alone 3;(1997);102 min;"
Comedy, Crime, Family            ";Raja Gosnell
67;68.;Fools Rush In;(1997);109 min;"
Comedy, Drama, Romance            ";Andy Tennant
68;69.;Spice World;(1997);93 min;"
Comedy, Family, Music            ";Bob Spiers
69;70.;Romy and Michele's High School Reunion;(1997);92 min;"
Comedy            ";David Mirkin
70;71.;Fathers' Day;(1997);98 min;"
Comedy, Romance            ";Ivan Reitman
71;72.;Grosse Pointe Blank;(1997);107 min;"
Action, Comedy, Crime            ";George Armitage
72;73.;Out to Sea;(1997);106 min;"
Comedy, Romance            ";Martha Coolidge
73;74.;The Edge;(1997);117 min;"
Action, Adventure, Drama            ";Lee Tamahori
74;75.;Event Horizon;(1997);96 min;"
Horror, Sci-Fi, Thriller            ";Paul W.S. Anderson
75;76.;An American Werewolf in Paris;(1997);105 min;"
Comedy, Fantasy, Horror            ";Anthony Waller
76;77.;Boogie Nights;(1997);155 min;"
Drama            ";Paul Thomas Anderson
77;78.;Murder at 1600;(1997);107 min;"
Action, Crime, Drama            ";Dwight H. Little
78;79.;Mimic;(1997);105 min;"
Horror, Sci-Fi            ";Guillermo del Toro
79;80.;Midnight in the Garden of Good and Evil;(1997);155 min;"
Crime, Drama, Mystery            ";Clint Eastwood
80;81.;Air Bud;(1997);98 min;"
Comedy, Drama, Family            ";Charles Martin Smith
81;82.;Good Burger;(1997);103 min;"
Comedy, Family            ";Brian Robbins
82;83.;Hoodlum;(1997);130 min;"
Crime, Drama            ";Bill Duke
83;84.;Red Corner;(1997);122 min;"
Crime, Drama, Thriller            ";Jon Avnet
84;85.;The Borrowers;(1997);89 min;"
Adventure, Comedy, Family            ";Peter Hewitt
85;86.;Mr. Magoo;(1997);87 min;"
Adventure, Comedy, Family            ";Stanley Tong
86;87.;The Apostle;(1997);134 min;"
Drama            ";Robert Duvall
87;88.;Booty Call;(1997);79 min;"
Comedy, Romance            ";Jeff Pollack
88;89.;Gone Fishin';(1997);94 min;"
Comedy, Crime            ";Christopher Cain
89;90.;Thrill Ride: The Science of Fun;(1997);38 min;"
Adventure, Documentary, Short            ";Ben Stassen
90;91.;That Darn Cat;(1997);89 min;"
Action, Comedy, Crime            ";Bob Spiers
91;92.;The Postman;(1997);177 min;"
Action, Adventure, Drama            ";Kevin Costner
92;93.;That Old Feeling;(1997);105 min;"
Comedy, Romance            ";Carl Reiner
93;94.;Fire Down Below;(1997);105 min;"
Action, Drama, Thriller            ";Félix Enríquez Alcalá
94;95.;Wishmaster;(1997);90 min;"
Fantasy, Horror            ";Robert Kurtzman
95;96.;RocketMan;(1997);95 min;"
Comedy, Family, Sci-Fi            ";Stuart Gillard
96;97.;Eve's Bayou;(1997);109 min;"
Drama            ";Kasi Lemmons
97;98.;The Sixth Man;(1997);107 min;"
Comedy, Drama, Fantasy            ";Randall Miller
98;99.;Excess Baggage;(1997);101 min;"
Action, Comedy, Crime            ";Marco Brambilla
99;100.;FairyTale: A True Story;(1997);99 min;"
Drama, Family, Fantasy            ";Charles Sturridge
