;classement;titre;annee;duree;categorie;realisateur
0;1.;Toy Story;(1995);81 min;"
Animation, Adventure, Comedy            ";John Lasseter
1;2.;Batman Forever;(1995);121 min;"
Action, Adventure, Fantasy            ";Joel Schumacher
2;3.;Apollo 13;(I) (1995);140 min;"
Adventure, Drama, History            ";Ron Howard
3;4.;Pocahontas;(I) (1995);81 min;"
Animation, Adventure, Drama            ";Mike Gabriel
4;5.;Ace Ventura: When Nature Calls;(1995);90 min;"
Adventure, Comedy, Crime            ";Steve Oedekerk
5;6.;GoldenEye;(1995);130 min;"
Action, Adventure, Thriller            ";Martin Campbell
6;7.;Casper;(1995);100 min;"
Comedy, Family, Fantasy            ";Brad Silberling
7;8.;Jumanji;(1995);104 min;"
Action, Adventure, Family            ";Joe Johnston
8;9.;Se7en;(1995);127 min;"
Crime, Drama, Mystery            ";David Fincher
9;10.;Die Hard with a Vengeance;(1995);128 min;"
Action, Adventure, Thriller            ";John McTiernan
10;11.;Crimson Tide;(1995);116 min;"
Action, Drama, Thriller            ";Tony Scott
11;12.;Waterworld;(1995);135 min;"
Action, Adventure, Sci-Fi            ";Kevin Reynolds
12;13.;Dangerous Minds;(1995);99 min;"
Biography, Drama            ";John N. Smith
13;14.;Mr. Holland's Opus;(1995);143 min;"
Drama, Music            ";Stephen Herek
14;15.;While You Were Sleeping;(1995);103 min;"
Comedy, Drama, Romance            ";Jon Turteltaub
15;16.;Congo;(1995);109 min;"
Action, Adventure, Mystery            ";Frank Marshall
16;17.;Father of the Bride Part II;(1995);106 min;"
Comedy, Family, Romance            ";Charles Shyer
17;18.;Braveheart;(1995);178 min;"
Biography, Drama, History            ";Mel Gibson
18;19.;Get Shorty;(1995);105 min;"
Comedy, Crime, Thriller            ";Barry Sonnenfeld
19;20.;The Bridges of Madison County;(1995);135 min;"
Drama, Romance            ";Clint Eastwood
20;21.;Mortal Kombat;(1995);101 min;"
Action, Adventure, Fantasy            ";Paul W.S. Anderson
21;22.;Grumpier Old Men;(1995);101 min;"
Comedy, Romance            ";Howard Deutch
22;23.;Nine Months;(1995);103 min;"
Comedy, Romance            ";Chris Columbus
23;24.;Outbreak;(1995);127 min;"
Action, Drama, Thriller            ";Wolfgang Petersen
24;25.;Heat;(1995);170 min;"
Action, Crime, Drama            ";Michael Mann
25;26.;Babe, le cochon devenu berger;(1995);91 min;"
Comedy, Drama, Family            ";Chris Noonan
26;27.;Waiting to Exhale;(1995);124 min;"
Comedy, Drama, Romance            ";Forest Whitaker
27;28.;Bad Boys;(1995);119 min;"
Action, Comedy, Crime            ";Michael Bay
28;29.;The American President;(1995);114 min;"
Comedy, Drama, Romance            ";Rob Reiner
29;30.;Species;(1995);108 min;"
Action, Horror, Sci-Fi            ";Roger Donaldson
30;31.;Twelve Monkeys;(1995);129 min;"
Mystery, Sci-Fi, Thriller            ";Terry Gilliam
31;32.;Clueless;(1995);97 min;"
Comedy, Romance            ";Amy Heckerling
32;33.;Sabrina;(1995);127 min;"
Comedy, Drama            ";Sydney Pollack
33;34.;Something to Talk About;(1995);106 min;"
Comedy, Drama, Romance            ";Lasse Hallström
34;35.;The Net;(1995);114 min;"
Action, Crime, Drama            ";Irwin Winkler
35;36.;Under Siege 2: Dark Territory;(1995);100 min;"
Action, Thriller            ";Geoff Murphy
36;37.;A Walk in the Clouds;(1995);102 min;"
Drama, Romance            ";Alfonso Arau
37;38.;The Brady Bunch Movie;(1995);90 min;"
Comedy            ";Betty Thomas
38;39.;Sense and Sensibility;(1995);136 min;"
Drama, Romance            ";Ang Lee
39;40.;Casino;(1995);178 min;"
Biography, Crime, Drama            ";Martin Scorsese
40;41.;Man of the House;(1995);96 min;"
Comedy, Family            ";James Orr
41;42.;Dead Man Walking;(1995);122 min;"
Crime, Drama            ";Tim Robbins
42;43.;French Kiss;(1995);111 min;"
Comedy, Drama, Romance            ";Lawrence Kasdan
43;44.;Higher Learning;(1995);127 min;"
Crime, Drama, Romance            ";John Singleton
44;45.;Mighty Morphin Power Rangers: The Movie;(1995);95 min;"
Action, Adventure, Family            ";Bryan Spicer
45;46.;First Knight;(1995);134 min;"
Action, Adventure, Romance            ";Jerry Zucker
46;47.;Just Cause;(1995);102 min;"
Action, Crime, Drama            ";Arne Glimcher
47;48.;To Wong Foo Thanks for Everything, Julie Newmar;(1995);109 min;"
Comedy, Drama            ";Beeban Kidron
48;49.;The Indian in the Cupboard;(1995);96 min;"
Drama, Family, Fantasy            ";Frank Oz
49;50.;A Goofy Movie;(1995);78 min;"
Animation, Adventure, Comedy            ";Kevin Lima
50;51.;Money Train;(1995);110 min;"
Action, Comedy, Crime            ";Joseph Ruben
51;52.;Judge Dredd;(1995);96 min;"
Action, Crime, Sci-Fi            ";Danny Cannon
52;53.;Forget Paris;(1995);101 min;"
Comedy, Romance            ";Billy Crystal
53;54.;Tommy Boy;(1995);97 min;"
Adventure, Comedy            ";Peter Segal
54;55.;Rumble in the Bronx;(1995);87 min;"
Action, Comedy, Crime            ";Stanley Tong
55;56.;Copycat;(1995);123 min;"
Crime, Drama, Mystery            ";Jon Amiel
56;57.;Leaving Las Vegas;(1995);111 min;"
Drama, Romance            ";Mike Figgis
57;58.;Rob Roy;(1995);139 min;"
Adventure, Biography, History            ";Michael Caton-Jones
58;59.;Powder;(1995);111 min;"
Drama, Fantasy, Mystery            ";Victor Salva
59;60.;Assassins;(1995);132 min;"
Action, Crime, Thriller            ";Richard Donner
60;61.;Sauvez Willy 2;(1995);95 min;"
Adventure, Drama, Family            ";Dwight H. Little
61;62.;Major Payne;(1995);95 min;"
Adventure, Comedy, Family            ";Nick Castle
62;63.;Friday;(1995);91 min;"
Comedy, Drama            ";F. Gary Gray
63;64.;Now and Then;(1995);100 min;"
Comedy, Drama, Romance            ";Lesli Linka Glatter
64;65.;Houseguest;(1995);113 min;"
Comedy            ";Randall Miller
65;66.;Desperado;(1995);104 min;"
Action, Thriller            ";Robert Rodriguez
66;67.;Billy Madison;(1995);89 min;"
Comedy            ";Tamra Davis
67;68.;Operation Dumbo Drop;(1995);107 min;"
Action, Adventure, Comedy            ";Simon Wincer
68;69.;Dolores Claiborne;(1995);132 min;"
Crime, Drama, Mystery            ";Taylor Hackford
69;70.;Dead Presidents;(1995);119 min;"
Action, Crime, Drama            ";Albert Hughes
70;71.;Virtuosity;(1995);106 min;"
Action, Crime, Sci-Fi            ";Brett Leonard
71;72.;Tom and Huck;(1995);97 min;"
Adventure, Comedy, Drama            ";Peter Hewitt
72;73.;How to Make an American Quilt;(1995);117 min;"
Comedy, Drama, Romance            ";Jocelyn Moorhouse
73;74.;Boys on the Side;(1995);115 min;"
Comedy, Drama            ";Herbert Ross
74;75.;Le cercle des amies;(1995);103 min;"
Drama, Romance            ";Pat O'Connor
75;76.;The Usual Suspects;(1995);106 min;"
Crime, Drama, Mystery            ";Bryan Singer
76;77.;Sudden Death;(1995);111 min;"
Action, Crime, Thriller            ";Peter Hyams
77;78.;To Die For;(1995);106 min;"
Comedy, Crime, Drama            ";Gus Van Sant
78;79.;Tales from the Crypt: Demon Knight;(1995);92 min;"
Action, Fantasy, Horror            ";Ernest R. Dickerson
79;80.;Showgirls;(1995);128 min;"
Drama            ";Paul Verhoeven
80;81.;Vampire in Brooklyn;(1995);100 min;"
Comedy, Fantasy, Horror            ";Wes Craven
81;82.;It Takes Two;(1995);101 min;"
Comedy, Family, Romance            ";Andy Tennant
82;83.;Johnny Mnemonic;(1995);96 min;"
Action, Crime, Sci-Fi            ";Robert Longo
