|character|text|type|character_clean|gender
1423||"The pictures were burnin' a hole in
my pocket... I had no doubt that
Albright had killed McGee... and
that he had done it for Matthew
Teran... But Teran hadn't known who
killed Coretta. I was sure of
that, too."|location||
1424||"103   EXT. EASY'S HOUSE - NIGHT                                      103
Easy's car pulls up and he gets out and looks around
cautiously before starting up the walkway.
EASY (V.O.)
(continuing)"|unknown||
1425||"For the first time I hated walking
up to my house... I still didn't
know if I could go to the police.
But Albright was liable to be
showing up in a few hours asking
about Frank Green. I was thinking
I oughta forget the girl and leave
town, back to Houston or Galveston
where they didn't know me too good."|location||
1426||"Easy gets to the door, still literally looking over his
shoulder, and hears the phone RINGING inside. He unlocks
the door and bursts in.
104   INT. EASY'S HOUSE                                              104
He races through the dark living room and into
105   INT. BEDROOM                                                   105
And picks up the phone but the dial tone DRONES on the other
end.
EASY"|unknown||
1427||Shit!   Damn!|location||
1428||"He whacks the nightstand with the receiver, dying with
frustration. And SOMETHING MOVES in the dark. He lunges
and grabs
DAPHNE MONET
and pulls her into the light, then sits down onto the bed
before the shock can knock him down.
DAPHNE"|unknown||
1429||Are you all right?|location||
1430||"93.
105   CONTINUED:                                                      105
Easy shakes his head in disbelieving relief and she reaches
to touch the bump on his forehead.
DAPHNE"|unknown||
1431||What happened?|location||
1432||EASY|unknown||
1433||"Your boyfriend, Frank Green, threw
a surprise party for me."|location||
1434||DAPHNE|unknown||
1435||I'm sorry, Easy...|location||
1436||"He pulls away.
DAPHNE
(continuing)"|unknown||
1437||"Easy, Coretta's boyfriend, Dupree,
got out of jail today. And..."|location||
1438||"DAPHNE                          EASY
(continuing)                    (he joins her)
I need you to help me           You need me to help you
find him.                       find him.
Easy shakes his head, amused, and lights a cigarette.
EASY"|unknown||
1439||--I already have the pictures...|location||
1440||"Daphne stiffens, as if from an electrical shock, and then:
DAPHNE"|unknown||
1441||"Easy, I paid seven thousand dollars
for those pictures. They belong to
me."|location||
1442||EASY|unknown||
1443||"Oh yeah? Matthew Teran may have
somethin' to say about that."|location||
1444||DAPHNE|unknown||
1445||Easy, you wouldn't dare.|location||
1446||EASY|unknown||
1447||Try me.   Who killed Coretta?|location||
1448||DAPHNE|unknown||
1449||"I don't know -- I'll pay you for
them. I'll give you a thousand
dollars."|location||
1450||EASY|unknown||
1451||You gave Richard seven.|location||
1452||"94.
105   CONTINUED:   (2)                                        105
DAPHNE"|unknown||
1453||Okay, I'll give you seven.|location||
1454||EASY|unknown||
1455||"Where'd you get seven thousand
dollars from?"|location||
1456||DAPHNE|unknown||
1457||"Never mind. I'll give it to you.
Easy, please. They're very
important to me."|location||
1458||EASY|unknown||
1459||"Coretta's life was important to a
few people too. What's say you
tell me who killed her?"|location||
1460||DAPHNE|unknown||
1461||Easy, honey, I don't know.|location||
1462||EASY|unknown||
1463||"'Honey?' Do Frank and Carter
really fall for that stuff? Come
on... You and Todd Carter have a
fight and all of a sudden he
doesn't wanna be mayor no more...
You leave, he's worried but he
can't even get his buddies in the
police department to help him find
you... And now you wanna buy some
pictures of Teran. Why? 'Cause
he's got some dirt on you."|location||
1464||"She gets up and walks away.
DAPHNE"|unknown||
1465||"Easy, why don't you just take the
money!"|location||
1466||EASY|unknown||
1467||Is that what Frank told Coretta?|location||
1468||"She whirls around to face him.
EASY
(continuing)"|unknown||
1469||"Was she being too nosy? Or was she
just being Coretta and trying to
bargain up the price?"|location||
1470||DAPHNE|unknown||
1471||"Easy, please.  How much do you
want?"|location||
1472||"95.
105   CONTINUED:   (3)                                              105"|unknown||
1473||"Tell me. Is Frank your husband or
your pimp?"|location||
1474||"SMACK! She swings and open hand across his face, and SMACK!
He returns the gesture, sending her back onto the bed...
He picks up the phone and dials ""O.""
DAPHNE"|unknown||
1475||Easy, put the phone down.|location||
1476||EASY|unknown||
1477||"Why don't you try screaming again?
'Cause I bet police like white
women with Negro boyfriends who
hijack trucks..."|location||
1478||DAPHNE|unknown||
1479||Easy, please.|location||
1480||"She reaches for the phone and he pushes her away.
EASY"|unknown||
1481||"I bet they like pimps, and whores,
too, who scam rich white men like
Carter runnin' for mayor."|location||
1482||DAPHNE|unknown||
1483||Easy, please, put it down...|location||
1484||EASY|unknown||
1485||"And I'm sure they like it when
these white girls tell their
colored men to lay low 'cause they
killed a woman over some pictures
of another rich white man."|location||
1486||"She gathers herself, just as:
OPERATOR'S VOICE"|unknown||
1487||Number please...|location||
1488||"DAPHNE
(soberly)"|unknown||
1489||Frank is my brother.|location||
1490||"Easy is about to speak, but then stands still.
OPERATOR'S VOICE"|unknown||
1491||Number please?|location||
1492||"He hangs up.
96.
105   CONTINUED:   (4)                                              105
She looks away, worn out, tired.
DAPHNE"|unknown||
1493||"We have different fathers. Mine is
white... Frank doesn't even know
that Todd and I broke up. So far
I've kept him out of all this."|location||
1494||"She gets up and takes Easy's cigarettes and taps one out.
DAPHNE"|unknown||
1495||"See, Coretta's the only one out
here in L.A. besides my brother who
knew about me..."|location||
1496||(she lights up)|unknown||
1497||"And about a month ago she took a
job working for, of all people,
Matthew Teran. She made friends
with one of the girls in the office
who told her that she'd heard that
Teran was a pedophile. And Coretta
got carried away and told her that
Todd Carter was engaged to a
colored woman. She was sorry and
didn't think it would get to
Teran... but it did and he got a
hold of my birth records."|location||
1498||EASY|unknown||
1499||Who killed her, Daphne?|location||
1500||"Daphne exhales smoke and brushes hair out of her face
ignoring the question.
DAPHNE
(continuing)"|unknown||
1501||"Todd and I broke up and I paid a
guy for the pictures of Teran. But
somehow Coretta got them."|location||
1502||EASY|unknown||
1503||Who killed her?|location||
1504||DAPHNE|unknown||
1505||"It was an accident. Coretta and I
were still mad at each other. I
mean, she threatened to sell Teran
the pictures."|location||
1506||EASY|unknown||
1507||Who killed her goddammit!?|location||
1508||"97.
105   CONTINUED:   (5)                                               105
DAPHNE"|unknown||
1509||"I just asked Joppy to go over and
put a scare in her... It was an
accident."|location||
1510||"FLASHBACK:
106   INT. KITCHEN - CORETTA'S HOUSE                                 106
Joppy points a finger in Coretta's face, backing her against
the counter. She grabs a knife from a rack of dishes left
out to dry.
DAPHNE (V.O.)"|unknown||
1511||"Joppy said she pulled a knife and
tried to dump hot water on him..."|location||
1512||"She swipes at Joppy and he backhands her against the
stove... She struggles to grab a pot of boiling water, but
he wrests it from her and slings her across the room against
the counter, her head striking the tile on the way down.
107   BACK TO SCENE                                                  107
Daphne looks down at her hands.
She stubs out her cigarette and sits on the bed.
DAPHNE"|unknown||
1513||"God, I didn't mean to hurt
anybody... It's just that with the
pictures I can--"|location||
1514||"What? Marry Carter?   Be white
again?"|location||
1515||DAPHNE|unknown||
1516||"Don't judge me, Easy! Do you think
I like pretending that I'm someone
else? Do you know how I've been
treated by people, colored and
white, when I've tried to live as a
colored woman in a colored
community. Do you have any idea
what any colored man whose ever
been with me has had to go through?
Don't you dare judge me!"|location||
1517||"She sees Easy hesitate and she stands up.
DAPHNE
(continuing)"|unknown||
1518||Come on, Easy. Help me.|location||
1519||"98.
107   CONTINUED:                                                     107
She moves in close, caressing.
DAPHNE
(continuing)"|unknown||
1520||"Come on, you know it's the right
thing to do... You know if things
were different what would happen
between us."|location||
1521||EASY|unknown||
1522||"I'll tell you what can happen
between us. You get Carter to
clear me up from all this and you
can have your pictures. That's all
that could have ever happened
between us."|location||
1523||"DAPHNE
(genuinely hurt)"|unknown||
1524||"Sure, baby. Of course,
sweetheart..."|location||
1525||"The sound of the front door pushing open startles them, and
Albright knocks on his way in.
ALBRIGHT"|unknown||
1526||"Well I'll be damned. You found
her."|location||
1527||"And Manny and Shariff step in, too, carrying baseball bats.
EASY"|unknown||
1528||Wait a minute, Albright.|location||
1529||"Daphne breaks for the back way and Easy tries to bar Shariff
from going after her.
EASY"|unknown||
1530||Hey!|location||
1531||"Manny swings the baseball bat into Easy's side. and Easy
yells and plows into him, wrestling him against the wall.
Albright grabs Easy from behind and pries him free enough
for Manny to uppercut him to the chin with the fat end of
the bat.
Easy sinks to his knees seeing double.
Shariff leads Daphne back into the room, her face contorted
into tears, her arm twisted up behind her in a hammerlock.
99.
107   CONTINUED:   (2)                                               107
ALBRIGHT
(to Daphne)"|unknown||
1532||Where are the pictures?|location||
1533||"DAPHNE
(terrified)"|unknown||
1534||I don't know.|location||
1535||"SMACK!   He backhands her.
Easy grabs for the wall to get to his feet and Manny swings
the bat down into his kidney.
ALBRIGHT"|unknown||
1536||Where are they?|location||
1537||"DAPHNE
(indicating Easy)"|unknown||
1538||"I wouldn't tell him! And I won't
tell you!"|location||
1539||ALBRIGHT|unknown||
1540||Sure you will.|location||
1541||(to Shariff)|unknown||
1542||Let's go.|location||
1543||"Shariff leads Daphne outside and Manny draws his forty-five
automatic and trains it on Easy, cocking the hammer.
ALBRIGHT"|unknown||
1544||"What're you doin'? Who are we
gonna give 'em to cover this shit,
hunh?... Use your head."|location||
1545||"He shoves Manny through the door and pushes Easy onto his
side with his foot and he's out the door.
Easy strains to get back to his knees as car doors slam and
the sound of a car engine growls to life.
He thrusts himself up from the floor and stumbles toward the
front door like a boxer who should have stayed down for the
count. He gets it open in time to see...
108   EXT. EASY'S HOUSE - NIGHT                                      108
The blurred white form of Albright's Caddy screaming away,
shattering the dark, shrieking in flight.
Dogs are barking and a baby is screaming somewhere in the
neighborhood while lights are going on up and down the
block.
Easy stumbles back inside and into
100.
109   THE BEDROOM                                                       109
Where he manages to dial the phone.      It RINGS several times
on the other end, and finally:
MOUSE'S VOICE
(groggy)
Yeah.
EASY
Mouse...
MOUSE'S VOICE
Hey, Easy?
EASY
(slurring)
Get Dupree's car. Drive it to 78th
and Central... The butcher shop.
MOUSE'S VOICE
You alright?
EASY
Hurry up.
He puts down the receiver, missing the cradle, and staggers
out of the room.
110   INT. EASY'S CAR - NIGHT                                           110
Easy is ripping through the night, the streetlights flashing
by in blurs of light. The windows down, he's coming to.
EASY (V.O.)
It had come to me in less time than
it takes to think that Albright was
taking Daphne someplace more
isolated than that office building
downtown... Someplace where there
would be no witnesses... And I was
being left alive to take the fall.
111   EXT. BUTCHER SHOP/JOPPY'S BAR - NIGHT                             111
The street is still alive. A couple of late night juke
joints are coughing up the last drunken bits of the party
onto the sidewalk to straggle home. Easy's car screams
around the corner, and then skids in, sending a heavy-hipped
young sister, about to cross the street, scrambling for
cover.
He jumps out just as Mouse scorches the tires on Dupree's
'38 Packard in behind him.
101.
111   CONTINUED:                                                     111
EASY
(to the woman)"|unknown||
1546||"Sorry, baby... Lemme give you
twenty bucks for them stockings you
got on."|location||
1547||"It takes a moment to register, but when she sees him pull
a twenty from his pocket, she gets busy.
He runs back to Mouse.
EASY"|unknown||
1548||Gimme one of them guns you got.|location||
1549||"Mouse smiles, loving this side of Easy, and trades him a set
of car keys for a .32 automatic.
EASY
(continuing)"|unknown||
1550||"Start up my car. I'm comin' out
fast."|location||
1551||"He runs back to the woman he almost hit and hands off the
twenty, grabbing one of the nylons, leaving her still
stripping as he runs into
112   INT. STAIRWAY                                                  112
He takes the steps two at a time, pulling the stocking down
over his face as he reaches the top and bursts through the
open door leading into
113   INT. JOPPY'S BAR                                               113
He charges through the raucous laughter of the half-full
room right up to the bar.
Joppy nearly drops the glasses he is clearing away as he
looks down the barrel of the pistol aimed at his face.
EASY"|unknown||
1552||Come on, Joppy. Let's go!|location||
1553||"Joppy hesitates, recognizing the voice.
EASY"|unknown||
1554||"You heard me.  I'll blow your head
off!"|location||
1555||"And he cocks the hammer, causing Joppy to get a move on from
behind the bar.
Easy shoves him through the door, calling back to the
startled crowd on his way out.
102.
113    CONTINUED:                                                     113
EASY
Don't follow me, goddammit!
And he's gone.
114    INT. JOPPY'S BAR - NIGHT                                       114
Easy hides the piece in his coat pocket as he bum rushes
Joppy to the car.
JOPPY
Easy, what the hell you--
EASY
Shut up!
And he shoves Joppy into the back seat, getting in next to
him.
EASY
Drive this damn thing, Mouse!
Mouse pulls off, around the corner, down the street into an
alley.
A115   INT. EASY'S CAR - IN THE ALLEY                                A115
Mouse pulls to a stop.
EASY
(to Joppy)
Albright's got the girl. He's
gonna kill her. Where would he
take her? And you better get it
right.
JOPPY
Man, I don't--
EASY
(screaming, pressing
the gun)
Don't fool with me, man!
JOPPY
There's a cabin out in Malibu on
Route 9...
EASY
Make a right, Mouse!
103.
B115   EXT. ALLEY - NIGHT                                             B115
The car roars down the alley and turns right onto the
street.
115    INT. CAR - INDUSTRIAL STREET - NIGHT                           115
EASY
(to Joppy)
You sure 'bout this place?
JOPPY
I guess so. He's done this kinda
thing out there before.
MOUSE
Easy, what's done got into you?
Thought y'all was friends.
EASY
He killed Dupree's girlfriend.
MOUSE
You lyin'.
EASY
Naw.
MOUSE
Son-of-a-bitch!
And he pulls out his pistol, aiming it back over the seat at
Joppy as he drives. KABLAAM! The bullet slams through the
rear window just to the side of Joppy's head.
EASY
Mouse!   What're you doin'?
KABLAAM! This one digs out a chunk of upholstery between
Joppy and Easy.
EASY
Hey!   Watch out!
The car screeches to a halt and Mouse tries to aim again.
But Easy struggles with Mouse's gun hand still holding a
pistol on Joppy.
EASY
Mouse, we need him to lead the way!
KABLAAM!   This one rips through the roof.
Joppy's yelling, afraid that Easy's gun will go off.
104.
115   CONTINUED:                                                    115
EASY"|unknown||
1556||"Mouse, the girl offered me seven
thousand dollars for the pictures."|location||
1557||"Mouse glares into the rearview mirror.
MOUSE"|unknown||
1558||You lyin'!|location||
1559||EASY|unknown||
1560||No, I swear I'm not.|location||
1561||MOUSE|unknown||
1562||Aw shit!|location||
1563||"And he fumbles with the ignition and shifts gears.
MOUSE"|unknown||
1564||Oh, my God!... Oh, my goodness!|location||
1565||"116   EXT. L.A. STREET - NIGHT                                      116
The engine roars from a punch to the accelerator, and
Mouse's voice can be heard cutting through the darkness as
the car powers off down the street.
MOUSE (O.S.)"|unknown||
1566||Oh, my goodness!|location||
1567||"117   INT. EASY'S CAR - NIGHT                                       117
Easy, with the gun on Joppy, strains to see the dimly lit
road in front of them.
EASY"|unknown||
1568||Is that it up there?|location||
1569||JOPPY|unknown||
1570||Yeah, that's it.|location||
1571||"118   THROUGH THE WINDSHIELD                                        118
The headlights bounce off a signpost: ""Route 9.""
119   EXT. ROUTE 9 - NIGHT                                          119
The Pontiac makes the turn onto a graded dirt road.
120   INT. EASY'S CAR - NIGHT                                       120
A ranch-style cabin emerges up off the road, drawing nearer
in the headlight beams.
105.
121   BACK TO SCENE                                                     121"|unknown||
1572|EASY|Shut off the headlights, Mouse.|speech|EASY|M
1573||"Mouse kills the lights.
EASY"|unknown||
1574|EASY|Is that it?|speech|EASY|M
1575||JOPPY|unknown||
1576|EASY|Naw.   It's farther up.|speech|EASY|M
1577|EASY|How much farther?|speech|EASY|M
1578|JOPPY|"Another ten minutes, I guess.
Easy, I swear, I ain't done nothin'
to nobody. I swear, I ain't."|speech|JOPPY|M
1579||"122   EXT. ROUTE 9 - NIGHT                                              122
THROUGH THE WINDSHIELD:    House lights show through thick
shrubbery.
JOPPY"|unknown||
1580|JOPPY|There it is.|speech|JOPPY|M
1581||Mouse pulls to a stop and kills the engine.|unknown||
1582|EASY|"There's some rope in the trunk,
Raymond."|speech|EASY|M
1583||Mouse gets out of the car and is heard opening the trunk.|unknown||
1584|JOPPY|"Easy, come on, man. That girl is
lying if she told you I killed them
folks."|speech|JOPPY|M
1585|EASY|Who said she told me?|speech|EASY|M
1586||"SCREAM! It's muted and distant.     But it's a woman all
right. SCREAM!
Easy pushes out of the back door on the right as Mouse opens
the opposite door on the driver's side.
EASY"|unknown||
1587|EASY|"Stuff this in his mouth.    I gotta
get up there."|speech|EASY|M
1588||"He tosses Mouse the stocking.
106.
122   CONTINUED:                                                      122
MOUSE"|unknown||
1589||Let's just shoot him.|location||
1590||"EASY
(on the run)"|unknown||
1591||No, Mouse. And they'll hear it.|location||
1592||"123   EXT. ALBRIGHT'S CABIN - NIGHT                                   123
The cabin draws nearer as Easy scrambles up the hill. He
can hear Daphne crying out something, but he can't make out
the words.
It quiets down as he nears and sees shadows crossing a
window with the shade pulled down.
He moves cautiously, quietly to the window and peers through
the crack between the shade and the windowsill. He can make
out a sliver of what looks like a large room with a low
ceiling. SMACK! And Daphne screams again.
ALBRIGHT'S VOICE"|unknown||
1593||"Come on, talk to me. Talk to me
while you still can."|location||
1594||"DAPHNE'S VOICE
(sobbing)"|unknown||
1595||"Please! I don't have them!     Easy
has them!"|location||
1596||"Easy can barely make out Shariff passing the window.   He
strains to see more.
ALBRIGHT'S VOICE"|unknown||
1597||You said he didn't know anything.|location||
1598||DAPHNE'S VOICE|unknown||
1599||I was lying!!|location||
1600||"Okay. Grab that for me, Shariff.
It's ready."|location||
1601||"And then SCRE-E-EAM!! The kind that drops the bottom out of
your stomach. The kind more akin to fear than the word
itself... The kind that fries your skin with the cold chill
of horror. S-C-R-E-EAMS again!!
DAPHNE'S VOICE"|unknown||
1602||No-o-o-o!   Please. No-o-o!|location||
1603||ALBRIGHT'S VOICE|unknown||
1604||Now talk to me, goddammit!|location||
1605||"107.
123   CONTINUED:                                                         123
DAPHNE'S VOICE"|unknown||
1606||No-o-o!|location||
1607||"124   Easy's gotta make a move. KABLANGALANGLE! He smashes the           124
window with the gun and the shade rattles all the way up.
Manny looks right up at his face as Daphne arches and
flails, trying to get free from his hands that are pinning
her down on a battered old sofa.
Albright is holding a glowing red poker that Shariff,
standing in front of the fireplace, has just handed him.
Easy starts blasting.   KABLAAM!   Manny takes one to the
throat. KABLAAM!
Albright and Shariff lunge for cover, and Daphne ducks down
behind the back of the sofa, screaming and screaming.
Manny, hand to his throat, pulls his gun on reflex, firing
into the floor and then half runs, half staggers out the
side door just ahead of another KABLAAM! that digs out a
chunk of the wall.
Easy hears the screen door open and then ducks down, getting
ready for Manny who should be coming his way from the side
door. He HEARS more steps stumble out and then... SILENCE.
And then, KABLAAM! BLAAM! Two huge blasts rip right
through the wall next to Easy's head, and he scrambles to
the side of the house, underneath another window with the
shade pulled down.
ALBRIGHT (O.S.)
(to Shariff)"|unknown||
1608||Who the hell's out there?|location||
1609||"SHARIFF
(getting frantic)"|unknown||
1610||I don't know!|location||
1611||ALBRIGHT (O.S.)|unknown||
1612||That you, Easy?|location||
1613||(SILENCE)|unknown||
1614||"Tell us what you want, buddy.   See
what we can work out."|location||
1615||"Easy HEARS footsteps coming alongside the house where he had
been moments ago. KABLAAM! BLAAM! Albright has fired from
the inside again, thinking it's him.
EASY
(whispering)"|unknown||
1616||Mouse?|location||
1617||"108.
124   CONTINUED:                                                       124
But it's Manny, clutching his throat, gurgling for air,
stumbling aimlessly off down the hill. A walking dead
man... EASY hears him tumble into some shrubbery and after a
moment the gurgling stops.
ALBRIGHT (O.S.)"|unknown||
1618||Easy... Hey, Buddy|location||
1619||(then to Shariff)|unknown||
1620||Come on, goddammit!|location||
1621||"Daphne cries out and KLABLANGLE! Easy breaks the window
with the gun but KABLAAM! BLAAM! BLAAM! The windowsill
tears out above his head and Daphne screams again.
Easy looks up to see Shariff, holding her in front of him as
a shield. He's headed straight for Easy, drawing a bead on
him for the kill. And then KABLAAM! the back of Shariff's
skull flies off and
MOUSE is in the side door, blasting.     BLAAM!
Albright breaks for the window. BLAAM! The slug spins him
halfway around but he hurls himself through the window
backwards.
Easy scurries to the front of the house and BLAAM! The
bullet goes wide and Albright manages to get into his car
and returns fire. BLAAM! BLAAM!... Easy hits the deck.
Albright's engine roars to life and he SQUEALS out on the
gravel. Mouse appears on the other side of the house and
CLICK! CLICK! he's out of ammo. He pulls out the other
pistol, but it's too late.
MOUSE"|unknown||
1622||"Damn, damn, damn! I hit him!     I
hit him!"|location||
1623||"Easy gets up from the ground and trudges into the front
door.
125   INT. ALBRIGHT'S CABIN                                            125
Easy finds Daphne standing in the middle of the room, her
whole body quaking in shock. He takes off his jacket and
drapes it around her.
EASY"|unknown||
1624||Come on... You all right?|location||
1625||"Her top lip is swollen and bloody and she has a dark bruise
on her cheek... She jerks her head, nodding ""yes.""
109.
125   CONTINUED:                                                     125
As he leads her through the doorway, he stops to look back
at Shariff's legs sprawling out on the floor from behind the
sofa.
126   EXT. ALBRIGHT'S CABIN - NIGHT                                  126
He leads her down the front porch and hears.
MOUSE"|unknown||
1626||"There's blood all over here... I
got him."|location||
1627||"Mouse gets up from squatting down, grinning, the gold rims
of his teeth catching a glint from the light coming through
the door. He looks Daphne over, admiring.
MOUSE"|unknown||
1628||Damn.   Sweetheart.|location||
1629||"Easy leads her past, quickly.
MOUSE"|unknown||
1630||She okay?|location||
1631||EASY|unknown||
1632||Yeah.   Let's go.|location||
1633||"127   EXT. ROUTE 9 - NIGHT                                           127
Mouse opens the back seat door of the car and Easy sees that
there's no one there.
EASY"|unknown||
1634||Where's Joppy?|location||
1635||"And then he looks around quickly, seeing
JOPPY'S BODY lying off on the side of the road.
EASY"|unknown||
1636||What happened?|location||
1637||"Mouse shrugs.
MOUSE"|unknown||
1638||"I didn't have time to be tying him
up."|location||
1639||"Daphne sees the body too and starts gagging. Easy's face
twists into helpless pain and he holds a handkerchief to
Daphne's mouth.
EASY"|unknown||
1640||Why, man?   Why?|location||
1641||"110.
127    CONTINUED:                                                        127
MOUSE
Why what? You just said don't
shoot him. And I didn't... I
choked his ass...
Easy helps Daphne into the car and closes the door.
EASY
Damn Mouse!   Why?
MOUSE
How I'm gonna help you back there
foolin' 'round with him?
EASY
He was tied up! Why?!
MOUSE
Aw, man. If you didn't want him
kilt you shouldn't have left him
with me.
And he goes around to the passenger side of the car to get
in.
Unlike up at the house this was murder -- the same as it had
been in Texas with Mouse's stepfather and brother. Tears of
rage well up in Easy's eyes as he hears the car door close.
DISSOLVE TO:
A128   EXT. GLENDALE TRAIN STATION - NIGHT                              A128
Daphne sits in the car, her eyes staring straight ahead,
still in shock.
128    EXT. PLATFORM - NIGHT                                             128
A few people hurry to board the train, Easy and Mouse among
them.
EASY (V.O.)
I convinced Mouse to take the two
o'clock train to Pomona and to let
me handle everything else. He
could get a train back to Houston
later that morning... He was fine
with that but only because he was
seven thousand dollars richer.
Daphne had gotten the money out of
a locker at the YMCA without a
word...
(MORE)
111.
128   CONTINUED:                                                       128
EASY (V.O.) (CONT'D)"|unknown||
1642||"Because she was still in shock and
couldn't really talk... Maybe too
because she had stolen about four
times that much from Carter."|location||
1643||MOUSE|unknown||
1644||"Listen, if you think you gonna have
trouble with that dude Frank, I can
run by and kill him and take that
evening train to Houston."|location||
1645||EASY|unknown||
1646||Naw, man.|location||
1647||"He has had enough of Mouse for a while.
MOUSE"|unknown||
1648||Oh.   This is for you.|location||
1649||"And he pulls out something wrapped up in a brown paper bag
from his coat.
MOUSE"|unknown||
1650||"I cut you in for half 'cause I knew
you was too big a fool to take your
share from that white girl
yourself."|location||
1651||"Easy stares numbly at the package and then takes it.
The conductor gets on board and the train starts making
those metal on metal sounds.
MOUSE"|unknown||
1652||"Send my grip to Etta Mae. I'm
gonna see if she'll take me back
now that I'm flush."|location||
1653||"He slaps Easy on the shoulder and boards the train.
MOUSE"|unknown||
1654||"Oh, here's the keys to Dupree's
car."|location||
1655||"He tosses them, and the train starts moving.
MOUSE"|unknown||
1656||"And if you need somebody to run
them streets with ya, gimme a call.
You know how to put some money in a
nigga's pocket."|location||
1657||"And he laughs, flashing gold teeth pulling away.
112.
128   CONTINUED:   (2)                                               128
Easy watches.
EASY (V.O.)"|unknown||
1658||"I knew I would see him again and I
didn't know how I felt about
that... 'cause, unlike Mouse, my
legs were like rubber... the way
they had been in the war the whole
two years I was there."|location||
1659||"129   EXT. GRIFFITH PARK OBSERVATORY - NIGHT                         129
Easy sits in his car smoking a cigarette, rubbing his aching
chin, looking out at
DAPHNE AND CARTER
standing on the lawn in front of the planetarium. Carter
wanders after Daphne, explaining while she paces back and
forth in anger.
EASY"|unknown||
1660||"I could tell how it was gonna go
when Carter asked us to meet him at
the Observatory instead of at his
house... She knew it, too. But she
had come this far and she had to
play it out."|location||
1661||"Suddenly, Daphne stops abruptly and strides hurriedly back
toward the car. Carter follows behind.
CARTER"|unknown||
1662||Daphne!   Daphne, sweetheart!|location||
1663||"He starts over, too, but then stops, knowing here's no use.
130   INT. CAR - NIGHT                                               130
She gets in.
DAPHNE"|unknown||
1664||Come on, Easy. Let's go.|location||
1665||"Easy throws a look over at Carter.
DAPHNE
(continuing)"|unknown||
1666||"Don't worry, you can give him the
pictures yourself."|location||
1667||"And she throws them down on the seat.
113.
131   OMIT                                                           131
132   Easy fires up the engine and pulls away with Daphne            132
looking straight ahead."|unknown||
1668|EASY|Hey, I'm sorry.|speech|EASY|M
1669||"The slight twist of her head amounts to a shrug and then the
tears flow. The sun is coming up over the city below..."|unknown||
1670|EASY (V.O.)|"For the first time I felt that I
could fall in love with her, too...
I was even wondering if it was
starting to happen when I dropped
her off at 63rd and Dinker where
her brother, Frank, was waiting...
Then it occurred to me that she
still had Carter's money... and I
felt like a fool."|speech|EASY|M
1671||"133   INT. CITY HALL                                                 133
Easy walks onto the rotunda holding a hand to his aching
kidney. A secretary comes out to meet him and as she
leaves, Todd Carter and a group of men in business suits
converge on him, shaking hands."|unknown||
1672|EASY (V.O.)|"Evidently Carter had told all his
cronies about the pictures because
they were all smiles and handshakes
and ""how do ya do""... The Mayor,
the police chief... The newspaper;
land developers. All the men who
ran the City, and who really stood
to gain by who was the Mayor for
the next six years."|speech|EASY|M
1673||"The group fans out leaving Carter and Easy alone to walk off
down a hallway.
134   OMIT                                                           134
135   OMIT                                                           135
136   INT. MAYOR'S OFFICE                                            136
Spacious and heavy in leather and wood with a not-so-
spectacular view of the mountains. It's cold and official
like the job itself.
Carter pulls a brown envelope from inside his coat pocket,
not unlike Albright.
114.
136   CONTINUED:                                                    136
CARTER"|unknown||
1674||"Here's the remaining eight hundred
that I owe you... in cash... And
another thousand which I hope will
keep this whole thing... you know."|location||
1675||"Easy nods a tentative ""sure.""
CARTER
(continuing)"|unknown||
1676||"And I've taken care of your
problems with the police. You'll
have no more trouble there. And
that's a promise."|location||
1677||"Easy nods and starts to go, but...
CARTER
(continuing; to Easy)"|unknown||
1678||"Mr. Rawlins... did Daphne ever
say... she loved me?"|location||
1679||"Easy shrugs, not knowing how to answer.
EASY"|unknown||
1680||"Would it really matter if she did,
Mr. Carter?"|location||
1681||"Carter nods sadly and Easy walks away leaving him a lonely
figure amidst all his power.
137   EXT. CITY HALL - DAY                                          137
Easy holds his kidney and lowers himself gingerly down the
granite steps.
EASY (V.O.)"|unknown||
1682||"I'd been thinking about Daphne,
too... wondering if she meant what
she said about what could have
happened between us... But at the
moment I was wondering if there was
any such thing as a sprained chin.
But other than that and a headache,
a loose tooth and a kidney that a
doctor would need to look at, I
felt like five thousand, three
hundred dollars... And unless
Albright was alive somewhere, that
feelin' was gonna last a while."|location||
1683||O.S. VOICE|unknown||
1684||Hey, Ezekiel.|location||
1685||"115.
137   CONTINUED:                                                    137
Miller and Mason are waiting outside their car at the curb.
They come over.
MILLER"|unknown||
1686||"You got some mighty powerful
friends up there... mighty
powerful. But, see, we got a
problem."|location||
1687||"Easy listens disinterestedly.
MILLER
(continuing)"|unknown||
1688||"With the Chief sealing these things
up like this, it doesn't do much
for the morale of the men who've
been working on these cases."|location||
1689||MASON|unknown||
1690||Yeah.   Makes 'em feel like shit.|location||
1691||MILLER|unknown||
1692||"There's a guy who's been callin' on
the phone. And we're pretty sure
that he was up there with McGee."|location||
1693||MASON|unknown||
1694||"A... uh... colored guy... sounds
kinda dumb..."|location||
1695||"MILLER
(correcting)"|unknown||
1696||"Not very bright... But he said you
accused him of the murder. And he
swears you were up there, too..."|location||
1697||MASON|unknown||
1698||"In fact, he's out and out pointing
the finger at ya."|location||
1699||MILLER|unknown||
1700||How about a name?|location||
1701||MASON|unknown||
1702||He'd do it to you...|location||
1703||"Easy waits to make sure they're finished, and...
EASY"|unknown||
