|character|text|type|character_clean|gender
1248|VALENTIN|Please.|speech|VALENTIN|M
1249|BUTTERFIELD|I could scoop them out.|speech|BUTTERFIELD|M
1250|VALENTIN|Don't.|speech|VALENTIN|M
1251|BUTTERFIELD|So tell me where Nix is buried.|speech|BUTTERFIELD|M
1252|VALENTIN|I don't know.|speech|VALENTIN|M
1253||"Butterfield pushes the blade into Valentin's skin.
CUT WIDE, as Valentin thrashes, his face obscured by
Butterfield's body."|stage direction||
1254|VALENTIN|Wait!|speech|VALENTIN|M
1255||"On Valentin again.  There is a small cut beneath his eye, but
that's all."|stage direction||
1256|VALENTIN|I'll tell you.|speech|VALENTIN|M
1257|BUTTERFIELD|You'll do more.than that.|speech|BUTTERFIELD|M
1258||EXT. L.A. STREET - SEMI-DERELICT BUILDING - DAY|location||
1259||"A bad neighborhood, to judge by the state of the streets.
Harry gets out of his car and crosses to a gate, topped with
barbed wire.  He peers through the bars.
Harry's P.O.V. of the STRANGER from the funeral disappearing
into the building.  He glances back towards the street.  We
get a glimpse of a bearded face beneath the brim of his hat.
Harry slides out of sight.  Waits until the Stranger has gone
inside.  Then he's up, over the gate, braving the barbed
wire."|stage direction||
1260||INT. -SEMI-DERELICT BUILDING - DAY|location||
1261||"It's been a hospital.  Now the echoing corridors and wards
are deserted, littered with reminders of old suffering.
Rotting mattresses; spilled boxes of surgical supplies.
Harry explores this tiled labyrinth, looking for some sign of
the Stranger.
He enters a shadowy room.  Birds fly UP into his face!
As he retreats, another SOUND, a little distance from him.
GUN in hand, he heads towards it, and steps into"|stage direction||
1262||INT. SEMI-DERELICT BUILDING - OPERATING THEATRE - DAY|location||
1263||"Narrow shafts of light through the circular viewing window
fall on an operating table, and looming pieces of discarded
equipment.  Eerie.  Disturbing.
Harry scans the shadows as he advances into the room."|stage direction||
1264|HARRY|"I knew you wouldn't be able tn stay
away."|speech|HARRY|M
1265||"Silence.  Harry notices the beard and glasses on the
operating table."|stage direction||
1266|HARRY|"You had to see who wept for you the
most."|speech|HARRY|M
1267||Silence.|stage direction||
1268|HARRY|"A lot of people are going to be
really pissed off when they
discover you're still alive."|speech|HARRY|M
1269|SWANN (V.O.)|They'll never find out.|speech|SWANN|M
1270||"Harry looks up.
Svanrt is hovering in the air above him.  The veins in his
temples bulge and throb.  This trick requires a lot of
concentration."|stage direction||
1271|HARRY|Look, Ma, no wires.|speech|HARRY|M
1272|SWANN|"You shouldn't have followed me,
D'Amour."|speech|SWANN|M
1273|HARRY|How the fuck do you do that?|speech|HARRY|M
1274|SWANN|Now I'm going to have to kill you.|speech|SWANN|M
1275|HARRY|"I don't think so.  You need me
alive."|speech|HARRY|M
1276|SWANN|Why?  So you can fuck my wife?|speech|SWANN|M
1277||Swann swoops down towards Harry, who levels his gun.|stage direction||
1278|HARRY|"Be careful.  Funerals make me
trigger-happy."|speech|HARRY|M
1279||Swann stops, inches from the ground.|stage direction||
1280|HARRY|"You know, it's such a fucking
waste.  You can do shit most of us
can only dream about, and you go
around pretending it's some trick."|speech|HARRY|M
1281|SWANN|"Illusionists get. Las Vegas
contracts, D'Amour.  Magicians get
burned."|speech|SWANN|M
1282|HARRY|Or murdered, like Nix.|speech|HARRY|M
1283|SWANN|He deserved it.|speech|SWANN|M
1284|HARRY|"Maybe he doesn't see it that way.
Maybe he's digging his
way out of the hole you put him
right now.  That's what you're
hiding away from, isn't it?"|speech|HARRY|M
1285|SWANN|I did it for Dorothea.|speech|SWANN|M
1286|HARRY|Oh yeah?|speech|HARRY|M
1287|SWANN|"Now that I'm dead, the spotlight's
off her."|speech|SWANN|M
1288||"Harry grabs Swann, literally pulling him down to earth. Now
they're face to face.  Eye to eye.  Swann, for all his
posturing, is afraid."|stage direction||
1289|HARRY|So Nix won't come looking for her?|speech|HARRY|M
1290|SWANN|It's me betrayed him.|speech|SWANN|M
1291|HARRY|"And she shot him I  I think that'd
piss me off if I were Nix."|speech|HARRY|M
1292||(despairing)|location||
1293|SWANN|I don't know what else to do.|speech|SWANN|M
1294|HARRY|Help me.|speech|HARRY|M
1295||On Swann, his face a churning mass of rage and fear.|stage direction||
1296|HARRY|"Listen.  If he's back from the
dead, then he is some kind of god.
And he'll find you, wherever the
fuck you are.
And if he's just another phony
Messiah, then you can stage the
greatest come-back in history."|speech|HARRY|M
1297||ON Swann.  This doesn't sound like such a terrible idea.|stage direction||
1298||EXT. NIX'S HOUSE - LATE AFTERNOON|location||
1299||"A car comes to a halt outside the house, where six vehicles
are already gathered.  The SNAKE-HANDLING Cultist gets out.
SNAKES seethe out of the open car door."|stage direction||
1300||INT. NIX'S HOUSE - VARIOUS - LATE AFTERNOON|location||
1301||"We MOVE THROUGH the shadowy interior, catching sight of
several CULTISTS as we go.  They all have looks of barely
suppressed ecstasy on their faces.
We are moving towards the Sanctum, and it's getting darker.
A MATCH is struck, and an OIL-FLAME sputters into life.  We
see NORMAN'S gleaming face. On the wall is a PICTURE of Nix,
floating over a scene of apocalyptic destruction.
Norman brushes away thirteen years' accrual of DIRT. Beneath,
Nix's expression is as rabid and terrifying as ever.  Norman
grins."|stage direction||
1302||EXT. LIQUOR STORE - LATE AFTERNOON|location||
1303||"A small, garishly-lit liquor store.  Harry's car pulls into
the lot.  Swann gets out, his disguise back on. Heads into
the store.  Harry, agitated and impatient, follows him."|stage direction||
1304||INT. LIQUOR STORE - LATE AFTERNOON|location||
1305||"Swann is at the cashier's desk, with a bottle of cheap
brandy."|stage direction||
1306|SWANN|"Is this the best brandy you've
got?"|speech|SWANN|M
1307|CASHIER|If that's what's on the shelves.|speech|CASHIER|?
1308||Swann produces a thousand dollar bill out of thin air.|stage direction||
1309|SWANN|Can you change a thousand for me?|speech|SWANN|M
1310||(amazed)|location||
1311|CASHIER|You're shittin' me.|speech|CASHIER|?
1312|HARRY|Can we go?|speech|HARRY|M
1313||Swann starts to COUGH.  A QUARTER falls from his mouth.|stage direction||
1314|HARRY|Oh Jeez.|speech|HARRY|M
1315|SWANN|Will that do?  No?|speech|SWANN|M
1316||"Swann coughs again.  Puts his hand to his mouth.  A DELUGE of
QUARTERS runs between his fingers."|stage direction||
1317|SWANN|That better?|speech|SWANN|M
1318||The Cashier gapes.|stage direction||
1319||EXT. SWANN'S MANSION - POOLSIDE - GROUNDS - DUSK|location||
1320||"The house could not look more reassuringly calm.  A SWAN
struts beside the pool.  A long, HUSHED MOMENT..."|stage direction||
1321||"DOROTHEA'S DREAM
A BABOON SHRIEKS, its mouth filling the frame.
CUT WIDE, to reveal the Baboon, racing around Nix's Sanctum,
crazed.
Hanging on the sculpture that swings from the roof is a
shadowy figure.  Is it Nix?  We can't quite see.  Black BLOOD
runs from the figure and splashes on the ground.
NOW WE SEE DOROTHEA, being pulled by the Cultists towards the
falling gouts of dark fluid --
-- she struggles, SOBBING --"|stage direction||
1322||INT. SWANN'S MANSION - DOROTHEA'S BEDROOM - NIGHT|location||
1323||She tosses around on the bed|stage direction||
1324||"DOROTHEA'S DREAM
-- Dorothea has a GUN in her hand.  The Cultists shake it
from her grip, and pull her directly under the BLOOD -- as it
SPLASHES on her upturned face --"|stage direction||
1325||INT. SWANN'S MANSION - DOROTHEA'S BEDROOM - NIGHT|location||
1326||"A SOUND. Dorothea wakes, distressed by the dream.  She gets
up and goes out onto --"|stage direction||
1327||INT. SWANN'S MANSION - LANDING - DUSK|location||
1328||Looks down the stairs.|stage direction||
1329|DOROTHEA|Who's there?|speech|DOROTHEA|F
1330||Silence.  Then, Valentin speaks behind her.  She jumps.|stage direction||
1331|VALENTIN|I'm sorry.|speech|VALENTIN|M
1332||BLOOD runs from his cut face.|stage direction||
1333|DOROTHEA|"Jesus.  Valentin.  What did you do
to your face?"|speech|DOROTHEA|F
1334|BUTTERFIELD (V.O.)|It was me.|speech|BUTTERFIELD|M
1335||"She turns.  He's on her in a heartbeat, pressing her back
against the wail."|stage direction||
1336|BUTTERFIELD|Guess who we're going to see?|speech|BUTTERFIELD|M
1337||INT. HARRY'S CAR - DUSK|location||
1338||"Harry drives.  Swann takes a throatful of brandy.  Then he
stares at Harry."|stage direction||
1339|SWANN|You think I'm an asshole.|speech|SWANN|M
1340|HARRY|Didn't know you read minds.|speech|HARRY|M
1341||(a warning)|location||
1342|SWANN|"I can do a lot of shit, D'Amour.
But you know that."|speech|SWANN|M
1343||(an apology)|location||
1344|SWANN|"So I like playing games with
people.  Gives them something to
wonder about..."|speech|SWANN|M
1345|HARRY|Is that all?|speech|HARRY|M
1346|SWANN|"I distract them from their banality
for a few minutes. It's like a
public service.  It doesn't mean
much in the end. They're all going
to die."|speech|SWANN|M
1347|HARRY|And you're not?|speech|HARRY|M
1348||Silence for a moment.|stage direction||
1349|SWANN|"Oh, I was going to discover the
secret of the universe.  That's why
I liked Nix.  He promised me all
these explanations."|speech|SWANN|M
1350|HARRY|And he didn't have them?|speech|HARRY|M
1351|SWANN|"He had something.  He showed me how
to bend the rules.  A little
levitation.  A few fireworks."|speech|SWANN|M
1352|HARRY|Is that all?|speech|HARRY|M
1353|SWANN|No.|speech|SWANN|M
1354||(a beat)|location||
1355|SWANN|"At the end... when we had him
cornered, he got into my head. He
showed me what we really look like,
when the veneer's gone.  Jelly.
Shit..."|speech|SWANN|M
1356|HARRY|And you believed him?|speech|HARRY|M
1357|SWANN|"I saw it with my own fucking eyes!
See, that's his best trick.  No
illusions.  Just the truth."|speech|SWANN|M
1358||(he looks at Harry)|location||
1359|SWANN|Are you ready for that?|speech|SWANN|M
1360||Harry grabs the brandy bottle from Swann.|stage direction||
1361|SWANN|Hey!|speech|SWANN|M
1362||Harry drinks.|stage direction||
1363|SWANN|Thought not.|speech|SWANN|M
1364||EXT. SWANN'S MANSION - NIGHT|location||
1365||"PAN DOWN from the palms to Harry's car, outside the front
door."|stage direction||
1366||INT. SWANN'S MANSION - VARIOUS - NIGHT|location||
1367||Harry puts his head in the study, the library, the bedroom.|stage direction||
1368|HARRY|Dorothea?|speech|HARRY|M
1369||Now he's on the landing.  Swann's below.|stage direction||
1370|SWANN|She's not here.|speech|SWANN|M
1371||Harry spots Valentin's BLOOD on the carpet.|stage direction||
1372|HARRY|Did she know where Nix was buried?|speech|HARRY|M
1373|SWANN|No.|speech|SWANN|M
1374|HARRY|Who else did?  Did Valentin?|speech|HARRY|M
1375|SWANN|Yes.|speech|SWANN|M
1376|HARRY|Jesus!|speech|HARRY|M
1377||EXT. DESERT HIGHWAY - NIGHT|location||
1378||"Butterfield's SEDAN crosses the desert, under a sky full of
stars."|stage direction||
1379||INT. BUTTERFIELD'S SEDAN - NIGHT|location||
1380||"Valentin drives.  Butterfield and Dorothea are in the back.
Dorothea is handcuffed.
He has a bag open at his feet.  One by one he takes out a
series of extraordinary instruments.  Dorothea looks on,
confounded."|stage direction||
1381|BUTTERFIELD|"Like the look of these?  I made
them myself, to set him free."|speech|BUTTERFIELD|M
1382|DOROTHEA|Why did you wait so long?|speech|DOROTHEA|F
1383|BUTTERFIELD|"I didn't have the skill to
resurrect him.  I had to teach
myself.  And that took time."|speech|BUTTERFIELD|M
1384|DOROTHEA|"And you think he'll be in a fit
state to resurrect, after thirteen
years?"|speech|DOROTHEA|F
1385|BUTTERFIELD|"If he was just a man like me, then
no.  But he's not."|speech|BUTTERFIELD|M
1386|DOROTHEA|What is he?|speech|DOROTHEA|F
1387|BUTTERFIELD|Maybe he'll show you.|speech|BUTTERFIELD|M
1388||ON DOROTHEA, terror in her eyes.|stage direction||
1389||EXT. NIX'S HOUSE - NIGHT|location||
1390||"Now there are a dozen vehicles parked around the house.
Through the windows, the flickering of oil-lamp FLAMES.
There is a low, ominous CHANT floating from the house.
It has no words, but it is steadily BUILDING in intensity.
We DRIFT towards the front door."|stage direction||
1391||INT. NIX'S HOUSE - PASSAGEWAY - MEDITATION ROOM - NIGHT|location||
1392||"Now we move down the passageway to the Meditation Room.
Inside, SEVENTEEN CULTISTS kneel in a circle.  They are all
CUTTING OFF THEIR HAIR, and throwing it into the FIRE that
blazes in the centre of the circle.  They hack
indiscriminately, with KNIVES, SCISSORS and RAZORS, their
eyes wild.  BLOOD runs down their faces and necks from nicked
ears and scalps.
And still the CHANT BUILDS, and BUILDS..."|stage direction||
1393|NORMAN|"He will come!  He will come! He
will come!"|speech|NORMAN|M
1394||EXT. DESERT - NIX'S GRAVE - NIGHT|location||
1395||"Wide.  A few rocks, and emptiness.
The headlamps of Butterfield's sedan burn in the darkness,
illuminating the dig.  Valentin is in the grave, digging.
ON Butterfield, as he stands at the edge of the hole,
watching the work.  Dorothea stands a yard or two behind him."|stage direction||
1396|BUTTERFIELD|Anything?|speech|BUTTERFIELD|M
1397|VALENTIN (V.0.)|Not yet.|speech|VALENTIN|M
1398||"Butterfield squats at the edge of the hole and suddenly
reaches out for Valentin, hauling him close."|stage direction||
1399|BUTTERFIELD|If you've lied to me to me --|speech|BUTTERFIELD|M
1400|VALENTIN|"I swear... this is the place Swann
told me about.  The rocks..."|speech|VALENTIN|M
1401||"On Dorothea, who uses Butterfield's distraction to take a few
steps back towards the open car door.
Dorothea's P.O.V. of Butterfield, back to her, interrogating
Valentin."|stage direction||
1402|BUTTERFIELD|"Five more minutes.  Hear me? And
you'd better not --"|speech|BUTTERFIELD|M
1403||"A SOUND behind him.  Butterfield wheels round.  On the ground
beside the open car door, the instruments."|stage direction||
1404|BUTTERFIELD|What the fuck are you playing at?|speech|BUTTERFIELD|M
1405||"He goes to pick them up.  Dorothea steps from behind the
door, with the sharpest in her hand.  She slashes at him.
Opens a WOUND across his arm."|stage direction||
1406|BUTTERFIELD|Aah!|speech|BUTTERFIELD|M
1407||"He comes at her suddenly, striking the instrument from her
hand, and slamming her against the car.  He hits her.  Once.
Twice.  Then --"|stage direction||
1408|VALENTIN (V.O.)|Butterfield!|speech|VALENTIN|M
1409||"Butterfield goes to the edge of the grave, picks up the
flashlight and trains the beam on Valentin."|stage direction||
1410||(blinded)|location||
1411|VALENTIN|In the corner...|speech|VALENTIN|M
1412||"The beam goes to the corner of the grave.
A mummified HAND is sticking out of one of the walls."|stage direction||
1413||(to Valentin)|location||
1414|BUTTERFIELD|Keep away from it.|speech|BUTTERFIELD|M
1415||"Butterfield jumps down into the grave, and goes to the hand.
The TRACK is silent, but for Butterfield's shallow breath.
He reaches out to touch Nix^s fingers...
Closer...
Closer...
He touches the hand - and the wall of sand comes down with a
ROAR!
He jumps back as Nix's corpse, his head still sealed by the
mask rolls into view."|stage direction||
1416|VALENTIN|Oh Christ!  Oh Christ!|speech|VALENTIN|M
1417||(reverentially)|location||
1418|BUTTERFIELD|It's him... it's him.|speech|BUTTERFIELD|M
1419||On Dorothea, sliding down the car in despair.|stage direction||
1420||INT. HARRY'S CAR - NIGHT|location||
1421||The car is static; the engine still running.|stage direction||
1422|HARRY|They got here before us.|speech|HARRY|M
1423|SWANN|Looks that way.|speech|SWANN|M
1424||EXT. NIX'S GRAVE - NIGHT|location||
1425||"Harry gets out of the car and starts towards the open grave.
HARRY'S MOVING P.O.V. OF THE GRAVE
Harry reaches the grave's-edge.  It's totally dark.  He peers
in.  On his heel, as the ground CRUMBLES beneath his weight.
Harry slides into the grave."|stage direction||
1426|HARRY|Shit!|speech|HARRY|M
1427||"He's in darkness now.  He gets to his feet, and starts to try
and scramble out."|stage direction||
1428|HARRY|Swann?  Swann!|speech|HARRY|M
1429||"Silence.
Suddenly, a hand is laid on his shoulder!  Harry swings
round.  It's Valentin.  He has been badly cut up."|stage direction||
1430|VALENTIN|D'Amour --|speech|VALENTIN|M
1431|HARRY|Shit...|speech|HARRY|M
1432|VALENTIN|Help me.|speech|VALENTIN|M
1433||He collapses into Harry's arms.|stage direction||
1434|HARRY|Swann!|speech|HARRY|M
1435||INT. HARRY'S CAR - NIGHT|location||
1436||"Indecision is written all over Swann's face:  to help or not
to help?"|stage direction||
1437|HARRY (V.O.)|Swann!|speech|HARRY|M
1438||He decides.  Gets out.|stage direction||
1439||EXT. NIX'S GRAVE - MIGHT|location||
1440||Swann goes to the graveside, terrified.|stage direction||
1441|HARRY|Give me a hand.  I got Valentin.|speech|HARRY|M
1442||"Together, Harry and Swann lift Valentin out of the grave and
lay him in the blaze of the headlamps."|stage direction||
1443|VALENTIM|He's got Dorothea.|speech|VALENTIM|?
1444|SWANN|And Nix?|speech|SWANN|M
1445|VALENTIN|Him too.|speech|VALENTIN|M
1446|HARRY|We've got to get you to a hospital.|speech|HARRY|M
1447|VALENTIN|Don't bother.|speech|VALENTIN|M
1448|HARRY|"Shut up.  We've lost enough lives
already."|speech|HARRY|M
1449|VALENTIN|I'm sorry, D'Amour...|speech|VALENTIN|M
1450|HARRY|What about?|speech|HARRY|M
1451|VALENTIN|"... Looks like you're going...
to lose... one more."|speech|VALENTIN|M
1452||Valentin dies.|stage direction||
1453||(despairing)|location||
1454|HARRY|... no...|speech|HARRY|M
1455|SWANN|He's better off this way.|speech|SWANN|M
1456||(furious)|location||
1457|HARRY|Nobody's better off this wav!|speech|HARRY|M
1458|SWANN|"You don't get it, do you? We're
shit. D'Amour."|speech|SWANN|M
1459||"He puts his foot beneath Valentin's body.  It rolls back into
Nix's grave."|stage direction||
1460|SWANN|That's where we're all going.|speech|SWANN|M
1461|HARRY|In my time, and nobody else's.|speech|HARRY|M
1462||"ON THE EMPTY GRAVE, as we HEAR the SOUND of Harry and Swann
getting into the car.  The doors SLAM.  The CAR LIGHTS
retreat.  The grave is left to DARKNESS."|stage direction||
1463||EXT. NIX'S HOUSE - NIGHT|location||
1464||The house is silent now.|stage direction||
1465||INT. NIX'S HOUSE - PASSAGEWAYS - NIGHT|location||
1466||"We TRACK through the house.  The CULTISTS, all Seventeen of
them, stand in the passageways, looking toward Nix's sanctum.
ON THE SANCTUM DOOR.  Butterfield emerges.  He is wearing
WHITE now."|stage direction||
1467|BUTTERFIELD|Do you wish him to be amongst us?|speech|BUTTERFIELD|M
1468|CULTISTS|Yes...|speech|CULTISTS|F
1469|BUTTERFIELD|"Will you come to him on your
knees?"|speech|BUTTERFIELD|M
1470|CULTISTS|Yes...|speech|CULTISTS|F
1471|BUTTERFIELD|Be ready.|speech|BUTTERFIELD|M
1472||"Now we see that the Cultists have BOTTLES in their hands.
With looks of ecstatic fervour on their faces, they SMASH the
bottles to the ground at their bare feet. Then they pick up
MORE BOTTLES, and SMASH them, littering the ground with razor
sharp pieces of GLASS.
ON Butterfield, smiling.  He steps back into the Sanctum."|stage direction||
1473||INT. NIX'S HOUSE - SANCTUM - NIGHT|location||
1474||"HIGH, WIDE SHOT of the room, as Butterfield approaches the
BODY of Nix.  It lies on a table, surrounded by bowls of OIL.
Bandages, soaked in oil, are laid over its limbs.  Beside its
head, Butterfield's INSTRUMENTS are laid out.
ON Dorothea, crouched in the corner of the room, terrified as
she watches Butterfield remove the multi- part MASK screwed
into Nix's face.  He works with surgical precision."|stage direction||
1475|DOROTHEA|"Listen.  You've got everything you
want.  You don't need me. .."|speech|DOROTHEA|F
1476||"A piece of the mask comes away from the cheek.  A subtle
POWER plucks at dust around the room, disturbing it minutely.
We CUT CLOSE to Dorothea's face throughout this sequence (on
occasion her eyeball fills the screen) as she sees these
signs of disturbance in the ether, growing in magnitude."|stage direction||
1477|BUTTERFIELD|"No, but he will.  After what you
did to him."|speech|BUTTERFIELD|M
1478||He pulls a piece of the mask from Nix's mouth.|stage direction||
1479|BUTTERFIELD|"He'll want vengeance.  Simple PS
that."|speech|BUTTERFIELD|M
1480||INT. NIX'S HOUSE - PASSAGEWAYS - NIGHT|location||
1481||"The bottle-breaking has ceased.  The Cultists stand,
breathless with anticipation."|stage direction||
1482||INT. NIX'S HOUSE - SANCTUM - NIGHT|location||
1483||"On Nix's emaciated mouth.  The lips TWITCH.
On Dorothea.  The DUST moves around her.
And Nix DRAWS BREATH.
On Butterfield, TEARS in his eyes."|stage direction||
1484|BUTTERFIELD|Oh my Lord.  He's coming home...|speech|BUTTERFIELD|M
1485||INT. NIX'S HOUSE - PASSAGEWAY - NIGHT|location||
1486||The whisper runs through the congregation:|stage direction||
1487|CULTISTS|"He's coming home... he/s coming
home..."|speech|CULTISTS|F
1488||INT. NIX'S HOUSE - SANCTUM - NIGHT|location||
1489||ON Dorothea, eyes wide.|stage direction||
1490|DOROTHEA|Christ in Heaven.|speech|DOROTHEA|F
1491||"ON Nix, as his body starts to thirstily soak up the oils.
His withered flesh starts to REHYDRATE; his veins start to
THROB.
Butterfield is watching the process in amazement. Nix's HANDS
move up to his face, where the last portion of the mask is
still screwed over his eyes."|stage direction||
1492|BUTTERFIELD|He's with us...|speech|BUTTERFIELD|M
1493||INT. NIX'S HOUSE - PASSAGEWAY - NIGHT|location||
1494|CULTISTS|He's with us... He's with us...|speech|CULTISTS|F
1495||INT. NIX'S HOUSE - SANCTUM - NIGHT|location||
1496||"Unnoticed by Butterfield, who has his eyes on Nix, Dorothea
gets to her feet and creeps away to the door. Very quiet
TRACK.
Suddenly, the snake-handling Cultist steps into view, snakes
coiled around his face and fingers!"|stage direction||
1497|DOROTHEA|Oh God!|speech|DOROTHEA|F
1498||Butterfield looks up.|stage direction||
1499|BUTTERFIELD|Hold her!|speech|BUTTERFIELD|M
1500||"On Nix, as he starts to pull at the mask on his face.  It
comes away with a moist, WRENCHING SOUND.  At last, we see
his eyes.
NIX'S P.O.V.
The candle-lights blaze, BLINDING his sensitive eyes."|stage direction||
1501||(fury to agony)|location||
1502|NIX|Aaarrrgh!|speech|NIX|M
1503||"He gets up and flings himself around the room, knocking over
all the lights but two.  Then he strikes Butterfield to the
ground, and slams his foot on Butterfield's neck, knocking
him unconscious.  It's a terrifying, almost demoniacal
display of instant physical superiority.  Throughout, he
literally ROARS in rage."|stage direction||
1504||INT. NIX'S HOUSE - PASSAGEWAY - NIGHT|location||
1505||"The Cultists SCREAM in sympathy, letting out years of
repressed frustration.  Many of them are dancing on the
shards of glass now, crazed."|stage direction||
1506||EXT. DESERT NEAR NIX'S HOUSE - NIGHT|location||
1507||"Harry's car is parked a quarter mile from Nix's house. He is
getting out.  Swann stays put.
The SOUND of SCREAMING is carried towards them on the wind."|stage direction||
1508||(spooked)|location||
1509|HARRY|"Jesus... what the hell's going on
in there?"|speech|HARRY|M
1510|SWANN|"At a guess... they just resurrected
him."|speech|SWANN|M
1511|HARRY|Fuck.|speech|HARRY|M
1512||"Harry starts towards the house. After a beat, Swann gets out
of the car and follows."|stage direction||
1513||INT. NIX'S HOUSE - SANCTUM- - NIGHT|location||
1514||"On Butterfield, as Nix removes his foot.  Butterfield is out
for the count.
On Nix, as he stops screaming.  His face is grotesquely
disfigured by the mask, the flesh stained and corrupted.
The SCREAMING of the Cultists is dying away."|stage direction||
1515|NIX|Children...|speech|NIX|M
1516||INT. NIX'S HOUSE - PASSAGEWAY - NIGHT|location||
1517||The Cultists all face the Sanctum door, awaiting instruction.|stage direction||
1518|NIX|Will you suffer to come unto me?|speech|NIX|M
1519||"One by one, the Cultists fall to their knees.  We never see
flesh pierced by broken glass.  But we HEAR IT, and see the
agony on the Cultist's faces.  They start to sob.
Then, Nix appears in the doorway, mostly hidden by shadow."|stage direction||
1520|NIX|"I've come back to share the wisdom
of the grave.  Will you hear it?"|speech|NIX|M
1521|CULTISTS|Yes... yes...|speech|CULTISTS|F
1522|NIX|Follow me then.|speech|NIX|M
1523||"He steps out of the doorway.  The Cultists let out sobs of
adoration.  Nix locks at Dorothea."|stage direction||
1524|NIX|Do I know you, child?|speech|NIX|M
1525||"He reaches for her.  Pulls her close to his body. Dorothea
keeps her self-possession; but only just."|stage direction||
1526|NIX|"Oh yes... I do, don't I?  No gun
this time, child?"|speech|NIX|M
1527||(a beat)|location||
1528|NIX|Where's Swann?|speech|NIX|M
1529|DOROTHEA|I don't know where he is.|speech|DOROTHEA|F
1530||Nix picks her up, so that her feet are inches off the ground.|stage direction||
1531|NIX|"He'll come.  We've got unfinished
business, he and I."|speech|NIX|M
1532||"Then he carries her down the passageway to the Meditation
Room, walking on the glass, apparently indifferent to the
wounds he's receiving.
The Cultists follow."|stage direction||
1533||INT. NIX'S HOUSE - MEDITATION ROOM - NIGHT|location||
1534||Nix strides into the middle of the room.|stage direction||
1535||(whispered to Dorothea)|location||
1536|NIX|"Something terrible's going to
happen.  But if you hold on to me,
very tight, you may live a little
longer."|speech|NIX|M
1537||The Cultists enter the room, knees and hands BLOODY.|stage direction||
1538||(to Cultists)|location||
1539|NIX|Are you ready for my wisdom?|speech|NIX|M
1540|CULTISTS|Tell us... tell us...|speech|CULTISTS|F
1541||INT. NIX'S HOUSE - SANCTUM - NIGHT|location||
1542||"Harry pushes open the window, and climbs in.  Swann follows.
He is frozen by the memory of what happened here.
ON SWANN, as the TRACK fills with eerie ECHOES of that
terrible event.  Nix's SCREAMS.  The GUN-SHOTS.  The sound of
the SCREWS GRINDING into Nix's flesh."|stage direction||
1543||(in terrified awe)|location||
1544|SWANN|This is where we killed him.|speech|SWANN|M
1545||(looking at table)|location||
1546|HARRY|You didn't try hard enough.|speech|HARRY|M
1547|SWANN|"I can't... I can't go any
further..."|speech|SWANN|M
1548||"Harry nods, and gently detaches his arm from Swann's panicked
grip.  He crosses to the door.
Suddenly. Butterfield reaches out of the darkness, and
catches hold of Harry's leg. throwing him to the ground.
He has one of the INSTRUMENTS in his hand.  He STABS at
Harry, striking the ground between Harry's legs."|stage direction||
1549||INT. NIX'S HOUSE - MEDITATION ROOM - NIGHT|location||
1550|NIX|Here is my wisdom.|speech|NIX|M
1551||"He stamps on the ground.  CRACKS spread from his foot in all
directions. ON THE CULTISTS, amazed by this manifestation of
power."|stage direction||
1552|BARBARA|Show us. Puritan.|speech|BARBARA|?
1553|NORMAN|Yes, show us!|speech|NORMAN|M
1554|ALL|Show us!  Show us!|speech|ALL|M
1555||"With a ROAR, a PIT four or five feet across opens up beneath
Nix and Dorothea.  Nix HOVERS over it.  It's utterly dark;
perhaps bottomless.
Dorothea SCREAMS!"|stage direction||
1556||INT. NIX'S HOUSE - SANCTUM- - NIGHT|location||
1557||"Hearing Dorothea's CRY, Harry looks back towards the
passageway.  Butterfield pulls the instrument out of the
ground and stabs at Harry a second time.  But Swann catches
hold of his arm."|stage direction||
1558||(to Harry)|location||
1559|SWANN|"Whatever he's doing to her, stop
him!"|speech|SWANN|M
1560||And Harry's up and away --|stage direction||
1561||INT. NIX'S HOUSE - PASSAGEWAY - NIGHT|location||
1562||-- he dashes over the glass --|stage direction||
1563||INT. NIX'S HOUSE - MEDITATION ROOM - NIGHT|location||
1564||"On Nix, Dorothea clasped close to him.  He REVOLVES as he
floats over the chasm below then."|stage direction||
1565||(to unseen Cultists)|location||
1566|NIX|"You see, I escaped the grave. So I
have to give something to the grave
in return."|speech|NIX|M
1567||"On the Cultists, listening to their lord with love in their
eyes.
A SLIT OPENS in the middle of Nix's forehead, above the
bridge of his nose (this is an image we saw in the prints in
the library), and from it comes a WAVE OF DARKNESS.  As Nix
REVOLVES, the darkness STRIKES the GROUND around the
Cultists.
At first they don't realize what's going on.  They think this
is some kind of bizarre blessing.
Then the ground starts to LIQUIFY beneath them."|stage direction||
1568|NORMAN|What's happening?|speech|NORMAN|M
1569|NIX|"I have to give something back. So
I'm giving you."|speech|NIX|M
1570||"They're starting to SCREAM now as they sink into the ground.
They struggle, of course, but the earth seems to be hungry
for them.  They are dragged down, THRASHING as they SINK."|stage direction||
1571||(sobbing)|location||
1572|BARBARA|Why?  Why?|speech|BARBARA|?
1573|NIX|"You're not worthy.  None of you.
Only Swann was worthy. You just
waited like lambs."|speech|NIX|M
1574||"Harry appears in the doorway.  Nix, still swinging round, has
his back to Harry."|stage direction||
1575|NIX|Well I'm not your shepherd.|speech|NIX|M
