;classement;titre;annee;duree;categorie;realisateur;url;url_script
57;58.0;Little Nicky;(2000);90 min;"
Comedy, Fantasy            ";Steven Brill;http://www.imsdb.com/Movie Scripts/Little Nicky Script.html;http://www.imsdb.com/scripts/Little-Nicky.html
58;59.0;Pitch Black;(2000);109 min;"
Horror, Sci-Fi            ";David Twohy;http://www.imsdb.com/Movie Scripts/Pitch Black Script.html;http://www.imsdb.com/scripts/Pitch-Black.html
59;60.0;The Original Kings of Comedy;(2000);115 min;"
Comedy, Documentary            ";Spike Lee;;
60;61.0;Bedazzled;(2000);93 min;"
Comedy, Fantasy            ";Harold Ramis;;
61;62.0;Autumn in New York;(2000);103 min;"
Drama, Romance            ";Joan Chen;http://www.imsdb.com/Movie Scripts/Autumn in New York Script.html;http://www.imsdb.com/scripts/Autumn-in-New-York.html
62;63.0;Keeping the Faith;(2000);128 min;"
Comedy, Drama, Romance            ";Edward Norton;;
63;64.0;28 Days;(2000);103 min;"
Comedy, Drama            ";Betty Thomas;;
64;65.0;Bounce;(2000);106 min;"
Drama, Romance            ";Don Roos;;
65;66.0;Raccroche!;(2000);94 min;"
Comedy, Drama            ";Diane Keaton;;
66;67.0;The Flintstones in Viva Rock Vegas;(2000);90 min;"
Comedy, Family, Romance            ";Brian Levant;;
67;68.0;The Skulls;(2000);106 min;"
Action, Crime, Drama            ";Rob Cohen;;
68;69.0;Thirteen Days;(2000);145 min;"
Drama, History, Thriller            ";Roger Donaldson;http://www.imsdb.com/Movie Scripts/Thirteen Days Script.html;http://www.imsdb.com/scripts/Thirteen-Days.html
69;70.0;The 6th Day;(2000);123 min;"
Action, Mystery, Sci-Fi            ";Roger Spottiswoode;;
70;71.0;My Dog Skip;(2000);95 min;"
Comedy, Drama, Family            ";Jay Russell;;
71;72.0;Where the Heart Is;(2000);120 min;"
Comedy, Drama, Romance            ";Matt Williams;;
72;73.0;Pay It Forward;(2000);123 min;"
Drama            ";Mimi Leder;;
73;74.0;Dracula 2000;(2000);99 min;"
Action, Fantasy, Horror            ";Patrick Lussier;;
74;75.0;Return to Me;(2000);115 min;"
Comedy, Drama, Romance            ";Bonnie Hunt;;
75;76.0;Proof of Life;(2000);135 min;"
Action, Drama, Thriller            ";Taylor Hackford;;
76;77.0;Almost Famous;(2000);122 min;"
Adventure, Comedy, Drama            ";Cameron Crowe;http://www.imsdb.com/Movie Scripts/Almost Famous Script.html;http://www.imsdb.com/scripts/Almost-Famous.html
77;78.0;The Legend of Bagger Vance;(2000);126 min;"
Drama, Fantasy, Sport            ";Robert Redford;;
78;79.0;The Art of War;(2000);117 min;"
Action, Adventure, Crime            ";Christian Duguay;;
79;80.0;Snatch;(2000);102 min;"
Comedy, Crime            ";Guy Ritchie;http://www.imsdb.com/Movie Scripts/Snatch Script.html;http://www.imsdb.com/scripts/Snatch.html
80;81.0;Bless the Child;(2000);107 min;"
Crime, Drama, Horror            ";Chuck Russell;;
81;82.0;The Watcher;(I) (2000);97 min;"
Crime, Horror, Mystery            ";Joe Charbanic;;
82;83.0;Love & Basketball;(2000);124 min;"
Drama, Romance, Sport            ";Gina Prince-Bythewood;;
83;84.0;High Fidelity;(2000);113 min;"
Comedy, Drama, Music            ";Stephen Frears;http://www.imsdb.com/Movie Scripts/High Fidelity Script.html;http://www.imsdb.com/scripts/High-Fidelity.html
84;85.0;Book of Shadows: Blair Witch 2;(2000);90 min;"
Adventure, Fantasy, Horror            ";Joe Berlinger;;
85;86.0;The Adventures of Rocky & Bullwinkle;(2000);92 min;"
Animation, Adventure, Comedy            ";Des McAnuff;;
86;87.0;Memento;(2000);113 min;"
Mystery, Thriller            ";Christopher Nolan;http://www.imsdb.com/Movie Scripts/Memento Script.html;http://www.imsdb.com/scripts/Memento.html
87;88.0;Nurse Betty;(2000);110 min;"
Comedy, Crime, Drama            ";Neil LaBute;http://www.imsdb.com/Movie Scripts/Nurse Betty Script.html;http://www.imsdb.com/scripts/Nurse-Betty.html
88;89.0;Reindeer Games;(2000);104 min;"
Action, Adventure, Crime            ";John Frankenheimer;http://www.imsdb.com/Movie Scripts/Reindeer Games Script.html;http://www.imsdb.com/scripts/Reindeer-Games.html
89;90.0;Titan A.E.;(2000);94 min;"
Animation, Action, Adventure            ";Don Bluth;;
90;91.0;Billy Elliot;(2000);110 min;"
Drama, Music, Romance            ";Stephen Daldry;;
91;92.0;Battlefield Earth;(2000);118 min;"
Action, Adventure, Sci-Fi            ";Roger Christian;;
92;93.0;Urban Legend 2: Coup de grâce;(2000);97 min;"
Horror, Mystery, Romance            ";John Ottman;;
93;94.0;Boys and Girls;(2000);94 min;"
Comedy, Drama, Romance            ";Robert Iscove;;
94;95.0;Down to You;(2000);91 min;"
Comedy, Drama, Romance            ";Kris Isacsson;;
95;96.0;Wonder Boys;(2000);107 min;"
Comedy, Drama            ";Curtis Hanson;http://www.imsdb.com/Movie Scripts/Wonder Boys Script.html;http://www.imsdb.com/scripts/Wonder-Boys.html
96;97.0;Michael Jordan to the Max;(2000);46 min;"
Documentary, Sport            ";Don Kempf;;
97;98.0;Best in Show;(2000);90 min;"
Comedy            ";Christopher Guest;;
98;99.0;The Contender;(2000);126 min;"
Drama, Thriller            ";Rod Lurie;;
99;100.0;Red Planet;(2000);106 min;"
Action, Sci-Fi, Thriller            ";Antony Hoffman;http://www.imsdb.com/Movie Scripts/Red Planet Script.html;http://www.imsdb.com/scripts/Red-Planet.html
