;classement;titre;annee;duree;categorie;realisateur;url;url_script
21;22.0;The Wolverine;(2013);126 min;"
Action, Adventure, Sci-Fi            ";James Mangold;;
22;23.0;Lone Survivor;(2013);121 min;"
Action, Biography, Drama            ";Peter Berg;;
23;24.0;G.I. Joe: Retaliation;(2013);110 min;"
Action, Adventure, Sci-Fi            ";Jon M. Chu;;
24;25.0;Cloudy with a Chance of Meatballs 2;(2013);95 min;"
Animation, Adventure, Comedy            ";Cody Cameron;;
25;26.0;Now You See Me;(I) (2013);115 min;"
Crime, Mystery, Thriller            ";Louis Leterrier;;
26;27.0;The Wolf of Wall Street;(2013);180 min;"
Biography, Comedy, Crime            ";Martin Scorsese;;
27;28.0;Lee Daniels' The Butler;(I) (2013);132 min;"
Biography, Drama            ";Lee Daniels;;
28;29.0;The Hangover Part III;(2013);100 min;"
Comedy, Crime            ";Todd Phillips;;
29;30.0;Epic;(2013);102 min;"
Animation, Adventure, Family            ";Chris Wedge;;
30;31.0;Captain Phillips;(2013);134 min;"
Biography, Drama, Thriller            ";Paul Greengrass;;
31;32.0;Bad Grandpa;(2013);92 min;"
Comedy            ";Jeff Tremaine;;
32;33.0;Pacific Rim;(2013);131 min;"
Action, Adventure, Sci-Fi            ";Guillermo del Toro;;
33;34.0;This Is the End;(2013);107 min;"
Comedy, Fantasy            ";Evan Goldberg;;
34;35.0;Olympus Has Fallen;(2013);119 min;"
Action, Thriller            ";Antoine Fuqua;;
35;36.0;42;(2013);128 min;"
Biography, Drama, Sport            ";Brian Helgeland;http://www.imsdb.com/Movie Scripts/42 Script.html;http://www.imsdb.com/scripts/42.html
36;37.0;Elysium;(I) (2013);109 min;"
Action, Drama, Sci-Fi            ";Neill Blomkamp;;
37;38.0;Planes;(2013);91 min;"
Animation, Adventure, Comedy            ";Klay Hall;;
38;39.0;The Lone Ranger;(2013);150 min;"
Action, Adventure, Western            ";Gore Verbinski;;
39;40.0;Oblivion;(I) (2013);124 min;"
Action, Adventure, Mystery            ";Joseph Kosinski;http://www.imsdb.com/Movie Scripts/Oblivion Script.html;http://www.imsdb.com/scripts/Oblivion.html
40;41.0;Insidious: Chapter 2;(2013);106 min;"
Horror, Thriller            ";James Wan;;
41;42.0;Saving Mr. Banks;(2013);125 min;"
Biography, Comedy, Drama            ";John Lee Hancock;http://www.imsdb.com/Movie Scripts/Saving Mr. Banks Script.html;http://www.imsdb.com/scripts/Saving-Mr.-Banks.html
42;43.0;Turbo;(2013);96 min;"
Animation, Adventure, Comedy            ";David Soren;;
43;44.0;2 Guns;(2013);109 min;"
Action, Comedy, Crime            ";Baltasar Kormákur;;
44;45.0;White House Down;(2013);131 min;"
Action, Drama, Thriller            ";Roland Emmerich;;
45;46.0;Mama;(I) (2013);100 min;"
Horror, Thriller            ";Andrés Muschietti;;
46;47.0;Safe Haven;(I) (2013);115 min;"
Drama, Romance, Thriller            ";Lasse Hallström;;
47;48.0;The Smurfs 2;(2013);105 min;"
Animation, Adventure, Comedy            ";Raja Gosnell;;
48;49.0;The Best Man Holiday;(2013);123 min;"
Comedy, Drama            ";Malcolm D. Lee;;
49;50.0;Percy Jackson: Sea of Monsters;(2013);106 min;"
Adventure, Family, Fantasy            ";Thor Freudenthal;;
50;51.0;A Good Day to Die Hard;(2013);98 min;"
Action, Thriller            ";John Moore;;
51;52.0;Warm Bodies;(2013);98 min;"
Comedy, Horror, Romance            ";Jonathan Levine;;
52;53.0;Jack the Giant Slayer;(2013);114 min;"
Adventure, Fantasy            ";Bryan Singer;;
53;54.0;The Purge;(I) (2013);85 min;"
Horror, Sci-Fi, Thriller            ";James DeMonaco;;
54;55.0;Last Vegas;(2013);105 min;"
Comedy            ";Jon Turteltaub;;
55;56.0;Ender's Game;(2013);114 min;"
Action, Sci-Fi            ";Gavin Hood;;
56;57.0;Prisoners;(2013);153 min;"
Crime, Drama, Mystery            ";Denis Villeneuve;;
57;58.0;After Earth;(2013);100 min;"
Action, Adventure, Sci-Fi            ";M. Night Shyamalan;;
58;59.0;The Secret Life of Walter Mitty;(2013);114 min;"
Adventure, Comedy, Drama            ";Ben Stiller;;
59;60.0;Escape from Planet Earth;(2013);89 min;"
Animation, Adventure, Comedy            ";Cal Brunker;;
60;61.0;12 Years a Slave;(2013);134 min;"
Biography, Drama, History            ";Steve McQueen;http://www.imsdb.com/Movie Scripts/12 Years a Slave Script.html;http://www.imsdb.com/scripts/12-Years-a-Slave.html
61;62.0;Free Birds;(2013);91 min;"
Animation, Adventure, Comedy            ";Jimmy Hayward;;
62;63.0;Hansel & Gretel: Witch Hunters;(2013);88 min;"
Action, Fantasy, Horror            ";Tommy Wirkola;;
63;64.0;Evil Dead;(2013);91 min;"
Fantasy, Horror, Thriller            ";Fede Alvarez;http://www.imsdb.com/Movie Scripts/Evil Dead Script.html;http://www.imsdb.com/scripts/Evil-Dead.html
64;65.0;RED 2;(2013);116 min;"
Action, Comedy, Crime            ";Dean Parisot;;
65;66.0;A Madea Christmas;(2013);100 min;"
Comedy, Drama            ";Tyler Perry;;
66;67.0;Temptation: Confessions of a Marriage Counselor;(2013);111 min;"
Drama, Thriller            ";Tyler Perry;;
67;68.0;The Call;(II) (2013);94 min;"
Crime, Thriller            ";Brad Anderson;;
68;69.0;Pain & Gain;(2013);129 min;"
Comedy, Crime, Drama            ";Michael Bay;;
69;70.0;Gangster Squad;(2013);113 min;"
Action, Crime, Drama            ";Ruben Fleischer;;
70;71.0;The Internship;(2013);119 min;"
Comedy            ";Shawn Levy;;
71;72.0;Instructions Not Included;(2013);122 min;"
Comedy, Drama            ";Eugenio Derbez;;
72;73.0;Snitch;(I) (2013);112 min;"
Action, Drama, Thriller            ";Ric Roman Waugh;;
73;74.0;Riddick;(2013);119 min;"
Action, Sci-Fi, Thriller            ";David Twohy;;
74;75.0;A Haunted House;(2013);86 min;"
Comedy, Fantasy            ";Michael Tiddes;;
75;76.0;47 Ronin;(2013);128 min;"
Action, Adventure, Drama            ";Carl Rinsch;;
76;77.0;August: Osage County;(2013);121 min;"
Drama            ";John Wells;http://www.imsdb.com/Movie Scripts/August: Osage County Script.html;http://www.imsdb.com/scripts/August-Osage-County.html
77;78.0;Philomena;(2013);98 min;"
Biography, Drama            ";Stephen Frears;;
78;79.0;The Family;(I) (2013);111 min;"
Comedy, Crime, Thriller            ";Luc Besson;;
79;80.0;Walking with Dinosaurs 3D;(2013);87 min;"
Animation, Adventure, Family            ";Barry Cook;;
80;81.0;Carrie;(2013);100 min;"
Drama, Horror            ";Kimberly Peirce;http://www.imsdb.com/Movie Scripts/Carrie Script.html;http://www.imsdb.com/scripts/Carrie.html
81;82.0;Texas Chainsaw 3D;(2013);92 min;"
Horror, Thriller            ";John Luessenhop;;
82;83.0;R.I.P.D.;(2013);96 min;"
Action, Comedy, Fantasy            ";Robert Schwentke;;
83;84.0;Blue Jasmine;(2013);98 min;"
Drama            ";Woody Allen;;
84;85.0;Kevin Hart: Let Me Explain;(2013);75 min;"
Documentary, Comedy            ";Leslie Small;;
85;86.0;Side Effects;(I) (2013);106 min;"
Crime, Drama, Thriller            ";Steven Soderbergh;;
86;87.0;Scary Movie 5;(2013);86 min;"
Comedy            ";Malcolm D. Lee;;
87;88.0;The Mortal Instruments: City of Bones;(2013);130 min;"
Action, Fantasy, Horror            ";Harald Zwart;;
88;89.0;Delivery Man;(2013);105 min;"
Comedy, Drama            ";Ken Scott;;
89;90.0;Grudge Match;(2013);113 min;"
Comedy, Drama, Sport            ";Peter Segal;;
90;91.0;One Direction: This Is Us;(2013);92 min;"
Documentary, Music            ";Morgan Spurlock;;
91;92.0;Kick-Ass 2;(2013);103 min;"
Action, Comedy, Crime            ";Jeff Wadlow;;
92;93.0;Oculus;(I) (2013);104 min;"
Horror, Mystery            ";Mike Flanagan;;
93;94.0;Dallas Buyers Club;(2013);117 min;"
Biography, Drama            ";Jean-Marc Vallée;http://www.imsdb.com/Movie Scripts/Dallas Buyers Club Script.html;http://www.imsdb.com/scripts/Dallas-Buyers-Club.html
94;95.0;Rush;(I) (2013);123 min;"
Action, Biography, Drama            ";Ron Howard;http://www.imsdb.com/Movie Scripts/Rush Script.html;http://www.imsdb.com/scripts/Rush.html
95;96.0;The Host;(2013);125 min;"
Action, Adventure, Romance            ";Andrew Niccol;;
96;97.0;The World's End;(2013);109 min;"
Action, Comedy, Sci-Fi            ";Edgar Wright;;
97;98.0;21 & Over;(2013);93 min;"
Comedy            ";Jon Lucas;;
98;99.0;Her;(2013);126 min;"
Drama, Romance, Sci-Fi            ";Spike Jonze;http://www.imsdb.com/Movie Scripts/Her Script.html;http://www.imsdb.com/scripts/Her.html
99;100.0;Escape Plan;(2013);115 min;"
Action, Crime, Mystery            ";Mikael Håfström;;
