|character|text|type
194||"His sister, ALICIA, fourteen, hormones kicking in, testing
boundaries, listens to her walkman while putting on too much
makeup.  Miguel throws a dish towel to get her as Troy hits
the television again."|stage direction
195||EXT. TRAILER PARK - SAME - MORNING|location
196||"A beat up pick-up truck comes down a dirt road and skids to a
halt on the gravel next to the Brennon Mobile Home at this
small shabby countryside trailer park.  An angry FARMER jumps
out, slamming his door."|stage direction
197||INT. BRENNON MOBILE HOME - SAME|location
198||"Alicia opens the front door and smiles flirtatiously at the
angry farmers, LUCAS, who marches over.  Miguel edges her out
of the doorway, wanting to handle this himself."|stage direction
199|MIGUEL|Morning, Lucas.|speech
200||Lucas holds a bowl full of rotted vegetables.|stage direction
201|LUCAS|"You like these!  I've got a whole
goddamned crop full!"|speech
202||Unceremoniously, he dumps them at Miguel's feet.|stage direction
203|LUCAS (cont'd)|"Where the hell is your father?
You know what time it is?"|speech
204|MIGUEL|"He had to re-fuel.  There musta
been a problem."|speech
205|LUCAS|"We both know what the problem is.
He's a damned nut case, is what he
is.  I musta been out of my mind."|speech
206||Troy SMACKS the television again.|stage direction
207|MIGUEL|Troy, stop it!  I swear to God!|speech
208|LUCAS|"Miguel, if he's not in the air in
twenty minutes, that's it.  I'm
getting someone else."|speech
209||Lucas storms away.  Again, Troy whacks at the television.|stage direction
210|MIGUEL|Stop it, Troy!  I swear to God!|speech
211||"Determined, Troy HITS the television again.  This time the
picture goes out completely."|stage direction
212||CUT TO:|unknown
213||EXT. SPACE - THE ORBIT - SAME|location
214||"Rolling over us, the immense under-belly of this enormous
craft obliterates our view.  A loud SCREECH.  Suddenly the
bottom begins to SEGMENT.
Dozens of large sections begins to DISENGAGE, extracting
themselves, twisting away from the larger bilge.
The separated SEGMENTS themselves are enormous.  Slowly they
twist downwards on a collision course to the blue planet
below... Earth."|stage direction
215||CUT TO:|unknown
216||INT. WHITE HOUSE - BASEMENT CORRIDORS - DAY|location
217||"Under a barrage of questions from her own staff, Constance
hurries down the corridor."|stage direction
218|AIDE #1|"CNN is running a story that we're
covering up some kind of nuclear
testing experiments..."|speech
219|CONSTANCE|"Tell them to run with it if they
want to embarrass themselves."|speech
220|AIDE #2|"NASA has been up my butt all
morning.  They want to know our
position."|speech
221|CONSTANCE|"Our official position is we don't
have an official position."|speech
222|AIDE #3|Connie, what the hell|speech
223||is|unknown
224||"going on?
Constance escapes into the elevator, turns around."|stage direction
225||(smiles confidently)|location
226|CONSTANCE|"Come on, people.  Would I keep you
guys out of the loop?"|speech
227|AIDE #1|In a second!|speech
228|AIDE #2|Absolutely.|speech
229||Before she can retort, the elevator doors close.|stage direction
230||INT. OVAL OFFICE -|location
231||WIDE SHOT|unknown
232||"- SAME
The President, General Grey, the SECRETARY OF DEFENSE and
White House Chief of Staff ALBERT NIMZIKI are gathered around
the couch."|stage direction
233|SEC. OF DEFENSE|"At the moment, our satellites are
somewhat unreliable.  Isn't it
possible that thing may just pass
us by?"|speech
234|NIMZIKI|"What if it doesn't ""pass us by?""
Let's retarget some ICBMs to blow
it out of the sky..."|speech
235|GENERAL GREY|"Forgive me, but with the little
information we"|speech
236||do|unknown
237||have, the only|stage direction
238|GENERAL GREY|"thing that would accomplish is
turn one dangerous falling object
into many."|speech
239||Just then the door opens and Constance enters.|stage direction
240|PRESIDENT WHITMORE|What's the damage?|speech
241|CONSTANCE|"The press is making up their own
stories at this point."|speech
242||(to General Grey)|location
243|NIMZIKI|"Get on the horn with Atlantic
Command.  Let's upgrade the
situation to DEFCON 3."|speech
244|GENERAL GREY|"That's not your call to make, Mr.
Nimziki."|speech
245|CONSTANCE|Isn't that a little premature?|speech
246|NIMZIKI|I don't think so.|speech
247|SEC OF DEFENSE|"We're two days away from the fourth
of July.  We have over fifty percent
of our armed forces on weekend leave,
not to mention the troops and
commanders we	have in town for the
Fourth of July	parade.  We call them
back now, we're sending up a major red
flag."|speech
248||"They go quiet as Commanding Officer from Space Command dashes
into the room."|stage direction
249|COMMANDING OFFICER|"Our intelligence tells us the
object has settled into a
stationary orbit."|speech
250|NIMZIKI|Well that's good news.|speech
251|COMMANDING OFFICER|Not really.|speech
252||"He lays out the diagrams and photos on the table.  Everyone
gathers around."|stage direction
253|COMMANDING OFFICER|"Part of it has broken off into
nearly three dozen other pieces."|speech
254|PRESIDENT WHITMORE|Pieces?|speech
255|COMMANDING OFFICER|"Smaller than the whole, yet over
fifteen miles in width themselves."|speech
256|NIMZIKI|Where are they heading?|speech
257|COMMANDING OFFICER|"They should be entering our
atmosphere within the next twenty-
five minutes."|speech
258||"The room is silenced.  All eyes turn to the President who says
nothing.  Nimziki leans in close to him."|stage direction
259|NIMZIKI|"Like it or not, we're at DEFCON 3.
Recall the troops and put them on
yellow alert."|speech
260||CUT TO:|unknown
261||"YELLOW LIGHTS FLASHING ON
as an ALARM quickly BUZZES. David leans into frame and opens
the door to the microwave.  We WIDEN to reveal..."|stage direction
262||INT. DAVID'S CUBICLE - COMPACT CABLE - DAY|location
263||"David retrieves his home-make cup-a-soup.  We SEE this cubicle
clearly has the David touch; ecology posters, plants, tons of
computers and electronic gizmos."|stage direction
