|character|text|type|character_clean|gender
220|DOUG|oh.|speech|DOUG|M
221|(THEN)|"Still, that's late. We should just
flicker the lights on and off. People
will get it.
""Wild Hogs"" writers first draft 7/06/05 22."|speech||
222|KELLY|"People are having fun. Look at the
Miltons.
ANGLE ON: THE LIVING ROOM. A happy-looking couple, THE
MILTONS, are dancing around to Prince's ""1999."" Doug
laughs."|speech|KELLY|M
223|DOUG|"Oh, man. There should be laws against
that... Is Fred having a seizure?"|speech|DOUG|M
224|KELLY|"No, Fred's having a good time. With his
wife. Remember what that was like?"|speech|KELLY|M
225|DOUG|"Hey, we have fun all the time. But I'm
not going to let myself look like that.
He wears dress socks with shorts, too.
I've seen it. Do you want me to do that?"|speech|DOUG|M
226|KELLY|"I don't care. Why do you?
Doug searches for a response, as ROGER, 70, Kelly's Dad,
clinks his wine glass at the front of the room."|speech|KELLY|M
227|ROGER|"Excuse me, everybody. I have a little
toast. For my daughter and her husband.
Roger winks at Doug and Kelly. Doug smiles weakly."|speech|ROGER|?
228|DOUG|"(sotto, to Kelly)
He's drunk. We should do something."|speech|DOUG|M
229|ROGER|"I want to start by saying how proud I am
of my son-in-law."|speech|ROGER|?
230|DOUG|"(sotto, to Kelly)
--No, he's fine. Let him talk."|speech|DOUG|M
231|ROGER|"Now, I have to make an admission. Ten
years ago, when Doug and Kelly got
married. I was worried. Doug was a
little wild...
The guests laugh. Doug gives an unsure chuckle.
""Wild Hogs"" writers first draft 7/06/05 23."|speech|ROGER|?
232|ROGER (CONT'D)|"I mean, he had that old trans-am with the
huge engine... Remember how he'd peel
out of anywhere? Even the grocery
parking lot after buying baby formula?
The guests laugh again. Now Doug isn't."|speech|ROGER|?
233|ROGER (CONT'D)|"Or the way he'd just grab Kelly and run
off to some crazy island to snorkel with
something that thinks you're lunch.
The guests continue to laugh. Kelly looks at Doug, now.
She sees this is landing on him. He's getting upset."|speech|ROGER|?
234|ROGER (CONT'D)|"But, not anymore. He's now become the
son-in-law I would have always hoped for.
Responsible, reliable, and a great
husband to my daughter. So cheers to--"|speech|ROGER|?
235|DOUG|"No, no. No cheers-- Because that wasn't
an accurate toast. I'm still the same,
shitty son-in-law I used to be.
The guests laugh. They think he's joking."|speech|DOUG|M
236|ROGER|"Come on, Doug. You should be proud!
You've grown up! Cheers!
The guests nod and clink their glasses. Doug shakes his
head."|speech|ROGER|?
237|DOUG|"Grown up? No, I haven't. I'm still
young. No cheers! Stop clinking!"|speech|DOUG|M
238|KELLY|Doug, stop it. You're being rude.|speech|KELLY|M
239|DOUG|"Well, tell them I'm the same as I used to
be, Kelly. Tell your Dad not to like me."|speech|DOUG|M
240|KELLY|"You're not the same, Doug. The old Doug
wouldn't have made fun of Fred Milton for
dancing, because he would have been out
there dancing himself. With me.
""Wild Hogs"" writers first draft 7/06/05 24."|speech|KELLY|M
241|DOUG|So what are you saying?|speech|DOUG|M
242|KELLY|"I'm saying you have changed. And
frankly, i don't like it. I like you the
way you were. I liked it when you
weren't afraid of looking stupid. I
liked it when we laughed. I liked it
when we danced."|speech|KELLY|M
243|DOUG|"Hey, I'll dance! It's just this music is
lame. People like me need a fresh beat!
Doug walks over to the stereo and changes the station.
""Cand Sho "" h y-50 Cent starts playing. Doug nods along
with the beat, as the guests all now stare at him."|speech|DOUG|M
244||DOUG (CONT'D)|location||
245||"(yelling over music)
Awwww, yeah. This is the shit! It ain't
1980 anymore, man. Yeah!"|stage direction||
246||(SINGS ALONG)|location||
247||"I take you to the... Andy shop--
Doug tries to confidently sing along, but struggles
awkwardly, as he's obviously never heard the song before."|stage direction||
248||KELLY|location||
249||"(urging, to Doug)
Honey, stop it. You're being an ass."|stage direction||
250||DOUG|location||
251||"What!? I thought this was what you
wanted? I'm dancing!
Doug starts grinding and shimmying to the beat. Kelly"|stage direction||
252|DOUG|grits her teeth.|speech|DOUG|M
253||DOUG (CONT'D)|location||
254||"Come on, baby! Just because we're
married ten years doesn't mea n we're old
people. Let's dance! It fee ls goooood!
Doug makes another spastic dance move, then suddenly"|stage direction||
255|DOUG|grimaces and grabs his chest.|speech|DOUG|M
256||DOUG (CONT'D)|location||
257||Nope, that feels bad--|stage direction||
258||KELLY|location||
259||Doug? What's wrong? Are you okay?|stage direction||
260|DOUG|"""Wild Hogs"" writers first draft 7/06/05 25."|speech|DOUG|M
261|DOUG|"Yeah. I'm just-- Ow: That's-- Yeah, I
should go to the hospital--
Doug staggers across the carpet as people run to help
him."|speech|DOUG|M
262|KELLY|Doug!?|speech|KELLY|M
263||INT. HOSPITAL ROOM - AN HOUR LATER|location||
264|DISSOLVE TO:|"Doug is in a bed, with Kelly next to him. A DOCTOR
enters with a chart."|speech|DISSOLVE TO:|?
265|DOCTOR|Well, Mr. Matthews--|speech|DOCTOR|M
266|DOUG|Dr. Matthews, actually.|speech|DOUG|M
267|DOCTOR|"Oh, really? Great. Then, I can say this
a lot easier. You had a hypertensive
myocardial seizure.
Doug nods confidently, then, after a moment:"|speech|DOCTOR|M
268|"DOUG
(DEFEATED)"|"I'm a dentist, actually... I have no
idea what you just said."|speech|DOUG|M
269|DOCTOR|"Oh. Sorry. It looks like you had a
stress-induced panic attack."|speech|DOCTOR|M
270|DOUG|Stress-induced? I'm not stressed.|speech|DOUG|M
271|DOCTOR|"Well, it's probably been pretty buried. I
actually see it a lot with middle-aged men.
Work, family, it can take a toll on you."|speech|DOCTOR|M
272|DOUG|"I'm not middle-aged.
""Wild Hogs"" writers first draft 7/06/05 26."|speech|DOUG|M
273|DOCTOR|"Yeah, I see that a lot, too. Anyway. We
should have you out of here soon.
The doctor smiles and exits the room. Kelly looks at
Doug."|speech|DOCTOR|M
274|DOUG|I am middle aged, aren't I?|speech|DOUG|M
275|KELLY|"Only mathematically.
Doug takes this in."|speech|KELLY|M
276|KELLY (CONT'D)|"Doug, Let me ask you a question. When
was the last time you sang a Bon Jovi
song?"|speech|KELLY|M
277|DOUG|What?|speech|DOUG|M
278|KELLY|"You used to sing Bon Jovi songs at the
top of your lungs. Like you didn't care
who heard you, or how dopey it sounded.
Then one day, you just stopped. That's
how it's been with everything. Romance,
sense of humor, the way you used to give
me that cocky little wink when you took
off your shirt... It's all faded away,
leaving just a shell of what you used to
be. Why? Why no more Bon Jovi songs?"|speech|KELLY|M
279|DOUG|"I don't know. There's just a lot
weighing me down these days, you know?"|speech|DOUG|M
280|KELLY|"Like what? You have a great career, a
perfect family. Money is fine. The only
thing that could be weighing you down is
me. Is it me? Are you tired of me?"|speech|KELLY|M
281|DOUG|No! of course, not. I could never be|speech|DOUG|M
282|TIRED OF--|"Doug stops himself, as it dawns on him. You can see the
horror of realization creep across his face. He looks at
Kelly, wide-eyed.
""Wild Hogs"" writers first draft 7/06/05 27."|speech|TIRED OF--|?
283|"DOUG (CONT'D)
(REALIZING)"|"It's me. I'm weighing me down. I'm not
a guy I'd hang out with anymore, I'm...
Me. What's cool about me? I don't even
eat carbs."|speech|DOUG|M
284|KELLY|"Then eat them. I'd rather have you sing
than have a thirty-four waist."|speech|KELLY|M
285|DOUG|I still have a thirty--|speech|DOUG|M
286|KELLY|No, you don't, Doug. I buy your pants.|speech|KELLY|M
287|(THEN)|"Look. We've been married ten years. And
personally, I'd like to be married fifty
more, but if you stay like this...
Then... I don't know..."|speech||
288|DOUG|"We are going to be married fifty more
years, Kelly. I'm going to find old
Doug. I just have to figure out where to
look.
Kelly takes a breath, and pulls out a map. She hands it
to Doug, who looks at it."|speech|DOUG|M
289|DOUG (CONT'D)|Woody's map?|speech|DOUG|M
290|KELLY|"I took it away from him at the party. He
wouldn't stop waving it at Bob and
Dudley."|speech|KELLY|M
291|DOUG|I thought you agreed it was a bad idea.|speech|DOUG|M
292|KELLY|"It might be. But I'm desperate, Doug. I
want us to be happy again. So go on it.
It's my anniversary present to you."|speech|KELLY|M
293|DOUG|"Really?
(considers, then)
I only got you an ankle bracelet.
""Wild Hogs"" writers first draft 7/06/05 28."|speech|DOUG|M
294|KELLY|"All I want is old Doug back. Please.
This marriage can't survive without him.
Doug takes this in, and smiles at her. She's a good
wife, and he knows it. Suddenly, BOB enters the room."|speech|KELLY|M
295|BOB|Doug! Are you okay?|speech|BOB|M
296|DOUG|Yeah, I'm okay. Just stress.|speech|DOUG|M
297|BOB|Oh, man. Thank god.|speech|BOB|M
298|"KELLY
(TO BOB)"|Where's Karen?|speech|KELLY|M
299|BOB|"Oh, she's waiting in the parking--
SFX: A loud honk from the parking lot."|speech|BOB|M
300|BOB (CONT'D)|"That's her.
Bob looks out the window nervously. Kelly looks at Doug."|speech|BOB|M
301|KELLY|"You all need this trip.
Doug gives her a knowing nod, then turns to Bob."|speech|KELLY|M
302|DOUG|"Bob. Let's forget about Daytona Bike
week. Let's ride across U.S. 50."|speech|DOUG|M
303|BOB|"Yeah? Are you sure? I mean, We'll be
leaving behind everything we're used to.
SFX: The horn honks again from outside.
KAREN (O.C.)
(yelling from parking lot)
Bob!? You said two minutes! I'm not
circling!!
Bob cringes. Doug shares a look with Kelly, then to Bob:
""Wild Hogs"" writers first draft 7/06/05 29."|speech|BOB|M
304|DOUG|Yeah. I think that might be okay.|speech|DOUG|M
305||EXT. STREET - THE NEXT WEEK|location||
306|DISSOLVE TO:|"DOUG is riding his Harley, which is loaded with gear
(sleeping bag, spare gas tank, saddle bags). He
approaches a freeway entrance ramp, where WOODY and
DUDLEY and BOB are waiting on their bikes, next to an
entrance ramp sign that reads: U.S. Highway 50. The guys
all tap fists, then notice Dudley is grinning ear to ear."|speech|DISSOLVE TO:|?
307|"WOODY
(TO DUDLEY)"|What? What's wrong with you?|speech|WOODY|M
308|DUDLEY|I got a tat.|speech|DUDLEY|M
309|BOB|A tattoo? You got a tattoo?|speech|BOB|M
310|DUDLEY|"I'm a biker, dude! I got a tat!
Dudley yanks his jacket down to his elbows and we see he
is wearing a sleeveless shirt underneath. On his bicep
is a tattoo of the Macintosh Apple. The guys nod, trying
to look impressed."|speech|DUDLEY|M
311|DOUG|Wow. That's...|speech|DOUG|M
312|DUDLEY|"Trademarked, I know. But what are they
going to do? It's in my skin, bitch!
Dudley laughs and pulls on his jacket, as Woody ties a
bandana skull-cap on his head. The guys look at Woody."|speech|DUDLEY|M
313|DOUG|You're not wearing a helmet?|speech|DOUG|M
314|WOODY|"Nape. I don't want anything between me
and the road, man."|speech|WOODY|M
315|DOUG|"You will if your head falls on it.
""Wild Hogs"" writers first draft 7/06/05 30.
Woody shrugs and starts his bike."|speech|DOUG|M
316|WOODY|"Look, the only rule on this trip is to
have no plan. We're riding to San
Francisco, and nothing else is planned.
Just riding free."|speech|WOODY|M
317|DOUG|"Well, if we're going to make it in five
days, we'll should probably get to
Illinois by tonight."|speech|DOUG|M
318|BOB|"Yeah, the way I mapped it out - we should
be a hundred miles past St. Louis by
sundown."|speech|BOB|M
319|WOODY|"What? No. No plan. It's the open road.
Who knows where we'll be."|speech|WOODY|M
320|DOUG|"I do. I have this little GPS system.
Doug shows them a handheld GPS system. Woody grabs it
and throws it into a storm drain."|speech|DOUG|M
321|DOUG (CONT'D)|"Hey! What the hell, man? That was
expensive!"|speech|DOUG|M
322|WOODY|"I did it for the good of the trip, Doug.
You don't need GPS to discover America.
We just need the wind, our bikes, and
freedom. And if we have an emergency, I
always have a cell phone--
Woody takes out a cellphone. Doug grabs it and throws it
in the storm drain."|speech|WOODY|M
323|DOUG|"Hah! How's that feel?
Woody gives Doug a long look, then slowly smiles."|speech|DOUG|M
324|WOODY|It felt good. It felt damn good.|speech|WOODY|M
325|(ANNOUNCES)|"No cell phones!
""Wild Hogs"" writers first draft 7/06/05 31."|speech||
326|"DOUG
(WORRIED)"|What?|speech|DOUG|M
327|BOB|"He's right, Doug. Wild Hogs!
Bob takes his cellphone and throws it in the storm drain."|speech|BOB|M
328|"DOUG
(TO BOB)"|You just did that so Karen wouldn't call.|speech|DOUG|M
329|BOB|"Yup.
Bob starts his bike."|speech|BOB|M
330|DOUG|"So we're not even going to talk about
this? I mean, shouldn't we at least--"|speech|DOUG|M
331|DUDLEY|"Yeeeeaaah! Freedom!!
Dudley throws his cellphone, but instead of going into
the storm drain, it goes flying into traffic and smashes
against an oncoming pickup truck. We hear the truck
screech to a stop after it passes them."|speech|DUDLEY|M
332|"DOUG
(QUICKLY)"|"Okay, let's ride!
The guys all hastily start their bikes and take off up
the freeway ramp. We hear the truck driver screaming
profanities as they guiltily ride away."|speech|DOUG|M
333||EXT. HIGHWAY U.S. 50 - LATER THAT DAY|location||
334|CUT TO:|"MUSIC CUE: BLUE OYSTER CULT's ""(DON'T FEAR) THE REAPER.""
The four guys ride along the highway, through the hills
of Indiana, smiling and nodding to each other. It's the
Easy Rider moment. The camera ROTATES AROUND and PULLS
OVERHEAD. It's beautiful country and the guys are in
heaven. Dudley wears a clunky helmet from the eighties,
as well as World War II motorcycle goggles.
""Wild Hogs"" writers first draft 7/06/05 32.
A family in a station wagon pulls up to next to them.
Two kids press their faces against the windows, looking
at the bikers in awe. Bob looks over at the kids in his
mirrored sunglasses and gives them a badass nod. The
kids are amazed. Bob looks to Doug. Doug grins. They
love this. Bob gives a signal to the other guys and guns
his engine. The others nod, gun their engines and speed
away from the station wagon. The kids watch with their
mouths open."|speech|CUT TO:|?
335||EXT. HIGHWAY U.S. 50 - LATER THAT AFTERNOON|location||
336|CUT TO:|"The guys are cruising along as before, but now we see the
sky has gotten very cloudy and overcast.
SFX: THUNDER CRACK
The guys look up at the sky apprehensively."|speech|CUT TO:|?
337||EXT. HIGHWAY U.S. 50 - A FEW MINUTES LATER|location||
338|CUT TO:|"It's now pouring rain. The guys ride along in misery,
getting soaked. After a moment, the station wagon from
before pulls back up to them. The kids are still pressed
against the window, staring at the drenched bikers. Bob
looks over and tries to give them another cocky nod - but
now it's just embarrassing.
END MUSIC CUE"|speech|CUT TO:|?
339||EXT. ROADSIDE US-50 - THAT EVENING|location||
340|CUT TO:|"The sun has gone down, and the guys have found a deserted
area off the highway to set up camp. DOUG, WOODY and BOB
lounge by a fire - with a tent set up behind them. Doug
is roasting marshmallows and Bob is straining to blow up
an air mattress."|speech|CUT TO:|?
341|"DOUG
(TO BOB)"|"Why didn't you just bring a sleeping bag
like us?"|speech|DOUG|M
342|BOB|"This is more comfortable.
(blows a breath into it)
I wish Karen would have let me buy the
foot pump, though.
""Wild Hogs"" writers first draft 7/06/05 33.
Bob continues to inflate the mattress, as Dudley
approaches with a knotted plastic grocery bag."|speech|BOB|M
343|DUDLEY|"This is poop. Don't eat it.
Dudley sets the bag aside and has a seat by the fire."|speech|DUDLEY|M
344|DOUG|Dudley? You're supposed to bury that.|speech|DOUG|M
345|WOODY|Yes. Go bury it.|speech|WOODY|M
346|DUDLEY|"It's in a plastic bag. I can't put that
in the earth. I'll find a trash bin
tomorrow.
The guys shake their heads and look back into the fire.
After a moment, Doug smiles."|speech|DUDLEY|M
347|DOUG|"This is really nice, you know? Chilling
by the fire with your best friends. Just
relaxing, and enjoying--"|speech|DOUG|M
348|"WOODY
(TO DUDLEY)"|"I'm sorry. Dudley, you have to get rid
of that bag or I'm going to vomit in your
lap."|speech|WOODY|M
349|DOUG|"--each other's company...
Dudley grabs the bag and heads off."|speech|DOUG|M
350|DUDLEY|Fine. I'll just hang it on a tree.|speech|DUDLEY|M
351|WOODY|"(yells after him)
Don't hang it on a tree!"|speech|WOODY|M
352|DOUG|"Yup... These are the times we'll
remember.
After a minute, Doug turns to Woody and Bob.
""Wild Hogs"" writers first draft 7/06/05 34."|speech|DOUG|M
353|DOUG (CONT'D)|"Hey, when was the last time you guys
heard me sing Bon Jovi?"|speech|DOUG|M
354|WOODY|Oh, man. Thank God that stopped.|speech|WOODY|M
355|BOB|"It's been awhile. You're not as
obnoxious as you used to be. You used to
eat a lot more buffalo wings, too."|speech|BOB|M
356|DOUG|"Yeah, I know. Turns out there's carbs in
the batter. Hey, you know what? Maybe
carbs are what I need to get old Doug
back."|speech|DOUG|M
357|WOODY|Old Doug? You've lost your Dad?|speech|WOODY|M
358|DOUG|"No. I think I've lost me. It's this
thing Kelly said."|speech|DOUG|M
359|(BEAT)|"You know what it is? I think I'm tame.
I'm like a lion that used to be wild, but
now I'm in some Disney park where tourists
come by and take pictures of me like I'm a
lion, but after they leave, I go into my
kennel and eat antelope nuggets or
something. Ones without carbs."|speech||
360|BOB|"I know what you're talking about. I
lost old Bob, too. I think my wife and
daughters killed him. I'm surrounded by
women every minute of my life. And it's
made me, you know..."|speech|BOB|M
361|DOUG|A wimp?|speech|DOUG|M
362|BOB|"What? No. I was going to say miserable.
You think I'm a wimp?"|speech|BOB|M
363|DOUG|"No. I just thought that was what you
were... I thought you wanted us to
guess, and I didn't have a guess, so I
said ""wimp."" Knowing it was wrong...
""Wild Hogs"" writers first draft 7/06/05 35."|speech|DOUG|M
364|WOODY|"You're a wimp, Bob. I'll say it. You're
afraid of girls. It's embarrassing.
Dudley comes up and sits back down."|speech|WOODY|M
365|DUDLEY|I'm afraid of girls.|speech|DUDLEY|M
366|WOODY|"You're afraid to talk to one. Bob is
afraid they'll kill him in his sleep."|speech|WOODY|M
367|DUDLEY|"Wow. Now I really don't want to talk to
one."|speech|DUDLEY|M
368|BOB|"You know, it's not always so bad. Like,
when Karen sleeps, she still crawls over
and pushes up against me. Just snuggles
right up like she needs me. I like that.
I like that a lot.
(then, sobering)
Then the sun comes up and turns her into
a raging she-demon."|speech|BOB|M
369|DOUG|"Yeah, I guess life just isn't as simple
as it was when we were in college. Well,
except for you, Woody. You're still
living the fairy tale. Swimsuit model
wife. Big job at an investment firm.
You've got the good life.
Woody doesn't respond. He just stares vacantly into the
fire for a beat."|speech|DOUG|M
370|"WOODY
(FLATLY)"|Yeah... The good life. I'm a lucky man.|speech|WOODY|M
371|DUDLEY|"My life blows. I don't have a family.
Or a wife. I have a cat that doesn't
like me. She wouldn't even stick around
if she knew how to use a can opener.
The guys all look at Dudley."|speech|DUDLEY|M
372|BOB|"Hey, Dudley. You've got us, buddy. And
you're going to get a woman, too."|speech|BOB|M
373|(MORE)|"""Wild Hogs"" writers first draft 7/06/05 36"|speech||
374|BOB (CONT'D)|"I told you we were going to hit some
strip clubs when we get back."|speech|BOB|M
375|DUDLEY|Nah, I don't like those places--|speech|DUDLEY|M
376|BOB|"Dudley-- Please. I'm trying to help you
here."|speech|BOB|M
377|DUDLEY|I know. I just don't--|speech|DUDLEY|M
378|BOB|Please! Strippers are nice to me!|speech|BOB|M
379|DUDLEY|Okay... Sorry. We'll go.|speech|DUDLEY|M
380|BOB|Thanks, man.|speech|BOB|M
381|(THEN)|I'm just... trying to be a good friend.|speech||
382|DOUG|We know, Bob.|speech|DOUG|M
383|WOODY|I'll go, too.|speech|WOODY|M
384|DOUG|"There's a surprise.
Doug pulls a flaming marshmallow out of the fire."|speech|DOUG|M
385|DOUG (CONT'D)|"All right, who wants their marshmallow
well-done?
The guys just look at it."|speech|DOUG|M
386|DOUG (CONT'D)|"Yeah, I left that one on too long.
Doug flips the stick and the marshmallow goes flying
behind him. The guys don't notice - but we see the
marshmallow land on the tent and continue to burn. Bob
continues to huff on the air mattress. He stops and
looks at it."|speech|DOUG|M
387|BOB|"(out of breath)
I think I'm half way there.
""Wild Hogs"" writers first draft 7/06/05 37."|speech|BOB|M
388|WOODY|In just one hour.|speech|WOODY|M
389|"DOUG
(TO BOB)"|"You sure you don't want us to spread out
a sleeping bag? We have three in the--
Doug turns around and sees a foot-wide flame now burning
on the tent."|speech|DOUG|M
390|DOUG (CONT'D)|"Shit! The tent--
Doug and the guys jump up and hurry over to the tent."|speech|DOUG|M
391|DOUG (CONT'D)|"Dudley, get the water jug off my bike!
Dudley hurries over to Doug's bike as Doug and Bob try to
smother the flame with sand."|speech|DOUG|M
392|DOUG (CONT'D)|"It should be okay. It's fire retardant.
The guys try and extinguish the flame as Dudley comes
running with a jug. He quickly takes off the cap. Doug
notices him."|speech|DOUG|M
393|DOUG (CONT'D)|"Dudley, no! That's—
It's too late. Dudley is already throwing it on the
fire. The liquid hits the tent and it explodes into
flames. The guys shield themselves."|speech|DOUG|M
394|DOUG (CONT'D)|"Gas! That's the spare gas tank, Dudley!
Dudley doesn't know what to say. The fire quickly
disentergrates the tent. Doug, Bob and Woody just watch,
knowing there's nothing they can do. After a moment,
DUDLEY runs back up with the correct water jug and
empties it on what is now a flaming pile of ash. It does
nothing."|speech|DOUG|M
395|DUDLEY|We need more water.|speech|DUDLEY|M
396|DOUG|"That was all of it, Dudley. That was all
the water we had.
""Wild Hogs"" writers first draft 7/06/05 38."|speech|DOUG|M
397|DUDLEY|"Oh.
Dudley takes this in for a moment."|speech|DUDLEY|M
398||DUDLEY (CONT'D)|location||
399||Is anybody else thirsty?|stage direction||
400|DUDLEY|The guys just look at him.|speech|DUDLEY|M
401||"DISSOLVE TO:
EXT. ROADSIDE US-50 -- THE NEXT MORNING"|location||
402|DUDLEY|"BOB, DOUG, WOODY and DUDLEY are all sleeping on Bob's air
mattress, like four sardines. Doug opens his eyes to see
a large figure standing at the foot of the air mattress.
It's a stern-looking highway patrolman."|speech|DUDLEY|M
403|HIGHWAY PATROLMAN|You guys all right?|speech|HIGHWAY PATROLMAN|?
404|DOUG|Yeah. Yeah, just on a road trip.|speech|DOUG|M
405|HIGHWAY PATROLMAN|All right. Just making sure.|speech|HIGHWAY PATROLMAN|?
406|(BEAT)|"Looks pretty comfortable, actually.
We see the highway patrolman has started rubbing his
thigh. Doug quickly jumps up, waking the others."|speech||
407|DOUG|"Okay, well... Thanks for stopping. Have
a nice day, officer.
The highway patrolman laughs."|speech|DOUG|M
408|HIGHWAY PATROLMAN|All right, I get it.|speech|HIGHWAY PATROLMAN|?
409|(WINKS)|"Five's a crowd.
Doug is mortified. The officer looks them over for a
moment.
HIGHWAY PATROLMAN (CONT'D)
You guys are lucky to have each other.
(looks at them hungrily)
Damn lucky.
""Wild Hogs"" writers first draft 7/06/05 39."|speech||
410|"DUDLEY
(OBLIVIOUS)"|"That's what I always say.
Dudley gets up and puts his arm around Doug. We see he's
wearing a saggy pair of briefs and nothing else."|speech|DUDLEY|M
411|HIGHWAY PATROLMAN|"Well... Have a good one.
The patrolman walks off. Dudley looks at Doug and grins."|speech|HIGHWAY PATROLMAN|?
412|DUDLEY|Morning.|speech|DUDLEY|M
413|DOUG|Please put your pants on.|speech|DOUG|M
414||EXT. HIGHWAY U.S. 50 - LATER THAT AFTERNOON|location||
415|DOUG|"The guys cruise through the rolling prairies of Missouri.
It's another beautiful day. They ride in formation,
until Woody's bandana doo-rag blows off. Woody goes back
to get it. The other guys stop and wait for him to
return."|speech|DOUG|M
416||EXT. HIGHWAY U.S. 50 - LATER|location||
417|DOUG|"The guys are still riding - but now the heat of the
Missouri plains is taking it's toll. They look boiling,
and have sweated through their clothes. Bob takes a
drink of water from a bottle of water, then pours the
water over his head. He breathes a sigh of relief, until
he hears an angry yell behind him. He looks back and
sees Woody is now drenched from the water. Bob smiles
sheepishly as Woody burns."|speech|DOUG|M
418||EXT. HIGHWAY U.S. 50 - LATER THAT DAY|location||
419|DOUG|"The guys ride through the forested Ozark uplands, looking
even hotter than before. Doug spots a waterfall pouring
into a crystal clear spring, and points to it. The guys
nod in agreement."|speech|DOUG|M
420|CUT TO:|"""Wild Hogs"" writers first draft 7/06/05 40."|speech|CUT TO:|?
421||EXT. BLANCHARD SPRINGS, OZARK NATIONAL FOREST - LATER|location||
422|CUT TO:|"DOUG, WOODY, and DUDLEY wade into the spring water in
their boxers. You can see on their faces that it's like
dipping into heaven. After a moment, BOB walks up."|speech|CUT TO:|?
423|BOB|"Thanks for waiting for me, jerks.
The guys look up to see that Bob is naked. He smiles and
cannonballs into the water."|speech|BOB|M
424|BOB (CONT'D)|"Whhheew: Yeah! That's c-c-cold:
He sees DOUG, WOODY and DUDLEY are just staring at him."|speech|BOB|M
425|BOB (CONT'D)|What?|speech|BOB|M
426|WOODY|Why are you naked?|speech|WOODY|M
427|BOB|"We're swimming. You guys kept on your
skivies?"|speech|BOB|M
428|DOUG|Skivies? What are you, a Newsie?|speech|DOUG|M
429|DUDLEY|"I kept mine on because I didn't want
everyone to see my crank."|speech|DUDLEY|M
430|"WOODY
(TO BOB)"|"Yeah. That, and being naked with a bunch
of guys is gay. What's wrong with you?"|speech|WOODY|M
431|BOB|"I don't know. We took showers and stuff
together in college. I thought this was
kind of... you know, the same."|speech|BOB|M
432|DOUG|I guess I get that.|speech|DOUG|M
433|(THINKS)|"I mean, we would have been naked in
college. Why are we... Oh, man. It's
true. We are tamed. We're old guys.
""Wild Hogs"" writers first draft 7/06/05 41."|speech||
434|WOODY|"No, we're not. Don't say that.
Doug wiggles his boxers off and holds them in the air."|speech|WOODY|M
435|DOUG|"I will find old Doug!
Doug smiles and throws his shorts on the shore. Dudley
smiles, takes off his briefs and holds them up."|speech|DOUG|M
436|DUDLEY|"I will... Do what Doug does!
Dudley throws the briefs to shore. They all look at
Woody. He rolls his eyes and takes off his boxers."|speech|DUDLEY|M
437|WOODY|"I will be naked with my gay friends, and
if they look at my jock, I will kill
them.
Woody throws the boxers to shore. The guys all look at
each other and smile. It's a nice moment.
Until a family approaches.
Doug looks at the other guys, wide-eyed, as a family with
three young kids walks up with a picnic basket. The
young kids run and jump into the water. The Dad of the
family laughs and shakes his head."|speech|WOODY|M
438|FAMILY DAD|"Hope you guys don't mind a little
company. The mini-van was getting a"|speech|FAMILY DAD|?
439|LITTLE--|"The Dad stops talking as he sees into the water... He
realizes, then looks at his kids, concerned."|speech|LITTLE--|?
440|DOUG|Um... Well, we're just taking a dip. I|speech|DOUG|M
441|"UH--
WOODY"|"There's a shallower spring up the path.
The kids might like that even more...
The Mom lays down a blanket and turns to the guys. The
Dad is still staring, not sure what to do.
""Wild Hogs"" writers first draft 7/06/05 42."|speech|UH--WOODY|?
442|"FAMILY MOM
(TO WOODY)"|Oh, no. These little squirts like to|speech|FAMILY MOM|?
443|DIVE AND--|"The Mom sees a glimmer of something through the water,
and realizes. She suddenly looks very uncomfortable.
FAMILY MOM (CONT'D)"|speech|DIVE AND--|?
444|(VERY TENSE)|"Janey, Kyle, Holland. Out of the water.
We're going to find a new spot."|speech||
445|JANEY|No, Mama. This place has little rocks|speech|JANEY|?
446|"THAT--
FAMILY MOM"|"Get out of the damn water! Now!
The kids climb out of the water and the parents hurry off
with them down the path. After a moment of awkward
silence, Doug looks at the guys."|speech|THAT--FAMILY MOM|?
447|DOUG|We should go.|speech|DOUG|M
448|BOB|You think? They're gone, now.|speech|BOB|M
449|WOODY|"Yeah, we could stay another few--
VOICE (O.C.)
Whhheeeeew!
The guys look to the other side of the spring to see the
HIGHWAY PATROLMAN cannonball naked into the spring. They
stare, horrified, as he pops up and smiles at them."|speech|WOODY|M
450|HIGHWAY PATROLMAN|"Saw you're bikes out there. You guys
ever chicken fight?
The guys look at each other for a moment, then;
DOUG/BOB/WOODY/DUDLEY
Ahhhh! / Oh, god! / Run!
They frantically sprint out of the water, grab their
clothes and hurry away."|speech|HIGHWAY PATROLMAN|?
451|DISSOLVE TO:|"""Wild Hogs"" writers first draft 7/06/05 43."|speech|DISSOLVE TO:|?
452||EXT. HIGHWAY U.S. 50 - LATE THAT AFTERNOON|location||
453|DISSOLVE TO:|"The guys are back on their bikes, cruising along the
wheat fields of Kansas. They're looking tired once
again, but suddenly Doug smiles...
On the horizon, a bar comes into view. Out front are
several rows of Harley Davidsons. Doug points it out to
the guys and they all smile. It's like an oasis.
The pull into the parking lot and climb off their bikes.
Bob immediately falls to the ground."|speech|DISSOLVE TO:|?
454|BOB|"Dammit! Leg's asleep.
The guys go to help Bob up, as Dudley gets off his bike
and falls to the ground."|speech|BOB|M
455|DUDLEY|Me, too.|speech|DUDLEY|M
