|character|text|type
217|ORDELL|"Ordell Robbie. O-R-D-E-L-L. R-O-B-B-I-
E. 1436 Florence Boulevard. Compton
90222."|speech
218|MAX|House or apartment?|speech
219|ORDELL|House.|speech
220|MAX|Now I need you to count your money.|speech
221||"Ordell hands him the Lakers bag. Max takes the money out
putting it on the desk."|stage direction
222|ORDELL|"Hope you don't mind me askin' where
you keepin' my money till I get it
back. In your drawer?"|speech
223||Max begins counting it.|stage direction
224|MAX|"Across the street a Great Western. It
goes in a trust account. You'll need
to fill out an Application for
Appearance Bond, an Indemnity
Agreement, a Contingent Promissory
Note. That's the one, if Beaumont
skips and I go after him, you pay the
expenses."|speech
225|ORDELL|Beaumont ain't going nowhere.|speech
226||"(he takes a pen out of
his pocket)"|location
227|ORDELL|Where do I sign?|speech
228||"Max pulls the forms from his desk, and lays them in front
of Ordell. Max goes back to counting the money. Ordell
reads the first agreement then says;"|stage direction
229||(reading the form)|location
230|ORDELL (CONT'D)|Hey, Max.|speech
231||(still counting money)|location
232|MAX|Yes.|speech
233||(still reading form)|location
234|ORDELL|"I was wondering. What if before the
court date gets here, Beaumont gets
hit by a bus or something and dies."|speech
235||"(he puts the form down
and looks at Max)"|location
236|ORDELL|I get my money back, don't I?|speech
237||CUT TO:|unknown
238||"A BLACK FINGER
Pressing a BLACK BUTTON next to the name, ""BEAUMONT
LIVINGSTON""."|stage direction
239||INT. BEAUMONT'S APARTMENT - NIGHT|location
240||"BEAUMONT LIVINGSTON, wearing no shirt, sweatpants, and
smoking a fatty answers the intercom, which buzzes
loudly. We can hear JAY LENO interviewing a CELEBRITY on
TV OFFSCREEN."|stage direction
241||(into the speaker)|location
242|BEAUMONT|Who is it?|speech
243||EXT. BEAUMONT'S APARTMENT - NIGHT|location
244||"Ordell stands outside the security gate of Beaumont's
Hollywood apartment.
EXTREME CLOSEUP - Ordell's lips talking into the intercom
speaker."|stage direction
245|ORDELL|"It's your benefactor, nigga. Buzz me
up."|speech
246||"EXTREME CLOSEUP - Beaumont's finger pressing the entry
button.
EXTREME CLOSEUP - The doorknob on the security gate,
BUZZING. Ordell's hand comes into frame twisting it open.
Beaumont opens his apartment door, fatty between his
fingers. He sees Ordell approach.
Ordell greets him, arms spread out in hug mode, with a
big smile across his face."|stage direction
247|ORDELL|"Look at you and your free ass. Come
over and give me a motherfuckin' hug."|speech
248||Ordell and Beaumont embrace.|stage direction
249|BEAUMONT|"What the fuck can I say? I'm serious,
man. What the fuck can I say? Thank
you... thank you... thank you."|speech
250|ORDELL|Who was there for your ass?|speech
251|BEAUMONT|You were there for me.|speech
252|ORDELL|Who?|speech
253|BEAUMONT|You.|speech
254||"Laughing his hustler's laugh and bumping Beaumont's fist
hard."|stage direction
255|ORDELL|You goddam right!|speech
256||Beaumont laughs.|stage direction
257|ORDELL|"You see,Ôit works like this. You get
your ass in trouble, I get your ass
out. That's my job. And I don't mind
tellin ya, nigga, it's steady work."|speech
258|BEAUMONT|"I'm still scared as a motherfucker,
Ordell. They talkin' like they
serious 'bout me doin' that machine
gun time."|speech
259|ORDELL|"Naw, man. They just tryin' to put a
fright in your ass."|speech
260|BEAUMONT|"If that's what they want to do,
they're doin' it."|speech
261|ORDELL|How old is that machine gun shit?|speech
262|BEAUMONT|Three years.|speech
263|ORDELL|"Three years. That crime's old, man.
They ain't got room in prison for all
the motherfuckers out there killin'
people. How they gonna find room for
you?"|speech
264|BEAUMONT|That's not what they're tellin' me.|speech
265|ORDELL|"That's why they call it ""fuckin' with
ya."" Now you wanna hear how we
retaliate?"|speech
266||Beaumont takes a hit off the fatty and nods his head.|stage direction
267|ORDELL (CONT'D)|"Tomorrow I pick you up, take you to
Century City, meet my lawyer. Now let
me tell you a little bit about my
lawyer. His name is Stacin Goins and
this nigga is a junkyard dog! He's my
own private Johnie Cochran. In fact,
he'd kick Johnie Cochran's ass. And
like Johnie Cochran, dude hates
fuckin' cops. I'm serious, this man
lives to fuck with the police. So as
a favor, I had him look at your case.
Stacin told me you aint got shit to
worry about. They just fuckin' wit
ya. So we sic the junkyard dog on
their ass, make 'em -
(he bumps fist with Beaumont)
... Stop fuckin' wit ya!"|speech
268||Beaumont gesture inside his apartment.|stage direction
269|BEAUMONT|"Hey, c'mon in, man. I was just - you
know - smokin' a fatty, watchin' TV."|speech
270|ORDELL|"Naw, man. I gotta be someplace. I was
kinda hopin you could come with me."|speech
271|BEAUMONT|What'd ya mean?|speech
272|ORDELL|"Look, I hate to be the kinda nigga,
does a nigga a favor - then BAM -
hits a nigga up for a favor in
return. But I'm afraid I gotta be
that kinda nigga."|speech
273|BEAUMONT|What?|speech
274|ORDELL|I need a favor.|speech
275|BEAUMONT|That requires me goin out tonight?|speech
276|ORDELL|A bit.|speech
277|BEAUMONT|"Aaaaawww man, I wasn't plannin' on
goin no place. It's twelve o'clock,
man. I'm home, I'm high -"|speech
278|ORDELL|"Why the fuck you at home? Cause I
spent ten thousand dollars gittin'
your ass home."|speech
279||(changes tone)|location
280|ORDELL|"Look, I gotta problem. I need help,
and you can help me."|speech
281||This has the desired effect.|stage direction
282||TIME CUT:|unknown
283||"WITH ORDELL WAITING OUTSIDE THE DOOR
Beaumont comes out of the apartment, sporting Nikes and a
Queen Latifah t-shirt. He locks his front door and walks
with Ordell to his car. They talk the whole way. We
STEDICAM in front of them the whole way."|stage direction
284|BEAUMONT|What's the problem?|speech
285|ORDELL|"Well, it ain't so much a problem a a
situation. Remember I sold those
three M-60 machine guns outta the
five I got?"|speech
286|BEAUMONT|Uh-huh.|speech
287|ORDELL|"I'm gonna sell the other two tonight.
This group of Koreans in Koreatown
have started a Neighborhood Watch
kinda thing. And they want a few
weapons so the neighborhood niggas
know they mean business. So I'm gonna
sell 'em my two machine guns tonight.
Only problem, I aint never dealt with
these Koreans before. Now I aint
worried. Asians are by and large real
dependable. They don't want no
trouble. You might argue about price,
but you aint gotta worry about them
shootin' you in the back. But I got
me kind of a rule. Never do business
with nobody you ain't never done
business with before without backup.
That's why I need you, backup."|speech
288|BEAUMONT|"Man, I ain't ready to be goin' out
nowhere -"|speech
289|ORDELL|- Let me finish. Can I finish?|speech
290|BEAUMONT|Go ahead.|speech
291||CUT TO:|unknown
292||"TRUNK
The trunk of a car is opened.
Ordell bends down into the trunk and pulls out a pump
action shotgun. Beaumont obviously doesn't want any part
of any Ordell game that requires a pump action shotgun as
a playing piece."|stage direction
293|ORDELL|"Now you're gonn be in the trunk
holding onto the shotgun. And I'm
going to tell them I'm opening up my
trunk to show 'em my goods. I open up
the trunk, you pop up, rack that bad
boy."|speech
294|BEAUMONT|"Fuck that shit, man. I ain't shootin'
anybody."|speech
295|ORDELL|"What the fuck I tell you. You don't
hafta shoot nobody. Just hold the
gun. They'll get the idea."|speech
296|BEAUMONT|I ain't gittin' in that trunk.|speech
297|ORDELL|"We're only goin' to Koreatown. You'll
be in there - ten minutes."|speech
298|BEAUMONT|"Uh-uh. I ain't riding in that trunk
no minutes. Why don't I just ride
with you?"|speech
299|ORDELL|"You can't ride with me. The surprise
effect is ninety percent of it."|speech
300|BEAUMONT|"Well, I'm sorry, man, but I ain't
gittin' in that trunk."|speech
301|ORDELL|I can't believe you do me this way.|speech
302|BEAUMONT|"I ain't doin' you no way. I just
ain't climbin' in that trunk. I got a
problem with small places."|speech
303|ORDELL|"Well, my ass has got a problem
spending ten thousand dollars of my
own goddam money to get ungrateful,
peanut-head niggas outta jail, but I
do it -"|speech
304|BEAUMONT|Look, man, I know I owe you -|speech
305|ORDELL|"- Well, if you owe me, git your ass
in the trunk."|speech
306|BEAUMONT|"- I wanna help you, but I don't wanna
be locked in the trunk of no car."|speech
307|ORDELL|"You think I wanted to spend ten
thousand dollars on your ass?"|speech
308||Beaumont starts to speak -|stage direction
309|ORDELL (CONT'D)|"Answer the question, nigga. Do you
think I wanted to spend the thousand
dollars on your ass? Yes or no?"|speech
310|BEAUMONT|Course you didn't.|speech
311|ORDELL|"But the only way to help you was to
do that, so I did it. (pause) Okay,
how 'bout this? After we're through
fuckin' with these Koreans, I take
you to Roscoe's Chicken and Waffles.
My treat."|speech
312||Beaumont smiles. So does Ordell.|stage direction
313|ORDELL (CONT'D)|"Just think, man. That Scoe's special,
smothered in gravy and onions. Get a
side of red beans and rice.
Uuuuummmmm, that's some good eatin'."|speech
314||Beaumont and Ordell laugh together... the Beaumont says;|stage direction
315|BEAUMONT|"Now exactly how long I gotta be in
this motherfucker."|speech
316||CUT TO:|unknown
317||"TRUNK
Beaumont in the trunk, holding the shotgun. The trunk lid
is SLAMMED closed."|stage direction
318||EXT. / INT. OLDSMOBILE - NIGHT|location
