|character|text|type
55|"23 PEYTON 23
PEYTON"|"We've finally got the Imager working
how we want it.
24 We pan to the Holographic Imaging Cylinder. The glass 24
cylinder, wired to the computer, glows to life.
24P A three dimensional holographic image of Yakatito's nose 24P
rotates within.
25 Peyton glances from the Imager to the computer. He types 25
on the computer keyboard."|speech
56|PEYTON|"Bio-press checks out okay...
He glances to..."|speech
57|26 THE BIO-PRESS 26|"As it hums to life. It is a box containing linear rows of
densely packed pins. Tiny servo-motors beneath the pins
allow each pin to rise or fall individually, per computer
command. A smooth synthetic substance is being sprayed
evenly atop the surface of the pins. The sprays halts; the
wet substance glistens. The densely packed pins rise to
programmed heights, molding the solidifying synthetic
substance into an exact replica of Yakatito's nose.
9."|speech
58|"27
YAKITITO
27"|No more bunching. Looks perfect.|speech
59|PEYTON|"I don't know about perfect, but it
looks like your nose. Down to the
millimole... No, the bio-press won't
be a problem. It's the synthetic"|speech
60|WOULD|skin's instability. If the|speech
61||A SKINU|location
62|WOULD|"just hold up -- Y give me
victim and a photograph of his old
face -- he'll get more than a nose.
We're talking complete reconstruction"|speech
63|MAYBE EVEN|"damaged skin tissue.
make him better looking. Hey, what's
the time?"|speech
64|YAKITITO|fumbles for the stopwatch that hangs around his neck.|speech
65|YAKITITO|Ninety-eight minute and change.|speech
66|PEYTON|Let's check in our friends.|speech
67|PEYTON|moves to a microscope.|speech
68|27P|"27P MICROSCOPE P.O.V.
Cells swimming in an agar-protoplasm bath."|speech
69|"28
28 PEYTON
GLANCES TO:
29"|"29 A COMPUTER MONITOR
that is connected to the microscope.
(REVISED SCENE #'S 2-17-89)
10.
V28"" THE COMPUTER SCREEN READS: V28
Amino acid content - 64.0%
Membrane potential - 120 millivolts
DNA content - 00.000047 millimoles
Collagen congeners - 22.8%
29 Peyton punches in some data, and... 29
V29. THE IMAGE ON THE COMPUTER SCREEN SPLITS. V29
on the left half, a rotating, three dimensional, computer
generated image of a protein molecule. Beneath it, the"|speech
70|"WORD:
EPIDERMIS"|"On the right half of the screen, another image forms. It
is a second molecule. Beneath it, the words:"|speech
71|"SYNTHETIC EPIDERMIS
STRUCTURAL MATCH"|"The molecules rotate in synchronization. A loud beeping
tone. Suddenly, the synthetic molecule begins to waver
and spin randomly."|speech
72|"30
30 PEYTON"|"Oh no...
31 VIEW THROUGH MICROSCOPE 31
The unstable cells fragment.
32 INT WESTLAKE LAB 32
Peyton shoves himself away from the microscope."|speech
73|PEYTON|"Fragmentation. Time?
Yakitito checks his stopwatch."|speech
74|YAKITITO|Ninety-nine minute. Again.|speech
75|CONTINUED|11.|speech
76|"32
32 CONTINUED"|He stares dumbly at the stopwatch, frozen. He repeats,|speech
77|"SADLY:
YAKITITO"|"..Ninety-nine minute. Cells always
break up at a ninety-nine minute.
He punches away at a keyboard and takes the readout."|speech
78|PEYTON|"Electrolytes, temp and glucose
concentration. all normal."|speech
79|YAKITITO|"But still this ninety nine minute.
Yakitito makes a notation of the time on a lab sheet."|speech
80|PEYTON|Pacing, thinking;|speech
81|PEYTON|"Why? What is destabilizing it?
Vivification process was cake. Tissue
rejection? We licked
that. We're close. We're smart guys.
So why can't we make these cells
stable? Hokay. Let's try a
ten percent alkalinity. Get those
suckers too drunk to fragment."|speech
82|YAKITITO|"posts the completed lab sheet on a wall covered with hundreds
of similar sheets."|speech
83|YAKITITO|"We already try ten.
He pokes at a section of lab sheets."|speech
84|YAKITITO|"And twenty. And twenty-two... We try
all phase of alkalinity.
He punches the wall. CONTINUED
12."|speech
85|"32
32 CONTINUED
YAKITITO"|"But still a ninety-nine minute! Three
month ago, ninety nine minute. Ten
month ago... ninety nine minute...
BAM BAM... Yakitito punches the wall again and again.
Peyton calmly taps a plastic dunking bird that slowly
bobs."|speech
86|PEYTON|"A word of advice, Yakitito. Don't get
emotionally involved. Watch.
Analyze. Remain object ---
BAM!
He is cut off as Yakitito punches the wall again and
again to punctuate his speech."|speech
87|YAKITITO|Maybe I am lousy scientist.|speech
88|MAYBEOI|"listen to father, get
in Anaheim! Get drunk on Sake nightly,
forget I am failure!"|speech
89|PEYTON|"Quick, Yakitito.
A basketball appears in Peyton's hands. He tosses it to
CAMERA."|speech
90|YAKITITO|Catches the ball.|speech
91|PEYTON|"The most striking characteristic of
thermionic emission."|speech
92|YAKITITO|Throws the ball away.|speech
93|"YAKITITO
KE"|"No, always you ask me question to ma
me calm down! I no want to calm down!"|speech
94|"CONTINUED
32 CONTINUED(3)
PEYTON"|catches the ball, dribbles and throws it back to Yakitito.|speech
95|PEYTON|The answer, Yakitito.|speech
