|character|text|type
181||Eddie lands on his feet and heads for the front.|stage direction
182||EXT. ALLEY - DAY|location
183||"Cragie and Kosalas brace themselves on each side of the rear
door to the Painters' building. Cragie is white with fear.
Kosalas kicks in the door. They enter."|stage direction
184||EXT. COMACHO STREET - DAY|location
185||"At the front of the building Donato emerges from the
passageway and he's met by a HAIL of GUNFIRE. He jumps back
and takes a more cautious look.
Tony Luna and Gus make a run for the van. Donato steps out
from between the two buildings and raises his gun.
But he hasn't seen Eenie, just coming out of the building
next door.
Eenie fires and Donato goes down, wounded in the foot. But
before Eenie can get off another shot --
-- Eddie leaps from the gangway and drops Eenie with a BURST
from his AUTOMATIC."|stage direction
186||EXT. COMACHO STREET - DAY|location
187||"Luna pulls out PEELING RUBBER, but he's nearly surrounded.
squad cars have pulled in blocking both ends of the street.
Another squad car screeches to a halt and both officers jump
out and start firing.
Luna hits the fender of the squad car head on, knocking both
officers to the ground. He spins the van around with cops
FIRING from every angle, jumps the curb, and roars past the
roadblock on the sidewalk with pedestrians leaping in all
directions."|stage direction
188||INT. PAINTERS' BACK STAIRS - DAY|location
189||"Heart pounding, Cragie leads Kosalas blindly up the darkened
steps."|stage direction
190||INT. PAINTER'S HALL - DAY|location
191||"A door opens behind Cragie. He whirls and FIRES into the
darkness.
The riddled body of a Mexican teenager, eyes wide with shock,
pitches into the hall.
Kosalas, down the hallway, hugs the wall, petrified."|stage direction
192|KOSALAS|Cragie?!|speech
193|CRAGIE|It's O.K. I got the sonovabitch.|speech
194||"Kosalas creeps ahead, gun drawn, just in time to see Cragie
pull a small handgun from his pocket and lay it in the boys
hand.
Cragie looks up at Kosalas and their eyes meet."|stage direction
195||EXT. COMACHO STREET - DAY|location
196||"Luna's van, it's windshield shot out, takes the first corner
on two wheels. Behind him the police scramble for their blue
and whites. Half way down the block, the van lurches into an
alley."|stage direction
197||EXT. ALLEY - DAY|location
198||"The van hurtles down the alley, splashing through puddles
past the loading docks of a packing company. Parked along
one side of the end of the alley is a meat truck from the
opening montage. A loading ramp leads to the gaping rear
doors.
The thieves have done their homework. The Luna gang slams up
the ramp into the rear of the meat truck.
A bee fy compatriot in a blood stained butcher's smock pulls
several sides of beef along the rail and into the truck.
With the van concealed, the line of police cars ROAR splashing
by."|stage direction
199||INT. PAINTER'S HALL - DAY|location
200||"Cragie, kneeling over the body, looks at Kosalas eyeball to
eyeball.
SCREAMS come from within the boy's apartment."|stage direction
201||"(yelling into the
apartment)"|location
202|CRAGIE|Police! Stay where you are!|speech
