|character|text|type|character_clean|gender
0||"V FOR VENDETTA
Written by
Larry and Andy Wachowski
Based on the graphic novel by Alan Moore"|unknown||
1||"FADE IN:
In the darkness, we hear a voice, a woman's voice.  Her name
is Evey."|stage direction||
2|EVEY (V.O.)|"""Remember, remember, the fifth of
November, the gunpowder treason and
plot.  I know of now reason why the
gunpowder treason should ever be
forgot."""|speech|EVEY|F
3||"Her voice has a strength that is metered by a calmness, a
deep centered peace that we can feel."|stage direction||
4|EVEY (V.O.)|"Those were almost the very first
words he spoke to me and, in a way,
that is where this story began,
four hundred years ago, in a cellar
beneath the Houses of Parliament."|speech|EVEY|F
5||"In the darkness, we find a lantern.  Guy Fawkes, a dangerous
man who wears a goatee, is struggling with a wheelbarrow
stacked with barrels of gunpowder."|stage direction||
6|EVEY (V.O.)|"In 1605, Guy Fawkes attempted to
blow up the Houses of Parliament."|speech|EVEY|F
7||"The wheelbarrow bumps over the heavy stone mortar of the
cellar floor.  From the dark depths, we hear the sound of
dogs."|stage direction||
8|EVEY (V.O.)|"He was caught in the cellars with
enough gunpowder to level most of
London."|speech|EVEY|F
9||"Guy sees lanterns coming from both sides.  He tries to run as
the dogs reach him first.  He grabs for his sword as dozens
of pole axes pin him against the tunnel's stone wall."|stage direction||
10|EVEY (V.O.)|"Sometimes I wonder where we would
be if he hadn't failed.  I wonder
if it would have mattered."|speech|EVEY|F
11||In the dim pre-dawn light, Guy is led to the gallows.|stage direction||
12|EVEY (V.O.)|"I suppose the answer is in the
rhyme.  More than the man, what we
must remember is the plot itself."|speech|EVEY|F
13||"The coarse noose of rope is snugged up to Guy's throat.  He
looks into the crowd until he finds a face, a woman's face,
staring up at him."|stage direction||
14|EVEY (V.O.)|"For in the plot we find more than
just a man, we find the idea of
that man, the spirit of that man,
and that is what we must never
forget."|speech|EVEY|F
15||"The lever is thrown and the woman looks down, a tear falling
down her face."|stage direction||
16|EVEY (V.O.)|"This, then, is the story of that
idea, of that spirit that began
with an anarchist's plot four
hundred years ago."|speech|EVEY|F
17||"Guy's body hangs in silhouette, lifeless against a red
morning sun."|stage direction||
18||FADE OUT.|location||
19||FADE IN:|stage direction||
20||INT.  SUBURBAN HOUSE|location||
21||"A young Evey sits on her father's lap, combing her Barbie's
hair."|stage direction||
22|EVEY (V.O.)|"I was born near the end of the
millennium, the year 1997.  My
father used to say that people were
so afraid that the world was going
to end that they were willing it to
happen."|speech|EVEY|F
23||"Her father sits beside her mother on the living room couch,
watching the news.  From the look on their faces, the news is
bad."|stage direction||
24|EVEY (V.O.)|"I don't remember much of the
century's turn.  I don't remember
the market crash or the plague or
any of the Trafalgar riots."|speech|EVEY|F
25||"The television flickers with images of heavily armed soldiers
fighting in a shelled city."|stage direction||
26|EVEY (V.O.)|"I've read about them since but I
don't recall how any of them
impacted my life except for the
fear.  They would hide it from me,
like a secret between them."|speech|EVEY|F
27||"Little Evey sees her father staring at her mother.  They
take hold of each other's hand, clasping them tight."|stage direction||
28|EVEY (V.O.)|But I could feel it.|speech|EVEY|F
29||EXT.  CITY STREET|location||
30||"It is a new day.  People are gathered along the street as if
they were waiting for a parade."|stage direction||
31|EVEY (V.O.)|"Of the chaos that seemed to swallow
the beginning of the 21st century,
there is one thing I do remember."|speech|EVEY|F
32||"Evey holds her father's hand.  Unable to see what is coming,
she can hear it."|stage direction||
33|EVEY (V.O.)|"Very clearly, I can remember that
sound."|speech|EVEY|F
34||We hear them, hundreds of marching soldiers.|stage direction||
35|EVEY (V.O.)|"And I remember those boots, black
leather that gleamed bright in the
morning sun.  I had never seen such
boots.  All moving in perfect
unison."|speech|EVEY|F
36||"Little Evey hides in the forest of adults, clinging to her
father's leg, staring as row after row of boots march by with
military precision."|stage direction||
37||EXT.  CITY STREET|location||
38||"In the midst of a political rally for the emerging new party
calling itself Norsefire, we find little Evey now on her
father's shoulders.
Dascombe, a young man, paces the podium, inciting the crowd."|stage direction||
39|DASCOMBE|"The time has come, London, to
return to a bygone age, an age of
tradition, an age of values that
have been disparaged and all but
forgotten.  What this country needs
is a leader!  A true leader to
remind us of that age.  A righteous
leader with the strength of his
moral convictions to do what must
be done.  I give you that man!  I
give you our leader!  Adam Susan!"|speech|DASCOMBE|M
40||"Adam Susan rises and the crowd cheers.  Evey's father looks
at her mother and again they clasp hands."|stage direction||
41|EVEY (V.O.)|"It must have seemed so easy to
them.  They offered such a simple
deal; give up control and we will
restore order."|speech|EVEY|F
42||INT.  SUBURBAN HOUSE|location||
43||Little Evey is asleep in her bedroom.|stage direction||
44|EVEY (V.O.)|"At first, the arrests were
political.  Dissidents.  Radicals.
Liberals."|speech|EVEY|F
45||A loud crash of splintering wood wakes her up.|stage direction||
46|EVEY (V.O.)|"When my parents were younger, they
had been activists.  They had
marched with Labor in the great
train strike."|speech|EVEY|F
47||The sound of heavy boots swarms through the house.|stage direction||
48|LITTLE EVEY|Mommy?|speech|LITTLE EVEY|F
49||"Her bedroom door bursts open and a heavily armed soldier
scoops her up.
She is carried through the dark house which is filled with
soldiers.  On the floor of the living room, she sees her
parents being bound with plastic zip-ties."|stage direction||
50|MOTHER|"My daughter!  Don't take my
daughter!"|speech|MOTHER|F
51|FATHER|Evey!  Evey!|speech|FATHER|F
52|LITTLE EVEY|Mommy!  Daddy!|speech|LITTLE EVEY|F
53||"A heavy black hood is pulled over each of her parent's heads
as Evey is carried out of the house."|stage direction||
54|EVEY (V.O.)|"I never saw them again.  Overnight,
my life, my entire world was
erased."|speech|EVEY|F
55||INT.  BATHROOM|location||
56||"A nun with a switch in her crossed arms watches as Evey and
several other little girls scrub the floor of a dormitory
bathroom."|stage direction||
57|EVEY (V.O.)|"It was done so quickly and
violently, so completely, that it
began to seem that it had never
even existed."|speech|EVEY|F
58||A tear rolls down Little Evey's cheek.|stage direction||
59||EXT.  HOUSE|location||
60||"A gay man is dragged violently from his Piccadilly home.
Outside, he sees his lover being forced to the cobblestones."|stage direction||
61|EVEY (V.O.)|"The homosexuals were next.  What
God had started with AIDS had to be
finished by man.  It was God's
work.  That's what we were told."|speech|EVEY|F
62||"He reaches for him as the clubs rise and fall, vicious and
bloody."|stage direction||
63|EVEY (V.O.)|"But once they were gone, there was
someone else.  Someone different."|speech|EVEY|F
64||"In another neighborhood, we see the police arresting
Pakistanis."|stage direction||
65|EVEY (V.O.)|Someone dangerous.|speech|EVEY|F
66||"In a different area, young black men are packed into a caged
van so tightly they are unable to move."|stage direction||
67|EVEY (V.O.)|"There were those who understood
what was happening, who knew it was
wrong but who kept silent."|speech|EVEY|F
68||"A young detective named Finch looks down as the van pulls
away.  When he looks up, another man in a military uniform
whose name is Almond is watching him."|stage direction||
69|EVEY (V.O.)|"And in the vacuum of that silence,
order was imposed."|speech|EVEY|F
70||Finch sticks his pipe in his mouth and turns away.|stage direction||
71||EXT.  STREET|location||
72||Again, we see the marching boots.|stage direction||
73|EVEY (V.O.)|"Order that was like those boots,
order that required rigorous
discipline.  Order that is exactly
the same, where each single step
falls with every step.  The order
of the many shaped into one."|speech|EVEY|F
74||"We move through the columns of marching soldiers to a wall
where a poster has been plastered up.  The poster reads,
""Strength Through Purity, Purity Through Faith."""|stage direction||
75|EVEY (V.O.)|"Somehow in my heart, I knew it
wouldn't last."|speech|EVEY|F
76||"As the sound of the marching fades, a shadow falls over the
sign.
After a moment, we hear the hiss of spray paint."|stage direction||
77|EVEY (V.O.)|"What they thought they had crushed,
the spirit they believed trampled
and ground beneath the marching of
their boots, rose up, rose as if
from a four hundred year old grave,
rose to remind us all that day."|speech|EVEY|F
78||"The shadow sprays a ""V"" over the poster."|stage direction||
79||FADE OUT.|location||
80||"FADE IN:
Close on a loudspeaker.  There is one on every major street
corner."|stage direction||
81|FATE (V.O.)|"Good evening, London.  It's nine
o'clock, the fourth of November in
the year 2019 and this is the voice
of Fate broadcasting on 275 and 285
of the medium wave."|speech|FATE|M
82||"Beneath the loudspeaker is a surveillance system labeled,
""For your protection.""
Bubble eyed lenses iris at the end of stalks that move,
insect-like, racheting and clicking as they watch a little
girl pedal her bicycle.  The little girl glances nervously
over her shoulder up at the mechanical eyes watching her."|stage direction||
83|FATE (V.O.)|People of London, be advised --|speech|FATE|M
84||EXT.  EVEY'S APARTMENT|location||
85||There is a radio on a small makeup table.|stage direction||
86|FATE (V.O.)|"-- that Braxton and Streathon are
quarantine zones as of today."|speech|FATE|M
87||"Evey is now a young woman.  She slips into a dress that is
little more than a nightgown.  She tries to adjust it,
pulling it down at the hem, pulling it up at the thin
shoulder straps, but it is like trying to hide behind a
lamppost."|stage direction||
88|FATE (V.O.)|"It is suggested that these area be
avoided for reasons of health and
safety."|speech|FATE|M
89||INT.  SHADOW GALLERY|location||
90||Another radio in a room that seems to be of another world.|stage direction||
91|FATE (V.O.)|"Good news following the
productivity reports from
Herefordshire indicating a possible
end to meat rationing starting mid
February."|speech|FATE|M
92||"A man enters the room as he once entered the world.  His body
is lean and strong and though we do not see his face, there
is a strength in his carriage, a power to his presence."|stage direction||
93||INT.  EVEY'S APARTMENT|location||
94||"She packs tissue paper into the toes of a pair of high heels
that are too big for her."|stage direction||
95|FATE (V.O.)|"Police raided seventeen homes in
the Birmingham area, uncovering
what is believed to be a major
terrorist ring."|speech|FATE|M
96||INT.  SHADOW GALLERY|location||
97||"We move over a dressing bureau, past a wig and over a pair of
black leather gloves, moving until we find the mask; it is
like something from the masquerade ball of another era.  It
has an exaggerated goatee, harlequin cheeks and a smile,
forever fixed, at once be-guiling and be-deviling."|stage direction||
98|FATE (V.O.)|"Twenty eight people, eight of them
women, are currently in detention
awaiting trial."|speech|FATE|M
99||INT.  EVEY'S APARTMENT|location||
100||"Evey coats her lips with a lascivious red.  She stares into
the mirror, her makeup like a mask over her own face."|stage direction||
101|FATE (V.O.)|"And that is the face of London
tonight."|speech|FATE|M
102||INT.  SHADOW GALLERY|location||
103||"The man, now fully dressed in cloak, hat, and mask gazes into
the mirror.
This is V."|stage direction||
104|FATE (V.O.)|"And this is the voice of Fate
signing off and bidding you a
pleasant evening."|speech|FATE|M
105||EXT.  CITY STREET|location||
106||"Close on Evey's high heels, stumbling and awkward as she
walks down a dark cobblestoned street."|stage direction||
107||EXT.  CITY STREET|location||
108||"Close on V's boots walking in the opposite direction so that
it seems they are walking towards each other."|stage direction||
109|EVEY (V.O.)|"I don't know what brought us
together that night.  I had never
been to that part of Westminster
but ever since I've known him, I've
stopped believing in coincidence."|speech|EVEY|F
110||EXT.  CITY STREET|location||
111||Evey looks up and sees a man standing mostly in shadow.|stage direction||
112|EVEY|"Excuse me?  Uh... excuse me,
Mister?"|speech|EVEY|F
113||The man turns around.  It is not V.|stage direction||
114|EVEY|"Would you like... uh, would you
like to sleep with me?"|speech|EVEY|F
115||He smiles.|stage direction||
116|EVEY|I mean, for money.|speech|EVEY|F
117|MAN|"That is the clumsiest bit of
propositioning I've ever heard."|speech|MAN|F
118|EVEY|Oh god, I'm sorry.|speech|EVEY|F
119|MAN|Is this your first time, darling?|speech|MAN|F
120|EVEY|"Yes, no, I mean for money.  But I
know what you want and I'll do it."|speech|EVEY|F
121||"She presses her body to his, using her little girl eyes and
her woman's mouth."|stage direction||
122|EVEY|"Anything you want, mister.  Please,
I need the money.  I know I'm young
but I promise I know what I'm
doing."|speech|EVEY|F
123|MAN|"No.  You don't know what you're
doing."|speech|MAN|F
124||"He pulls out his wallet and shows her a badge.  The sight of
it knocks the breath out of her."|stage direction||
125|EVEY|Christ, you're a Fingerman.|speech|EVEY|F
126|FINGERMAN 1|Give the little lady a prize.|speech|FINGERMAN 1|?
127|FINGERMAN 2|I've got something to give her.|speech|FINGERMAN 2|F
128||Evey turns and there are more Fingermen behind her.|stage direction||
129|FINGERMAN 1|"Prostitution is a class H offense.
Know what that means?  It means
that we get to exercise our own
judicial discretion --"|speech|FINGERMAN 1|?
130|FINGERMAN 2|And you get to swallow it.|speech|FINGERMAN 2|F
131||The Fingermen laugh.|stage direction||
132|EVEY|"Oh god, please.  It's my first
time.  Please don't hurt me."|speech|EVEY|F
133|FINGERMAN 1|"Gosh, fellas, look at those big
innocent eyes.  What do you think?"|speech|FINGERMAN 1|?
134|FINGERMAN 3|Spare the rod, spoil the child.|speech|FINGERMAN 3|?
135||Fingerman 2 laughs hard as he drops his pants.|stage direction||
136|EVEY|Oh no!|speech|EVEY|F
137||"He shoves her face first against a brick wall, lifting her
dress to expose her bottom."|stage direction||
138|EVEY|Please, don't!|speech|EVEY|F
139|FINGERMAN 3|"You heard the man, sweetie.  This
rod's for your own good."|speech|FINGERMAN 3|?
140||Suddenly, they are no longer alone.|stage direction||
141|V|"""The multiplying villainies of
nature do swarm upon him."""|speech|V|F
142|FINGERMAN 3|What the hell --|speech|FINGERMAN 3|?
143|V|"""And fortune, on his damned
quarrel, smiling, showed like a
rebel's whore."""|speech|V|F
144|FINGERMAN 1|We're police officers, pal.|speech|FINGERMAN 1|?
145|FINGERMAN 4|We're with the Finger.|speech|FINGERMAN 4|?
146|FINGERMAN 3|So bugger off!|speech|FINGERMAN 3|?
147|V|"""Disdaining fortune with his
brandished steel, which smoked with
bloody execution."""|speech|V|F
148||"In the clenched fist of black leather, we see a flash of
steel."|stage direction||
149|FINGERMAN 1|He's got a knife!|speech|FINGERMAN 1|?
150||"V attacks and at once we know this is no normal human being.
A single blow sends the largest of the Fingermen flying
backwards.
But more than his strength, it is his speed.
A gun is cocked but before the hammer falls, a knife is
buried in the Fingerman's chest and --
Before the body falls, the knife is gone.
It takes a handful of seconds and three bodies lay on the
ground.  V turns to the last Fingerman who is struggling to
pull his pants up."|stage direction||
151|FINGERMAN 3|Jesus Christ!  Don't hurt me!|speech|FINGERMAN 3|?
152||"V steps forward and he screams, bolting while holding his
pants up."|stage direction||
153|V|Good evening.|speech|V|F
154|EVEY|Who -- Who are you?|speech|EVEY|F
155|V|"Me?  I imagine all manner of names
shall be heaped upon my humble
visage but, for now, let us simply
say I am the villain."|speech|V|F
156||He throws wide his cloak and bows deeply to her.|stage direction||
157|V|And you would be?|speech|V|F
158|EVEY|Evey.|speech|EVEY|F
159|V|Of course.|speech|V|F
160||"They hear sirens rushing towards them.  In a blink, he scoops
her up and dashes into the shadows of a narrow alleyway."|stage direction||
161||EXT.  ROOFTOPS|location||
162||"Police cars and several ambulances swarm over the area with
the dead Fingermen.
V watches them from above."|stage direction||
163|EVEY|"Why did you do that?  Why did
you... help me?"|speech|EVEY|F
164|V|Why indeed?|speech|V|F
165||"He takes out an old antique pocket watch.  It is almost
midnight."|stage direction||
166|V|Almost time.|speech|V|F
167|EVEY|For what?|speech|EVEY|F
168|V|For the music.|speech|V|F
169|EVEY|Music?|speech|EVEY|F
170|V|"Yes, music.  My music.  You see.
Evey, I am a performer."|speech|V|F
171|EVEY|Is that why you're wearing a mask?|speech|EVEY|F
172|V|"We all wear masks.  Life creates
them and forces us to find the one
that fits.  Do you know what day it
is?"|speech|V|F
173|EVEY|Uh... November fourth.|speech|EVEY|F
174|V|Not for long.|speech|V|F
175||"He looks out where, rising above the rooftops, he can see Big
Ben."|stage direction||
176|V|"""Remember, remember, the fifth of
November, the gunpowder treason and
plot.  I know of no reason why the
gunpowder treason should ever be
forgot."""|speech|V|F
177||The second hand sweeps into the final minute.|stage direction||
178|V|"Tell me, Evey, what good is an
actor that plays his part to an
empty theatre?"|speech|V|F
179|EVEY|I don't know.|speech|EVEY|F
180|V|"Nor do I.  That's why you are here.
I need you, Evey.  I need someone
to listen."|speech|V|F
181|EVEY|To your music?|speech|EVEY|F
182|V|Yes.  Yes, to my music.|speech|V|F
183||From his sleeve, he pulls a conductor's wand.|stage direction||
184|V|"Can you hear it?  It's already
begun."|speech|V|F
185||"He begins to lightly tap the wand in the air and, very
faintly, we hear it."|stage direction||
186|EVEY|I can't hear anything.|speech|EVEY|F
187|V|"At first, you have to listen very
carefully..."|speech|V|F
188||"He continues to conduct and we begin to hear the music,
violins and horns that seem almost like a whisper or a wind
that steadily swells."|stage direction||
189|V|"Ahh, yes.  There it is.  Beautiful,
is it not?"|speech|V|F
190||"He turns to the parapet, his gestures growing grander as the
music rises and we recognize Tchaikovsky's 1812 overture.
The music mounts a climax and V points the wand at Big Ben as
cymbals crash --
Big Ben explodes with such force the world seems to shake,
while --
V, smiling, always smiling, points again with another
crescendo and --
The statue of justice is blown to smithereens.
V nods in appreciation while mustering the music towards it's
finale as fireworks begin lighting up the sky."|stage direction||
191|EVEY|Oh my...|speech|EVEY|F
192||"Everywhere across the city, people stand transfixed by the
dazzling shimmer of the fireworks until --
A strobing final blitz leaves a single, starry image floating
in the smoke filled sky.
It is the letter V."|stage direction||
193|EVEY|It's beautiful...|speech|EVEY|F
194|V|Thank you.|speech|V|F
195||"From every direction, the city screams with the panicked
sound of sirens."|stage direction||
196||EXT.  NEW GOVERNMENT BUILDING|location||
197||"A massive modern building that is the seat of the new
government.
A long, black car pulls up to the entrance.  Adam Susan gets
out, wearing a long black trenchcoat over his pajamas.  He is
the Leader and he looks older, heavier, and meaner.
He hurries past the heavily armed guards, barely
acknowledging the snap and cock of their Nazi-like salute."|stage direction||
198||INT.  LEADER'S OFFICE|location||
199||"The Leader enters his main chambers and we see the Fate
computer system.
It is a cerebral cortex for a vast intelligence network.
Information can almost be felt coursing through its hard
drives.
The Leader sits, at once regaining a measure of composure.
He takes a deep calming breath and accesses the system.
Dozens of monitors fill with images from all across the city,
most of them are of the damage caused by V."|stage direction||
200|LEADER|"Gentlemen, I will hear your reports
now.  Mr. Heyer, speak for the Eye."|speech|LEADER|M
201||"Conrad Heyer appears on one of the screens.  He is at his
desk inside the command center for the Eye, the governmental
organization responsible for the visual surveillance systems."|stage direction||
202|CONRAD|"We have less than two minutes of
usable footage, Leader.  It took
the suspect less than a minute to
dispatch the Finger's vice patrol."|speech|CONRAD|M
203||"On an insert screen, we see grainy footage of V rescuing Evey
from one of the pole-mounted cameras."|stage direction||
204|CONRAD|"As you can see, the suspect's
reflex speed is extraordinary.  As
is his strength."|speech|CONRAD|M
205||"As the last body falls, V seems to pause and looks back over
his shoulder straight into the camera."|stage direction||
206|LEADER|Freeze it!|speech|LEADER|M
207||The Leader stares at the smiling face.|stage direction||
208|CONRAD|"I'm afraid the mask makes retinal
identification impossible."|speech|CONRAD|M
209|LEADER|Mr. Etheridge, report for the Ear!|speech|LEADER|M
210||"Bunny Etheridge appears on another screen.  Behind him, huge
spooling reels of audiotape wind constantly."|stage direction||
211|ETHERIDGE|"We were able to triangulate the
origin of the fireworks.  We also
are currently monitoring a lot of
phone surveillance indicating a
high percentage of conversation
concerned with the explosions.  All
suspect or significant transcripts
are being forwarded to Mr. Almond."|speech|ETHERIDGE|M
212|LEADER|"Very good.  Mr. Finch, speak for
the Nose."|speech|LEADER|M
213||"Finch, no longer the same young man, stands at the site of
the fireworks launch."|stage direction||
214|FINCH|"Thanks to Etheridge, we found the
launch for the fireworks.  These
appear to be individually weighted
flares and we have found traces of
the same chemicals at both of the
detonation sites which leads us to
conclude that, despite a level of
sophistication, these devices are
all home-made with over the counter
chemicals, making them impossible
to trace.  Whoever he is, Leader,
he's good."|speech|FINCH|M
215|LEADER|"Thank you for that professional
annotation."|speech|LEADER|M
216||An intercom opens.|stage direction||
217|LIEUTENANT (V.O.)|Leader, Mr. Almond has arrived.|speech|LIEUTENANT|M
218|LEADER|"Very good.  Gentlemen, keep me
informed of any further
developments.  England prevails."|speech|LEADER|M
219||"They answer in unison as Almond enters the office.  His face
is harder but he has the same violent gleam in his eye.
The Leader turns in his chair."|stage direction||
220|LEADER|"Mr. Almond, do you know what this
is behind me?"|speech|LEADER|M
221|ALMOND|"Uh... the Fate computer system,
sir?"|speech|ALMOND|M
222|LEADER|"No.  No sir.  It's more than that.
This, this computer is a symbol,
Mr. Almond.  A symbol of the
highest attainable goal of mankind.
Do you know what that goal is, Mr.
Almond?"|speech|LEADER|M
223||"Almond does not.  The Leader leaps from his chair while
pounding the desk."|stage direction||
224|LEADER|"Control, Mr. Almond!  Control!  The
world around us is a changing,
directionless, amoral morass and it
is up to man and man alone to set
things right!"|speech|LEADER|M
225||He moves around the desk at Almond.|stage direction||
226|LEADER|"Without control, man is nothing
more than any other stinking,
sweating, brute animal.  Control,
Mr. Almond.  The control that we
have painstakingly built up over
the last ten years.  Now, do you
understand what happened last
night?"|speech|LEADER|M
227|ALMOND|We... lost control.|speech|ALMOND|M
228|LEADER|"Yes, Mr. Almond.  Last night
someone did the unthinkable.
Someone hurt us.  It is imperative
that we act swiftly and precisely.
I want that man found, Mr. Almond.
I want his head or, by god, I'll
have yours."|speech|LEADER|M
229||INT.  SHADOW GALLERY|location||
230||"Evey is wearing a blindfold and V leads her by her
fingertips, guiding her almost as if they were dancing...
His fingers slip free of her and she reaches out."|stage direction||
231|EVEY|Wait.  I've lost you.|speech|EVEY|F
232|V|No, you haven't.|speech|V|F
233||"He is behind her and he removes the blindfold, revealing his
house to her."|stage direction||
234|EVEY|Oh...|speech|EVEY|F
235||"It is a labyrinth of interconnecting underground tunnels and
rooms.
The gallery is the main room as it is filled with an amazing
collection of human culture.  There is art that spans from
the renaissance to the painted covers of Eerie comics,
literature that ranges from Shakespeare to Spillane,
philosophy from Plato to Bukowski, and a vast collection of
nonfiction.
There are movie posters everywhere and an entire wall is
lined with videocassettes.
A jukebox stands in front of an enormous vinyl and CD
collection of music."|stage direction||
236|EVEY|A jukebox?  Where did you get it?|speech|EVEY|F
237|V|I saved it.  Like everything here.|speech|V|F
238||She punches a button and Billie Holiday begins to sing.|stage direction||
239|EVEY|"Oh, it's beautiful.  I've never
heard anything like it."|speech|EVEY|F
240|V|"Of course not.  You grew up in
their world.  Art is created by
individuals and there are no
individuals in a world where you
are told what to think."|speech|V|F
241|EVEY|This place is amazing.|speech|EVEY|F
242|V|You're welcome to stay.|speech|V|F
243||"She stops suddenly and looks at him.  The offer is terribly
exciting but it is so unlike anything she has ever done that
it's almost impossible to imagine."|stage direction||
244|EVEY|Stay here... with you?|speech|EVEY|F
245|V|Yes.  If you like.|speech|V|F
246|EVEY|I... I don't even know your name.|speech|EVEY|F
247|V|"I don't have a name.  But you can
call me V."|speech|V|F
248|EVEY|V?  V... I like that.|speech|EVEY|F
249||And she returns his smile.|stage direction||
250||EXT.  JORDAN TOWER|location||
251||"The only operating broadcast tower in London; home of the
Mouth."|stage direction||
252||INT.  RADIO BROADCAST BOOTH|location||
253||"Lewis Prothero leans forward and lets his voice pour like
syrup over the microphone."|stage direction||
254|PROTHERO|"Good morning, London.  This is the
voice of Fate -- Damn."|speech|PROTHERO|M
255||He stops and coughs.|stage direction||
256|PROTHERO|"Good morning -- ack.  Good morning
Lond-- Goddammit!  Where is my
bloody tea?!"|speech|PROTHERO|M
257||"In the control booth, Roger Dascombe, his hair thinner now,
rubs his temple."|stage direction||
258|DASCOMBE|"Would someone get his lordship his
bloody tea?"|speech|DASCOMBE|M
259||He clicks on the microphone.|stage direction||
260|DASCOMBE|"Lewis, they want this report on the
first hour --"|speech|DASCOMBE|M
261|PROTHERO|"I know.  I know.  Damned
inconvenient this entire affair.
Fine.  Let's try again."|speech|PROTHERO|M
262||"He clears his voice and the red ""record"" light turns on."|stage direction||
263|PROTHERO|"Good morning, London.  It is 6 am,
the fifth of November 2019 and this
is the voice of Fate.  The new day
brings good news and bright
prospects from overseas, where
negotiations with New China are
moving in a positive direction.
Last night's scheduled demolition
of two deteriorating landmarks went
off without a hitch."|speech|PROTHERO|M
264||Dascombe is unable to stop himself from smiling.|stage direction||
265|PROTHERO|"Spokesman for the Interior ministry
said both structures were severely
damaged and judged to be a danger
to the unsuspecting public.  Plans
for new landmarks are well
underway."|speech|PROTHERO|M
266||Prothero sits back, shaking his head.|stage direction||
267|PROTHERO|Do you believe this crap, Dascombe?|speech|PROTHERO|M
268|DASCOMBE|"It's not our job to believe it,
Lewis.  Our job is to tell the
people --"|speech|DASCOMBE|M
269|PROTHERO|"""Exactly what they tell us.""  I
Know but do you think that people
will believe it?"|speech|PROTHERO|M
270|DASCOMBE|"They will if it's you that's
telling it to them.  Now let's try
it again."|speech|DASCOMBE|M
271||INT.  SHADOW GALLERY|location||
272||V is alone, listening to the first morning broadcast.|stage direction||
273|PROTHERO (V.O.)|"... plans for new landmarks are
already well underway."|speech|PROTHERO|M
274||"He clicks off the radio.  Walking down a hall, he stops and
peers into Evey's new bedroom.
She is fast asleep, looking remarkably at peace.  Quietly, he
shuts the door."|stage direction||
275||EXT.  TRAIN STATION|location||
276||People are hurrying to board a departing train.|stage direction||
277||INT.  TRAIN CAR|location||
278||Prothero is staring out his window.|stage direction||
279|PROTHERO|"""Remember, remember, the fifth of
November..."""|speech|PROTHERO|M
280||He talks to his bodyguards almost as if talking to himself.|stage direction||
281|PROTHERO|"Do you suppose that's why he did
it?"|speech|PROTHERO|M
282|BODYGUARD 1|Sir, who did what, sir?|speech|BODYGUARD 1|M
283|PROTHERO|"Guy Fawkes.  He tried to blow up
Parliament."|speech|PROTHERO|M
284||The guards look at each other, confused.|stage direction||
285|PROTHERO|"Don't they teach history in school
anymore?"|speech|PROTHERO|M
286|BODYGUARD 1|"Sir, we're both straight military,
sir."|speech|BODYGUARD 1|M
287|BODYGUARD 2|"Sir, yes, sir.  I was fighting in
Ireland by the time I was sixteen."|speech|BODYGUARD 2|?
288|PROTHERO|Yes, of course.  My mistake.|speech|PROTHERO|M
289||He turns back to his window.|stage direction||
290||EXT.  RAILROAD|location||
291||The train rumbles along, heading for a tunnel.|stage direction||
292||INT.  TRAIN CAR|location||
293||Prothero watches the countryside rolling past.|stage direction||
294|PROTHERO|"I love trains.  I remember riding
the underground with my father.
Shame they shut them all down."|speech|PROTHERO|M
295||"Bodyguard 1 looks out the opposite window just as the train
enters the tunnel."|stage direction||
296|BODYGUARD 1|What the hell's that!|speech|BODYGUARD 1|M
297||EXT.  TRAIN|location||
298||"For a flashing instant, we see V in silhouette, cloak
swirling around him like dark wings as he jumps from the
bridge onto the train."|stage direction||
299||INT.  TRAIN CAR|location||
300||Prothero and Bodyguard 2 stare at Bodyguard 1.|stage direction||
301|BODYGUARD 1|"I thought I saw a man jumping onto
the train."|speech|BODYGUARD 1|M
302|BODYGUARD 2|"The train's doing almost seventy.
It would break his legs."|speech|BODYGUARD 2|?
303|BODYGUARD 1|"You're right, I... It must have
been rags."|speech|BODYGUARD 1|M
304||EXT.  TRAIN|location||
305||Deep in the tunnel, a dark figure glides across the rooftops.|stage direction||
306||INT.  CONDUCTOR'S CAB|location||
307||"The conductor hears something on the roof.  He peers up just
as V swings down, smashing feet first into the cab."|stage direction||
308||INT.  TRAIN CAR|location||
309||The brakes suddenly lock, throwing Bodyguard 2 into Prothero.|stage direction||
310|PROTHERO|Get off of me!|speech|PROTHERO|M
311||"A moment later, the lights are cut off and the entire train
is plunged into complete darkness."|stage direction||
312|BODYGUARD 2|What the fuck is going on?|speech|BODYGUARD 2|?
313|BODYGUARD 1|Lock the car doors.|speech|BODYGUARD 1|M
314|PROTHERO|I have a lighter... somewhere...|speech|PROTHERO|M
315|BODYGUARD 2|"I can't find the lock -- wait.  Hey
wha--"|speech|BODYGUARD 2|?
316||There is a muffled shriek followed by a sharp snap.|stage direction||
317|BODYGUARD 1|What's happening --|speech|BODYGUARD 1|M
318||"There is another sound, like the leather slap of a boxer
pounding a heavy bag, followed by the sound of the heavy bag
collapsing onto the floor."|stage direction||
319|PROTHERO|I found it!|speech|PROTHERO|M
320||"He flicks on the lighter and, in the dim light of its flame,
he sees the smiling face."|stage direction||
321|PROTHERO|Oh god.|speech|PROTHERO|M
322||"V sits casually, arms folded, across from Prothero.  The
bodyguards lay dead on the floor."|stage direction||
323|PROTHERO|"Who are you?  What do you want?
Money?  Is that it?"|speech|PROTHERO|M
324||V just smiles.|stage direction||
