|character|text|type
53||"CHARLIE'S ANGELS - 8/18/99                                 5.
CONTINUED:
But put her behind the wheel of any vehicle, and she's
unstoppable.
Natalie glances ahead, maneuvering the boat perfectly under
Alex, who drops on deck. Alex gathers her chute, then whips off
her helmet to give her cascading mane a wild shake.
Here comes James Earl Jones. Natalie guns the boat
underneath...a perfect catch. Alex helps him with his
dashiki-chute, and then all three look up...
Here comes Pasqual. Natalie whips the boat around,
catching him as he helplessly drops into the seats, still
bound, still scared out of his wits. He gapes wild-eyed
at the two Angels, then whirls on James Earl Jones."|stage direction
54|PASQUAL|You crazy bastard!|speech
55|JAMES EARL JONES|I think you mean crazy bitch.|speech
56||"With that, James Earl Jones reaches up and pulls his face
off. Latex rips free, and standing there (without his
dashiki, James Earl Jones has a great figure) is...
... stunningly beautiful DYLAN SANDERS, angel number
three. She's the wild one.
Pasqual's jaw drops as Dylan shakes her hair free, then
reaches in her mouth --"|stage direction
57||(still with James Earl Jones' voice)|unknown
58|DYLAN|Don't need this anymore.|speech
59||-- and extracts a voice-modifying chip.|stage direction
60||(now in her real voice)|unknown
61|DYLAN (CONT'D)|But I sure could use this.|speech
62||"And she pulls from her pocket the airplane-size bottle of
Johnnie Walker Black. She twists it open and downs it."|stage direction
63|DYLAN (CONT'D)|Damn I hate to fly.|speech
64||EXT. BEACH DOCK - DAY|location
65||"Now, MEN IN ""FBI"" WINDBREAKERS haul Pasqual away, two of
them carefully handling the certs-explosive. A harmless
fellow pushes his way past them and onto the dock.
It's JOHN BOSLEY, Charlie's lieutenant."|stage direction
66||(CONTINUED)|unknown
67||"CHARLIE'S ANGELS - 8/18/99                                 6.
CONTINUED:
He reaches the boat, which Natalie ties off while Alex
and Dylan neatly fold their parachutes."|stage direction
68|BOSLEY|"Well, Angels, the experimental
explosives are back in the hands of
the government, and the free world
can breathe just a lit-tle bit
easier tonight, thanks to you three."|speech
69||"Alex, Natalie and Dylan stroll from the dock onto the sand,
each starting to unzip/unbutton/unsnap their action gear and
hand it to Bosley as they continue walking."|stage direction
70|NATALIE|And thanks to you, too, Bos.|speech
71|ALEX|"We couldn't have redirected the
flight path without your help."|speech
72||"Bosley puffs, proud. He speaks over the ever-growing
pile of chutes, body suits, goggles, the dashiki..."|stage direction
73|BOSLEY|"Nothing a little teamwork can't do.
At least, that's what Charlie's
always telling us, right ladies?"|speech
74|DYLAN|Charlie will be joining us, won't he?|speech
75|BOSLEY|"He sends his regrets. But he
wanted you to know that dinner is
on him, so feel free to celebrate."|speech
76||"By now, the Angels have stripped off all of their
equipment, revealing eye-popping evening gowns."|stage direction
