;vocab_male;vocab_male_count;vocab_female;vocab_female_count
1115;dawn;3;faking;1
1116;collector;3;plaintiffs;1
1117;message;3;fury;1
1118;surprise;3;sale;1
1119;revenge;3;dear;1
1120;maggie;3;fitzgerald;1
1121;hearing;3;til;1
1122;bahamas;3;whew;1
1123;tom;3;roll;1
1124;tool;3;realize;1
1125;lucas;3;cab;1
1126;coward;3;welcome;1
1127;tree;3;sistah;1
1128;ran;3;businessman;1
1129;stomach;3;scratchy;1
1130;coin;3;weekend;1
1131;grave;3;saalam;1
1132;shalt;3;assume;1
1133;visitor;3;roi;1
1134;queen;3;ron;1
1135;copy;3;laura;1
1136;louise;3;roy;1
1137;lodge;3;anticipation;1
1138;conduct;3;godless;1
1139;bag;3;technique;1
1140;steal;3;environment;1
1141;result;3;oversight;1
1142;pete;3;division;1
1143;gentleman;3;cook;1
1144;blonde;3;tear;1
1145;beef;3;gun;1
1146;aid;3;settle;1
1147;violin;3;round;1
1148;marino;3;dis;1
1149;rebellion;3;bravo;1
1150;piazza;3;takeoff;1
1151;thy;3;cephas;1
1152;charlie;3;barstow;1
1153;contact;3;quedar;1
1154;livin;3;covetousness;1
1155;fastball;3;collateral;1
1156;campbell;3;honour;1
1157;desire;3;henry;1
1158;webb;3;nelle;1
1159;vititoe;3;entertain;1
1160;toxic;3;teacher;1
1161;bottom;3;screamin;1
1162;burn;3;janice;1
1163;honeymoon;3;bundini;1
1164;wrap;3;consolation;1
1165;cryer;3;colbert;1
1166;chinchilla;3;bloody;1
1167;happen;3;marker;1
1168;daddy;3;fbi;1
1169;dare;3;market;1
1170;average;3;wilkem;1
1171;passenger;3;russell;1
1172;trio;3;prove;1
1173;proud;3;visit;1
1174;disgrace;3;live;1
1175;expertise;3;checkout;1
1176;til;3;commissioner;1
1177;tie;3;duality;1
1178;smell;3;claudette;1
1179;practice;3;ooh;1
1180;welcome;3;clue;1
1181;bullet;3;casey;1
1182;glass;3;pequeno;1
1183;reception;3;effort;1
1184;lineup;3;fly;1
1185;padrino;3;tobacco;1
1186;zone;3;julius;1
1187;rutagunda;3;pretend;1
1188;liability;3;malparido;1
1189;level;3;crazy;1
1190;convince;3;agent;1
1191;curse;3;sample;1
1192;address;3;handle;1
1193;teacher;3;pink;1
1194;marker;3;monitoring;1
1195;sake;3;discussion;1
1196;pretend;3;range;1
1197;soul;3;chemical;1
1198;cat;3;giambi;1
1199;agent;3;deteriorate;1
1200;soup;3;cocktail;1
1201;offense;3;mac;1
1202;winter;3;birthday;1
1203;suck;3;snr;1
1204;grow;3;truly;1
1205;st;3;filthy;1
1206;shake;3;stress;1
1207;disrespect;3;crepe;1
1208;gordon;3;grandson;1
1209;view;3;maybe;1
1210;adventure;3;exterminator;1
1211;emotion;3;benny;1
1212;carry;3;su;1
1213;sheet;3;propriety;1
1214;hug;3;jail;1
1215;alan;3;verify;1
1216;broadcast;3;tall;1
1217;say;3;truce;1
1218;spectacle;3;cute;1
1219;allen;3;pitch;1
1220;turner;3;braid;1
1221;kevin;3;jock;1
1222;massa;3;jig;1
1223;begin;3;stroll;1
1224;knew;3;conquest;1
1225;assault;3;correspondence;1
1226;knee;3;fanus;1
1227;walking;3;rock;1
1228;bureau;3;el;1
1229;lapse;3;bicycle;1
1230;village;3;grouse;1
1231;salutation;3;ea;1
1232;complexion;3;curveball;1
1233;reading;3;benefaction;1
1234;notice;3;amusement;1
1235;screen;3;hysteria;1
1236;dome;3;internet;1
1237;concentrate;3;correct;1
1238;period;3;shithead;1
1239;satisfaction;3;maneuver;1
1240;cancel;3;monster;1
1241;tax;3;willya;1
1242;wake;3;quite;1
1243;cure;3;rebel;1
1244;eugene;3;plea;1
1245;middle;3;card;1
1246;fruit;3;backside;1
1247;nothin;3;dagradi;1
1248;harrison;3;honest;1
1249;kilo;3;fe;1
1250;role;3;blind;1
1251;traffic;3;sanchez;1
1252;clan;3;merrill;1
1253;fortune;3;americano;1
1254;making;3;carro;1
1255;scrub;3;fast;1
1256;slaughter;3;district;1
1257;volkswagen;3;bloom;1
1258;stone;3;bite;1
1259;soda;3;draft;1
1260;client;3;carousel;1
1261;signing;3;hug;1
1262;hire;3;hum;1
1263;maaan;3;hun;1
1264;dirty;3;duuuum;1
1265;affection;3;seducer;1
1266;describe;3;copy;1
1267;fill;3;preston;1
1268;podium;3;argument;1
1269;building;3;sad;1
1270;phebe;3;rent;1
1271;procedure;3;saw;1
1272;resolution;3;diligence;1
1273;carpet;3;equipment;1
1274;apartment;3;fracture;1
1275;thursday;3;destroy;1
1276;program;3;begin;1
1277;th;3;sure;1
1278;fat;3;track;1
1279;louis;3;ambulance;1
1280;hick;3;insanity;1
1281;brief;3;forever;1
1282;superstar;3;proud;1
1283;counselor;3;tooth;1
1284;jackie;3;abraham;1
1285;champlain;3;filing;1
1286;recall;3;shop;1
1287;dea;3;walking;1
1288;compare;3;fifty;1
1289;bloom;3;dice;1
1290;response;3;plume;1
1291;september;3;crime;1
1292;ricardo;3;daaa;1
1293;scot;3;stain;1
1294;pal;3;icebox;1
1295;scumbag;3;dispute;1
1296;sponsorship;3;assistant;1
1297;marry;3;taya;1
1298;todo;3;treachery;1
1299;flower;3;celebrate;1
1300;issue;3;lame;1
1301;pub;3;stranger;1
1302;habit;3;joker;1
1303;statement;3;parking;1
1304;scheme;3;dexter;1
1305;selling;3;sleepin;1
1306;outta;3;whippet;1
1307;briegleb;3;hutu;1
1308;speaking;3;complexion;1
1309;self;3;reading;1
1310;majority;3;jumper;1
1311;react;3;notice;1
1312;invisibility;3;sacker;1
1313;chicago;3;marvin;1
1314;bringin;3;hijueputa;1
1315;find;3;concentrate;1
1316;hiv;3;jr;1
1317;batter;3;harshly;1
1318;cry;3;ja;1
1319;activity;3;reaction;1
1320;set;3;tuck;1
1321;intelligence;3;saratoga;1
1322;sex;3;kahlo;1
1323;wow;3;duty;1
1324;champagne;3;color;1
1325;nope;3;period;1
1326;restaurant;3;satisfaction;1
1327;simple;3;tub;1
1328;allegiance;3;boat;1
1329;gas;3;contrario;1
1330;fund;3;toothpaste;1
1331;georgia;3;vacation;1
1332;georgie;3;direction;1
1333;rope;3;shopping;1
1334;kick;3;wake;1
1335;liston;3;casi;1
1336;forgiveness;3;newspaper;1
1337;literature;3;situation;1
1338;defeat;3;margin;1
1339;amy;3;soil;1
1340;organization;3;telephone;1
1341;blackjack;3;commander;1
1342;damage;3;pinky;1
1343;continue;3;evening;1
1344;delegation;3;embrace;1
1345;audience;3;laceration;1
1346;religion;3;heartbreak;1
1347;anna;3;pal;1
1348;inconvenience;3;finish;1
1349;faith;3;enjoyment;1
1350;jimmy;3;brill;1
1351;drifter;3;ranch;1
1352;lesson;3;nothin;1
1353;doubt;3;spoonful;1
1354;memory;3;breeze;1
1355;reel;3;livestock;1
1356;influence;3;violent;1
1357;parlor;3;harrison;1
1358;reservation;3;touch;1
1359;code;3;halfway;1
1360;gang;3;alimony;1
1361;go;3;hint;1
1362;capone;3;thinking;1
1363;speakerphone;3;rosa;1
1364;verdict;3;pile;1
1365;video;3;khalaf;1
1366;abstention;3;flashing;1
1367;capital;3;comedienne;1
1368;leg;3;read;1
1369;consideration;3;warehouse;1
1370;fifteen;3;traffic;1
1371;wit;3;dare;1
1372;canada;3;clam;1
1373;fer;3;fortune;1
1374;package;3;bracelet;1
1375;youkilis;3;miracle;1
1376;patron;3;nose;1
1377;infantry;3;babbling;1
1378;democracy;3;slavery;1
1379;guthrie;3;playin;1
1380;holcomb;3;cavity;1
1381;write;3;noon;1
1382;la;3;custody;1
1383;li;3;assembly;1
1384;asa;3;poem;1
1385;dock;3;artie;1
1386;walt;3;sixty;1
1387;trap;3;industry;1
1388;greedy;3;violence;1
1389;route;3;tumor;1
1390;hollywood;3;bone;1
1391;lingala;3;ow;1
1392;owner;3;ou;1
1393;bull;3;communication;1
1394;los;3;image;1
1395;quarry;3;determine;1
1396;somethin;3;apologize;1
1397;explanation;3;operator;1
1398;johnson;3;intervention;1
1399;bother;3;stickler;1
1400;claim;3;hex;1
1401;eckerton;3;mindless;1
1402;mid;3;appeal;1
1403;mix;3;hem;1
1404;procure;3;valley;1
1405;courtesy;3;fastball;1
1406;kivu;3;treach;1
1407;tall;3;buying;1
1408;bedroom;3;pull;1
1409;sheriff;3;illustrator;1
1410;winner;3;dirty;1
1411;dope;3;suitcase;1
1412;community;3;toilet;1
1413;smash;3;taste;1
1414;grab;3;ay;1
1415;piss;3;ax;1
1416;madam;3;bishop;1
1417;frame;3;casualty;1
1418;danger;3;moniker;1
1419;sweat;3;idiot;1
1420;aqui;3;deserve;1
1421;makin;3;firin;1
1422;labor;3;event;1
1423;chromium;3;tight;1
1424;decent;3;heathen;1
1425;girlfriend;3;symbol;1
1426;balloon;3;cordless;1
1427;cross;3;terry;1
1428;identity;3;applause;1
1429;rush;3;smooch;1
1430;happiness;3;requisition;1
1431;fate;3;missouri;1
1432;page;3;sicko;1
1433;noise;3;represent;1
1434;host;3;lack;1
1435;stage;3;sunk;1
1436;north;3;welfare;1
1437;block;3;wash;1
1438;pig;3;hmmm;1
1439;corporation;3;responsiveness;1
1440;branch;3;apartment;1
1441;talkin;3;chain;1
1442;june;3;shredder;1
1443;margaret;3;ty;1
1444;lauda;3;tv;1
1445;inspiration;3;thursday;1
1446;batting;3;tail;1
1447;portion;3;dairy;1
1448;vise;2;washroom;1
1449;buddy;2;horror;1
1450;paris;2;carefree;1
1451;pride;2;fat;1
1452;oooh;2;scout;1
1453;chew;2;fan;1
1454;bacon;2;darling;1
1455;keckley;2;grandfather;1
1456;asia;2;sane;1
1457;reconstruction;2;webster;1
1458;toll;2;grabs;1
1459;culo;2;zero;1
1460;behavior;2;darkness;1
1461;pedro;2;section;1
1462;path;2;crust;1
1463;invade;2;diaz;1
1464;walkin;2;musta;1
1465;permit;2;nurse;1
1466;punishment;2;multitude;1
1467;baptiste;2;trunk;1
1468;infield;2;search;1
1469;anyhow;2;luxuriate;1
1470;oscar;2;airport;1
1471;reign;2;base;1
1472;warm;2;pick;1
1473;excellent;2;toxicity;1
1474;mi;2;disneyland;1
1475;mandela;2;vertebrae;1
1476;root;2;estimate;1
1477;appearance;2;titbit;1
1478;attract;2;fraudster;1
1479;absolute;2;affluence;1
1480;agony;2;flag;1
1481;bunt;2;rudeness;1
1482;hop;2;flam;1
1483;significance;2;gogh;1
1484;raffle;2;pretense;1
1485;poker;2;glad;1
1486;castle;2;equation;1
1487;haste;2;del;1
1488;jungle;2;dem;1
1489;ambulance;2;learn;1
1490;blind;2;clutter;1
1491;modesty;2;dee;1
1492;fit;2;compare;1
1493;fix;2;sense;1
1494;inventory;2;answer;1
1495;versus;2;plant;1
1496;weakness;2;sandwich;1
1497;disturb;2;deja;1
1498;enchante;2;sneak;1
1499;furbush;2;kinney;1
1500;ruth;2;response;1
1501;grammar;2;marica;1
1502;pinch;2;multivitamin;1
1503;carlos;2;playing;1
1504;allah;2;greats;1
1505;diction;2;hechar;1
1506;hooker;2;mission;1
1507;cassava;2;committee;1
1508;struggle;2;soot;1
1509;district;2;islam;1
1510;privacy;2;member;1
1511;stewart;2;style;1
1512;magico;2;leicester;1
1513;instruct;2;crawls;1
1514;grady;2;wry;1
1515;top;2;fool;1
1516;elevator;2;yo;1
1517;crawl;2;propose;1
1518;gambler;2;cel;1
1519;anxiety;2;ye;1
1520;righty;2;rosalind;1
1521;project;2;suffice;1
1522;feeling;2;speculate;1
1523;spent;2;robbie;1
1524;rap;2;hook;1
1525;steamboat;2;apartheid;1
1526;machinery;2;status;1
1527;shallow;2;khalilah;1
1528;dom;2;randolph;1
1529;oath;2;safety;1
1530;alarm;2;hill;1
1531;camp;2;tiresome;1
1532;flow;2;issue;1
1533;scotch;2;pathetic;1
1534;notion;2;dirt;1
1535;inspire;2;friday;1
1536;boma;2;hepburn;1
1537;spite;2;toy;1
1538;bust;2;conditioning;1
1539;rkg;2;imagine;1
1540;faggot;2;bartholomew;1
1541;coast;2;zarqawi;1
1542;dr;2;benedict;1
1543;contrast;2;w;1
1544;identify;2;castle;1
1545;respond;2;hodgkin;1
1546;disaster;2;wager;1
1547;radius;2;arbitration;1
1548;cheapskate;2;jes;1
1549;storeroom;2;breathless;1
1550;drivin;2;eque;1
1551;institution;2;selling;1
1552;southeast;2;locharmbie;1
1553;defiance;2;park;1
1554;dedication;2;sinsemilla;1
1555;picking;2;ashley;1
1556;roller;2;b;1
1557;ill;2;lament;1
1558;cup;2;dang;1
1559;protection;2;riddance;1
1560;lookin;2;sty;1
1561;negotiation;2;mickey;1
1562;tone;2;outta;1
1563;mer;2;cuthbert;1
1564;tony;2;briegleb;1
1565;seein;2;importa;1
1566;legend;2;option;1
1567;easy;2;refute;1
1568;sunshine;2;caesar;1
1569;luggage;2;nasal;1
1570;droppin;2;virus;1
1571;suppose;2;ke;1
1572;juvenile;2;wichita;1
1573;mexico;2;barren;1
1574;vietcong;2;daresay;1
1575;puttin;2;gold;1
1576;supper;2;penalty;1
1577;tune;2;adventureland;1
1578;pattyroller;2;hip;1
1579;givin;2;breast;1
1580;photo;2;chrom;1
1581;gustav;2;enemy;1
1582;survival;2;donnze;1
1583;asshole;2;resolve;1
1584;vanity;2;river;1
1585;dignity;2;set;1
1586;brutality;2;intelligence;1
1587;hung;2;dumb;1
1588;dear;2;hatteberg;1
1589;cord;2;leg;1
1590;cowboy;2;champagne;1
1591;despair;2;nope;1
1592;banker;2;inauguration;1
1593;commit;2;refuel;1
1594;profession;2;muslim;1
1595;bound;2;outfit;1
1596;git;2;prescription;1
1597;crowd;2;restaurant;1
1598;stuck;2;kankakee;1
1599;greatness;2;bandit;1
1600;visitation;2;connection;1
1601;converse;2;launderette;1
1602;surrender;2;reside;1
1603;tryin;2;simple;1
1604;clause;2;allegiance;1
1605;fury;2;coincidence;1
1606;stanford;2;nicer;1
1607;ship;2;sexy;1
1608;enlist;2;devil;1
1609;stake;2;create;1
1610;hangin;2;threaten;1
1611;roll;2;brick;1
1612;sendin;2;champion;1
1613;whoever;2;crack;1
1614;skip;2;gas;1
1615;rob;2;gag;1
1616;focus;2;rope;1
1617;laura;2;pace;1
1618;recess;2;moustache;1
1619;chair;2;guide;1
1620;advantage;2;pound;1
1621;cool;2;hoping;1
1622;dig;2;calculator;1
1623;ox;2;shamrock;1
1624;assistance;2;butcher;1
1625;switch;2;ruth;1
1626;shift;2;commune;1
1627;bow;2;itch;1
1628;boo;2;amy;1
1629;dumb;2;edge;1
1630;treasure;2;massage;1
1631;shark;2;entry;1
1632;cockroach;2;clearance;1
1633;wilkem;2;spend;1
1634;gardner;2;darn;1
1635;botha;2;distancer;1
1636;vigor;2;alvin;1
1637;stroke;2;pinkie;1
1638;malevolence;2;abbreviation;1
1639;discussion;2;shape;1
1640;magazine;2;cup;1
1641;sunday;2;cuz;1
1642;sirocco;2;location;1
1643;peptide;2;crying;1
1644;sacrifice;2;alleycat;1
1645;congressman;2;circumcision;1
1646;crepe;2;diarmuid;1
1647;q;2;complaint;1
1648;deposit;2;march;1
1649;hoo;2;doorbell;1
1650;basket;2;myelitis;1
1651;colt;2;medellin;1
1652;kong;2;submission;1
1653;cold;2;governess;1
1654;affidavit;2;collect;1
1655;lyin;2;missus;1
1656;mail;2;fucking;1
1657;texas;2;spring;1
1658;january;2;mighta;1
1659;retrieve;2;blow;1
1660;torch;2;sprint;1
1661;gavel;2;acquaintance;1
1662;sunrise;2;prob;1
1663;er;2;stem;1
1664;jackson;2;santa;1
1665;mess;2;carol;1
1666;mercantile;2;faith;1
1667;bookie;2;firing;1
1668;lab;2;silence;1
1669;advance;2;plenty;1
1670;language;2;dame;1
1671;punk;2;holster;1
1672;invitation;2;huequito;1
1673;mor;2;bankruptcy;1
1674;rachel;2;hellhole;1
1675;ring;2;spending;1
1676;shawn;2;long;1
1677;bookmaker;2;accountability;1
1678;terrance;2;examination;1
1679;janitor;2;jewish;1
1680;mountain;2;reel;1
1681;register;2;penguin;1
1682;argument;2;info;1
1683;rent;2;wakin;1
1684;anger;2;concealment;1
1685;green;2;straitjacket;1
1686;closer;2;nag;1
1687;buffet;2;levity;1
1688;lawn;2;condolence;1
1689;boys;2;enterprise;1
1690;montage;2;resign;1
1691;abraham;2;william;1
1692;proclamation;2;meaning;1
1693;liberation;2;desert;1
1694;dispute;2;lane;1
1695;counsel;2;land;1
1696;prima;2;beverage;1
1697;embassy;2;menace;1
1698;rwanda;2;cynthia;1
1699;asleep;2;go;1
1700;surgery;2;tincture;1
1701;keg;2;hunger;1
1702;blame;2;mosque;1
1703;saratoga;2;suite;1
1704;expression;2;breathing;1
1705;madness;2;staunton;1
1706;key;2;prudence;1
1707;pov;2;spoon;1
1708;endeavor;2;decorating;1
1709;chad;2;harbor;1
1710;howard;2;knight;1
1711;west;2;gettin;1
1712;almighty;2;michael;1
1713;monsieur;2;tenderness;1
1714;masonry;2;race;1
1715;captivity;2;insolence;1
1716;offering;2;pleat;1
1717;soccer;2;aquifer;1
1718;trick;2;odd;1
1719;cast;2;payday;1
1720;coca;2;attire;1
1721;protein;2;stipulation;1
1722;edwin;2;shmuck;1
1723;coke;2;sink;1
1724;inquiry;2;consideration;1
1725;frazier;2;safer;1
1726;jeffrey;2;cleopatra;1
1727;finish;2;screech;1
1728;hunter;2;kilroy;1
1729;incarceration;2;sword;1
1730;pennsylvania;2;overseer;1
1731;breeze;2;opinion;1
1732;relief;2;gene;1
1733;scholarship;2;honor;1
1734;boras;2;shovel;1
1735;warehouse;2;apple;1
1736;inflation;2;spy;1
1737;mob;2;win;1
1738;bravery;2;manage;1
1739;furniture;2;kristina;1
1740;medellin;2;singing;1
1741;robbery;2;confidence;1
1742;doll;2;inspiration;1
1743;mafia;2;doubt;1
1744;scottie;2;fer;1
1745;football;2;timing;1
1746;leadership;2;defendant;1
1747;resurrection;2;cheeks;1
1748;beard;2;infection;1
1749;chop;2;missile;1
1750;neighbor;2;meant;1
1751;ou;2;finery;1
1752;film;2;charity;1
1753;jasper;2;customer;1
1754;intervention;2;salad;1
1755;stare;2;challenge;1
1756;problema;2;package;1
1757;hare;2;creepy;1
1758;treat;2;praise;1
1759;handsome;2;universe;1
1760;ad;2;whinnying;1
1761;deep;2;patrol;1
1762;fellow;2;process;1
1763;alaikum;2;tad;1
1764;tarr;2;tan;1
1765;deserve;2;serial;1
1766;firin;2;arrangement;1
1767;grenade;2;animal;1
1768;congress;2;furnace;1
1769;keepin;2;sin;1
1770;mass;2;hesitate;1
1771;liar;2;farm;1
1772;lack;2;roam;1
1773;dish;2;assassin;1
1774;settlement;2;light;1
1775;jessie;2;budge;1
1776;ts;2;chief;1
1777;tail;2;featherfluffy;1
1778;smile;2;producer;1
1779;te;2;darmitt;1
1780;infringement;2;bilbo;1
1781;fan;2;meter;1
1782;cable;2;motorcycle;1
1783;mild;2;horny;1
1784;neighborhood;2;bunch;1
1785;grateful;2;lounge;1
1786;grabs;2;la;1
1787;rate;2;li;1
1788;stool;2;dermot;1
1789;crush;2;derelict;1
1790;coroner;2;ly;1
1791;mule;2;freeman;1
1792;tolerance;2;crash;1
1793;trunk;2;daa;1
1794;shoulda;2;educatress;1
1795;luxuriate;2;practice;1
1796;lomu;2;dike;1
1797;cookie;2;catcher;1
1798;freelance;2;snake;1
1799;actress;2;kiss;1
1800;attendant;2;mandate;1
1801;destination;2;bar;1
1802;competitor;2;kindness;1
1803;broke;2;cage;1
1804;malt;2;trav;1
1805;remain;2;trap;1
1806;dem;2;lung;1
1807;accept;2;hatchett;1
1808;torture;2;oui;1
1809;desperation;2;einstein;1
1810;thieve;2;whimsy;1
1811;hamish;2;measure;1
1812;northcott;2;salesman;1
1813;goat;2;sandy;1
1814;plant;2;matt;1
1815;wiley;2;mcmahon;1
1816;france;2;confess;1
1817;salaam;2;disarray;1
1818;fo;2;chaos;1
1819;coal;2;messenger;1
1820;committee;2;induction;1
1821;style;2;scumbag;1
1822;absence;2;payroll;1
1823;isaac;2;greedy;1
1824;yo;2;que;1
1825;sucker;2;frigging;1
1826;inch;2;tempt;1
1827;skipper;2;embarrass;1
1828;mystery;2;philip;1
1829;mercy;2;organ;1
1830;breakdown;2;route;1
1831;fist;2;membership;1
1832;leave;2;south;1
1833;lipstick;2;firehouse;1
1834;research;2;finest;1
1835;eskridge;2;instill;1
1836;hill;2;privacy;1
1837;paradise;2;vulgar;1
1838;print;2;priority;1
1839;friday;2;shanna;1
1840;gimme;2;cabin;1
1841;senor;2;tidbit;1
1842;disneyland;2;shell;1
1843;running;2;stomach;1
1844;voos;2;quarry;1
1845;consequence;2;shelf;1
1846;dini;2;institution;1
1847;revolution;2;ben;1
1848;miss;2;shrapnel;1
1849;arbitration;2;wet;1
1850;jet;2;bother;1
1851;paint;2;claim;1
1852;headache;2;drunk;1
1853;relationship;2;border;1
1854;appreciation;2;bastard;1
1855;consult;2;contact;1
1856;believe;2;instance;1
1857;grace;2;martha;1
1858;reliever;2;pursuer;1
1859;coffroth;2;harmful;1
1860;greg;2;nuisance;1
1861;riddance;2;statute;1
1862;juice;2;placement;1
1863;option;2;gather;1
1864;snatch;2;construction;1
1865;commotion;2;occasion;1
1866;lip;2;gain;1
1867;bottle;2;impression;1
1868;reckon;2;myrna;1
1869;reach;2;discretion;1
1870;cigarette;2;ambrosino;1
1871;brooklyn;2;thicket;1
1872;salary;2;supporter;1
1873;muscle;2;pause;1
1874;fond;2;tiro;1
1875;valet;2;rejoice;1
1876;occupation;2;piano;1
1877;access;2;photographs;1
1878;penalty;2;cube;1
1879;sa;2;workin;1
1880;betray;2;sweetie;1
1881;attire;2;massacre;1
1882;chrom;2;lucky;1
1883;banquet;2;bear;1
1884;resolve;2;joint;1
1885;banking;2;magistrate;1
1886;bare;2;buyer;1
1887;sea;2;airman;1
1888;tender;2;rita;1
1889;arn;2;shrunk;1
1890;evaluation;2;official;1
1891;crossword;2;nuttin;1
1892;crisis;2;computer;1
1893;woe;2;powder;1
1894;sibota;2;gahd;1
1895;muslim;2;wire;1
1896;postponement;2;posse;1
1897;sink;2;fluff;1
1898;load;2;pistol;1
1899;tennessee;2;tent;1
1900;devil;2;janet;1
1901;cruelty;2;manless;1
1902;awake;2;paraphrasing;1
1903;demand;2;career;1
1904;vice;2;profanity;1
1905;guide;2;admit;1
1906;nephew;2;canopy;1
1907;belong;2;ch;1
1908;dime;2;denise;1
1909;stacy;2;depresso;1
1910;hander;2;table;1
1911;maker;2;labor;1
1912;cheer;2;amigo;1
1913;toil;2;bbc;1
1914;ju;2;cent;1
1915;burden;2;poet;1
1916;boer;2;proposal;1
1917;taiwan;2;define;1
1918;havin;2;musicality;1
1919;emergency;2;smoking;1
1920;sittin;2;vanilla;1
1921;lunacy;2;antigua;1
1922;collect;2;jehovah;1
1923;yorker;2;resident;1
1924;bounce;2;surface;1
1925;litter;2;supercali;1
1926;mummy;2;lambs;1
1927;wealth;2;capture;1
1928;clinton;2;radiation;1
1929;nonsense;2;cross;1
1930;sonny;2;romance;1
1931;marie;2;matthew;1
1932;fast;2;strange;1
1933;suit;2;fill;1
1934;cloth;2;tiempo;1
1935;groovy;2;recourse;1
1936;patriot;2;center;1
1937;caller;2;colour;1
1938;prosecutor;2;english;1
1939;lobster;2;taller;1
1940;minority;2;claiming;1
1941;entrance;2;console;1
1942;nah;2;arrest;1
1943;beverage;2;add;1
1944;coliseum;2;citizen;1
1945;avoid;2;practise;1
1946;cesar;2;kick;1
1947;ty;2;government;1
1948;morality;2;emmeline;1
1949;magic;2;desk;1
1950;button;2;engerland;1
1951;dealt;2;backlog;1
1952;challenge;2;replacement;1
1953;vengance;2;sequence;1
1954;reunion;2;empire;1
1955;leo;2;employment;1
1956;sentimentality;2;recognition;1
1957;engage;2;avoid;1
1958;coffin;2;hurricane;1
1959;egypt;2;passion;1
1960;cha;2;eso;1
1961;crap;2;schedule;1
1962;whipping;2;starvin;1
1963;calculation;2;epidemiology;1
1964;babe;2;bundle;1
1965;goal;2;stage;1
1966;customer;2;rare;1
1967;tunnel;2;embry;1
1968;pour;2;madame;1
1969;odette;2;swear;1
1970;panic;2;owe;1
1971;farm;2;utility;1
1972;testimony;2;vas;1
1973;collection;2;north;1
1974;foremost;2;ht;1
1975;woodroof;2;pixie;1
1976;le;2;fuckhead;1
1977;barge;2;ho;1
1978;meantime;2;wish;1
1979;bye;2;flim;1
1980;material;2;convince;1
1981;earn;2;limit;1
1982;kindness;2;cake;1
1983;cage;2;piece;1
1984;liberia;2;pin;1
1985;fiddle;2;penny;1
1986;interview;2;diplomat;1
1987;apologize;2;oad;1
1988;society;2;spit;1
1989;frequency;2;corporation;1
1990;northup;2;branch;1
1991;nick;2;er;1
1992;chaos;2;illusion;1
1993;upset;2;monday;1
1994;messenger;2;margaret;1
1995;postpone;2;kinda;1
1996;philip;2;stan;1
1997;bleed;2;ghost;1
1998;yard;2;pension;1
1999;defendant;2;awake;1
2000;sack;2;yell;1
