;vocab_male;vocab_male_count;vocab_female;vocab_female_count
1121;analysis;13;draw;5
1122;mcgrath;13;mood;5
1123;bell;13;code;5
1124;relax;12;alien;5
1125;feeling;12;alonzo;5
1126;hong;12;send;5
1127;dealer;12;knight;5
1128;knee;12;carter;5
1129;expression;12;joppa;5
1130;dare;12;survivor;5
1131;sparazza;12;opinion;5
1132;harry;12;manage;5
1133;experience;12;porch;5
1134;cry;12;tai;5
1135;church;12;sis;5
1136;garbage;12;perimeter;5
1137;link;12;somethin;5
1138;cia;12;armor;5
1139;frame;12;scare;5
1140;frustration;12;sack;5
1141;pursuit;12;walter;5
1142;lay;12;photograph;5
1143;bang;12;emmett;5
1144;forty;12;gravity;5
1145;chopper;12;ho;5
1146;secretary;12;staff;5
1147;fbi;12;fuel;5
1148;saito;12;handle;5
1149;trick;12;dope;5
1150;curtis;12;demigod;5
1151;transport;12;powder;5
1152;michael;12;strike;5
1153;pure;12;joy;5
1154;joint;12;admit;5
1155;ear;12;robot;5
1156;broch;12;mike;5
1157;commission;12;gunpowder;5
1158;mexico;12;well;5
1159;yes;12;happiness;5
1160;gorilla;12;elliot;5
1161;pair;12;lake;5
1162;mjolnir;12;realize;5
1163;robinson;12;arrest;5
1164;courage;12;noise;5
1165;po;12;panel;5
1166;restaurant;12;freedom;5
1167;create;12;pussy;5
1168;rat;12;buy;5
1169;task;12;bus;5
1170;exercise;12;winch;5
1171;disease;12;cake;5
1172;beam;12;display;5
1173;almond;12;draco;5
1174;loveless;12;guarantee;5
1175;mu;12;coat;5
1176;ms;12;lift;5
1177;tool;12;odyssey;4
1178;hatch;12;encounter;4
1179;protect;12;montoya;4
1180;humanity;12;intercut;4
1181;anderson;12;almond;4
1182;someplace;12;pulse;4
1183;wood;12;specialist;4
1184;nion;12;celebration;4
1185;communication;12;bunker;4
1186;castle;12;unit;4
1187;health;12;passport;4
1188;rifle;12;breathe;4
1189;activity;12;relay;4
1190;precrime;12;hola;4
1191;projector;12;audrey;4
1192;virus;12;henri;4
1193;freak;12;worm;4
1194;vice;12;household;4
1195;porch;12;travel;4
1196;tai;12;gargoyle;4
1197;chaos;12;driving;4
1198;genius;12;motel;4
1199;supply;12;atv;4
1200;weather;12;rank;4
1201;miller;11;highness;4
1202;ronnie;11;toy;4
1203;wine;11;serve;4
1204;canyon;11;iron;4
1205;union;11;manner;4
1206;spin;11;gymnasium;4
1207;duir;11;observation;4
1208;birth;11;arlo;4
1209;kirk;11;explain;4
1210;barton;11;steam;4
1211;condition;11;subject;4
1212;asgard;11;moron;4
1213;coincidence;11;chill;4
1214;creedy;11;aid;4
1215;richie;11;anchor;4
1216;agreement;11;beside;4
1217;rack;11;codename;4
1218;opinion;11;sentence;4
1219;challenge;11;isabella;4
1220;animal;11;denton;4
1221;biker;11;spread;4
1222;bedroom;11;birth;4
1223;jaw;11;judge;4
1224;become;11;alice;4
1225;stage;11;attorney;4
1226;frank;11;presence;4
1227;laufey;11;fucking;4
1228;aunt;11;failure;4
1229;steam;11;kohle;4
1230;crystal;11;til;4
1231;octavius;11;roll;4
1232;vegas;11;journey;4
1233;gus;11;ballet;4
1234;q;11;clouds;4
1235;ed;11;rome;4
1236;offering;11;switch;4
1237;fifty;11;suspect;4
1238;cannon;11;burn;4
1239;miracle;11;lizzy;4
1240;scanner;11;altar;4
1241;horror;11;drago;4
1242;issue;11;soul;4
1243;rope;11;sample;4
1244;marco;11;stole;4
1245;bee;11;winter;4
1246;rosomorf;11;till;4
1247;meat;11;beam;4
1248;signature;11;cute;4
1249;sugar;11;midnight;4
1250;failure;11;colorado;4
1251;journey;11;jim;4
1252;interview;11;quarter;4
1253;reading;11;jackson;4
1254;seal;11;prothero;4
1255;grin;11;sheer;4
1256;girlfriend;11;valka;4
1257;radar;11;escort;4
1258;organization;11;hut;4
1259;jewelry;11;r;4
1260;jason;11;price;4
1261;value;11;assault;4
1262;inspector;11;proud;4
1263;shuttle;11;cloak;4
1264;grow;11;atticus;4
1265;plutonium;11;spock;4
1266;blaster;11;dormitory;4
1267;bath;11;comb;4
1268;til;11;contract;4
1269;tie;11;containment;4
1270;row;11;west;4
1271;advantage;11;minister;4
1272;rent;11;washington;4
1273;reaction;11;newspaper;4
1274;shaft;11;cart;4
1275;rhymer;11;evening;4
1276;model;11;curtis;4
1277;ok;11;speech;4
1278;toilet;11;pan;4
1279;trash;11;model;4
1280;tiamat;11;compound;4
1281;rip;11;read;4
1282;dale;11;anger;4
1283;scroll;11;traffic;4
1284;proof;11;clan;4
1285;lemme;11;throat;4
1286;sphinx;11;cube;4
1287;reporter;10;throw;4
1288;silver;10;burton;4
1289;arrow;10;fantasy;4
1290;ring;10;division;4
1291;mason;10;deer;4
1292;patch;10;deserve;4
1293;player;10;storage;4
1294;desire;10;insurance;4
1295;bottom;10;treason;4
1296;gojira;10;liar;4
1297;jerk;10;scout;4
1298;stress;10;cable;4
1299;formula;10;tee;4
1300;emotion;10;design;4
1301;note;10;mmm;4
1302;stranger;10;put;4
1303;past;10;revelation;4
1304;impact;10;recall;4
1305;firm;10;mall;4
1306;spring;10;beautiful;4
1307;transmission;10;scar;4
1308;defeat;10;trade;4
1309;trevor;10;hunter;4
1310;hauls;10;shuttle;4
1311;function;10;wash;4
1312;construction;10;harm;4
1313;illusion;10;highway;4
1314;francisco;10;fu;4
1315;speeder;10;pop;4
1316;worm;10;mist;4
1317;ambulance;10;stage;4
1318;watson;10;rifle;4
1319;cooperation;10;toe;4
1320;cow;10;lil;4
1321;spread;10;port;4
1322;retreat;10;build;4
1323;maximus;10;liz;4
1324;apache;10;cigarette;4
1325;sacrifice;10;giang;4
1326;coll;10;courage;4
1327;el;10;damnit;4
1328;eddie;10;activity;4
1329;amount;10;river;4
1330;circuit;10;set;4
1331;evening;10;art;4
1332;todd;10;culture;4
1333;angie;10;wow;4
1334;jeff;10;reverse;4
1335;wave;10;duh;4
1336;quality;10;maintenance;4
1337;beg;10;paco;4
1338;cleveland;10;pound;4
1339;washington;10;owen;4
1340;pardon;10;mob;4
1341;swat;10;marco;4
1342;quail;10;loss;4
1343;hook;10;arthur;4
1344;tank;10;mighty;4
1345;character;10;pale;4
1346;mill;10;civilization;4
1347;suicide;10;lesson;4
1348;marissa;10;bell;4
1349;diz;10;meaning;4
1350;policy;10;ball;4
1351;texas;10;gina;4
1352;sooner;10;wave;4
1353;butt;10;wallet;4
1354;advice;10;vampire;4
1355;speech;10;justice;4
1356;harm;10;gregor;4
1357;thomas;10;vehicle;4
1358;elliot;10;rabbit;4
1359;corridor;10;villain;4
1360;armando;10;erwin;4
1361;patrol;10;jeep;4
1362;forest;10;closing;4
1363;jessica;10;proof;4
1364;brah;10;process;4
1365;success;10;purpose;4
1366;patience;10;counter;4
1367;guarantee;10;perfect;4
1368;glow;10;lo;4
1369;procedure;10;sif;4
1370;cab;10;spell;4
1371;judge;10;kiss;4
1372;convict;10;guten;4
1373;duke;10;strip;4
1374;coach;10;math;4
1375;tuxedo;10;bam;4
1376;season;10;timer;4
1377;pop;10;bodhi;4
1378;helicopter;10;hiding;4
1379;kingdom;10;ancient;4
1380;song;10;stomach;4
1381;grandfather;10;gear;4
1382;design;10;macto;4
1383;suv;10;skynet;4
1384;santa;10;afraid;4
1385;copper;10;mix;4
1386;scientist;10;camper;4
1387;marcus;10;volume;4
1388;hill;10;gesture;4
1389;cookie;10;henry;4
1390;teach;10;bear;4
1391;license;10;bronco;4
1392;apple;10;ability;4
1393;duck;10;sorrow;4
1394;clever;10;merry;4
1395;practice;10;monitor;4
1396;heyer;10;joke;4
1397;yup;10;leipzig;4
1398;dope;10;value;4
1399;andromeda;10;finance;4
1400;inch;10;terrorist;4
1401;beast;10;eric;4
1402;murderer;10;fill;4
1403;transfer;10;dust;4
1404;thunder;9;become;4
1405;dna;9;conclusion;4
1406;locker;9;sequence;4
1407;spidey;9;footage;4
1408;purpose;9;murderer;4
1409;wash;9;schedule;4
1410;disaster;9;pardon;4
1411;pity;9;whistler;4
1412;lowrey;9;software;4
1413;chill;9;frustration;4
1414;ingredient;9;delivery;4
1415;ease;9;bud;4
1416;gunfire;9;wise;4
1417;repair;9;j;4
1418;dunno;9;chaos;3
1419;bite;9;electricity;3
1420;newspaper;9;second;3
1421;intel;9;woody;3
1422;meal;9;blue;3
1423;debris;9;haze;3
1424;section;9;gettin;3
1425;male;9;screams;3
1426;england;9;reporter;3
1427;jet;9;hiya;3
1428;set;9;brought;3
1429;von;9;crockett;3
1430;coupla;9;recovery;3
1431;uranium;9;flow;3
1432;bird;9;appreciate;3
1433;punch;9;headquarters;3
1434;witness;9;childhood;3
1435;enforcement;9;baggage;3
1436;beith;9;jungle;3
1437;pause;9;seamus;3
1438;meant;9;wine;3
1439;co;9;murray;3
1440;li;9;windshield;3
1441;footage;9;weakness;3
1442;whistler;9;bang;3
1443;ink;9;oxygen;3
1444;bro;9;barton;3
1445;fan;9;good;3
1446;comin;9;victory;3
1447;steal;9;bone;3
1448;townie;9;taught;3
1449;wu;9;forgot;3
1450;saddam;9;ring;3
1451;victim;9;forty;3
1452;post;9;housing;3
1453;trophy;9;simulation;3
1454;horizon;9;kingdom;3
1455;gut;9;fuckin;3
1456;market;9;hood;3
1457;abort;9;sub;3
1458;ex;9;rat;3
1459;carl;9;ray;3
1460;caught;9;consumer;3
1461;soil;9;conduct;3
1462;backup;9;integrity;3
1463;laser;9;human;3
1464;committee;9;liquor;3
1465;mace;9;goodnight;3
1466;hallway;9;result;3
1467;cleaning;9;tommy;3
1468;orbit;9;confusion;3
1469;soup;9;wear;3
1470;experiment;9;accident;3
1471;missile;9;cot;3
1472;cyclotron;9;uncertainty;3
1473;tent;9;undone;3
1474;jersey;9;lick;3
1475;pa;9;beep;3
1476;twist;9;stadium;3
1477;wreck;9;basin;3
1478;oleg;9;muir;3
1479;suppose;9;spin;3
1480;shame;9;cortez;3
1481;left;9;reconnaissance;3
1482;dignity;9;procedure;3
1483;somehow;9;kohl;3
1484;bolt;9;player;3
1485;weiner;9;creepy;3
1486;surrender;9;id;3
1487;bon;9;soldier;3
1488;visit;9;interview;3
1489;mommy;9;opportunity;3
1490;driscoll;9;ocean;3
1491;kevin;9;client;3
1492;dice;9;yes;3
1493;dick;9;projection;3
1494;tour;9;legion;3
1495;encryption;9;assassination;3
1496;mob;9;character;3
1497;fill;9;destroy;3
1498;statement;9;avatar;3
1499;aircraft;9;amor;3
1500;reverse;9;ennis;3
1501;simple;9;jennifer;3
1502;expedition;9;captive;3
1503;knowledge;9;dear;3
1504;pig;9;purple;3
1505;blur;9;absolution;3
1506;estate;9;pattern;3
1507;toxic;9;blackmail;3
1508;london;9;bolt;3
1509;motel;9;cowboy;3
1510;toy;9;marshal;3
1511;top;9;insult;3
1512;tom;9;oil;3
1513;client;9;berk;3
1514;plenty;9;counsel;3
1515;bail;9;stake;3
1516;bain;9;tip;3
1517;habit;9;role;3
1518;mud;9;welcome;3
1519;beep;9;trepidation;3
1520;cowboy;9;reign;3
1521;chocolate;9;frigga;3
1522;birthday;9;horseback;3
1523;platform;9;vet;3
1524;caine;9;cook;3
1525;darrow;9;tear;3
1526;ann;9;quick;3
1527;troy;9;core;3
1528;joy;9;mi;3
1529;spirit;9;discover;3
1530;ranch;9;chicken;3
1531;burton;9;badge;3
1532;valley;9;ridin;3
1533;disc;9;witch;3
1534;ticket;9;apache;3
1535;version;9;shifu;3
1536;musta;9;trial;3
1537;gunt;9;chemical;3
1538;wham;9;visibility;3
1539;bout;9;treasure;3
1540;art;9;sake;3
1541;baseball;9;bury;3
1542;demand;9;tundra;3
1543;demon;9;gunfire;3
1544;blackwood;9;offense;3
1545;machinery;9;clothing;3
1546;martin;9;discussion;3
1547;crane;9;bernie;3
1548;motor;9;coronado;3
1549;whore;9;obs;3
1550;hogenmiller;9;sob;3
1551;intention;9;cold;3
1552;electricity;8;pointer;3
1553;whip;8;attraction;3
1554;stadium;8;observatory;3
1555;worker;8;locate;3
1556;attorney;8;el;3
1557;fake;8;ruth;3
1558;stole;8;description;3
1559;winter;8;sabatin;3
1560;axe;8;possibility;3
1561;slot;8;oasis;3
1562;borrow;8;disbelief;3
1563;stream;8;california;3
1564;summer;8;yuri;3
1565;generator;8;cara;3
1566;al;8;advance;3
1567;creak;8;recon;3
1568;cream;8;gordon;3
1569;doom;8;intuition;3
1570;learn;8;tennis;3
1571;scavs;8;blink;3
1572;attitude;8;lap;3
1573;sucker;8;caught;3
1574;pegasus;8;plastic;3
1575;w;8;butt;3
1576;vidalia;8;silhouette;3
1577;damnit;8;trace;3
1578;senate;8;lawn;3
1579;supervisor;8;lotus;3
1580;lane;8;fifty;3
1581;engage;8;troy;3
1582;confidence;8;genius;3
1583;assassin;8;pinzgauer;3
1584;perfect;8;seal;3
1585;david;8;sport;3
1586;jam;8;pump;3
1587;smash;8;notice;3
1588;tattoo;8;comm;3
1589;terrorist;8;latch;3
1590;shotgun;8;period;3
1591;flesh;8;twin;3
1592;recognition;8;determination;3
1593;schedule;8;purse;3
1594;convince;8;telephone;3
1595;told;8;technology;3
1596;absolution;8;nerve;3
1597;tone;8;surveillance;3
1598;zone;8;humbaba;3
1599;trial;8;jeffrey;3
1600;clue;8;brute;3
1601;sport;8;canopy;3
1602;embrace;8;drain;3
1603;taxi;8;ranch;3
1604;treatment;8;reward;3
1605;read;8;taxi;3
1606;chow;8;starke;3
1607;prepare;8;complain;3
1608;bucket;8;zulu;3
1609;freddy;8;stung;3
1610;trunk;8;intel;3
1611;korda;8;photographs;3
1612;kung;8;miracle;3
1613;option;8;robbery;3
1614;flicker;8;doll;3
1615;spray;8;substance;3
1616;wet;8;recorder;3
1617;retirement;8;wolf;3
1618;savage;8;angel;3
1619;kenny;8;hex;3
1620;outer;8;yah;3
1621;slide;8;tight;3
1622;mankind;8;handsome;3
1623;shu;8;football;3
1624;smoking;8;sadness;3
1625;surrie;8;dirty;3
1626;candy;8;grass;3
1627;glare;8;agree;3
1628;hq;8;toilet;3
1629;limit;8;girlfriend;3
1630;landscape;8;summit;3
1631;type;8;hellfire;3
1632;probe;8;drift;3
1633;bat;8;brass;3
1634;understood;8;havana;3
1635;carson;8;meditation;3
1636;making;8;disk;3
1637;claim;8;hmmm;3
1638;sample;8;tail;3
1639;basket;8;defeat;3
1640;canada;8;norm;3
1641;advance;8;gou;3
1642;cancer;8;rape;3
1643;middle;8;flare;3
1644;pile;8;condition;3
1645;grip;8;steve;3
1646;lotta;8;random;3
1647;dagger;8;population;3
1648;blunderbuss;8;drunk;3
1649;diamond;8;negotiator;3
1650;good;8;version;3
1651;oil;8;wham;3
1652;drill;8;dune;3
1653;lesson;8;arena;3
1654;enterprise;8;conviction;3
1655;account;8;ridge;3
1656;lama;8;stick;3
1657;perimeter;8;grill;3
1658;meter;8;learn;3
1659;la;8;homicide;3
1660;prisoner;8;rudy;3
1661;bear;8;tsai;3
1662;assure;8;attitude;3
1663;comment;8;scott;3
1664;volunteer;8;ninja;3
1665;citizen;8;mystery;3
1666;bus;8;rodenburg;3
1667;j;8;sailor;3
1668;paris;8;breakdown;3
1669;pride;8;standard;3
1670;cracker;8;slutnik;3
1671;ceremony;8;mccool;3
1672;victory;8;difficulty;3
1673;harper;8;cookie;3
1674;confusion;8;launch;3
1675;satellite;8;kung;3
1676;tip;8;razor;3
1677;frigga;8;jet;3
1678;focus;8;paint;3
1679;chicken;8;ton;3
1680;riot;8;reflection;3
1681;sidney;8;argen;3
1682;register;8;virus;3
1683;taste;8;kay;3
1684;dokey;8;lounge;3
1685;hmmm;8;saloon;3
1686;hesitation;8;sayin;3
1687;pray;8;ruin;3
1688;rodenburg;8;resent;3
1689;powwow;8;theft;3
1690;collar;8;enemy;3
1691;wilson;8;banking;3
1692;bare;8;bark;3
1693;sweet;8;nope;3
1694;cheer;8;europe;3
1695;sonny;8;creedy;3
1696;meaning;8;dancer;3
1697;breach;8;vessel;3
1698;ferry;8;devil;3
1699;deputy;8;secret;3
1700;confession;8;territory;3
1701;tax;8;gap;3
1702;clothing;8;bill;3
1703;tension;8;error;3
1704;tyler;8;larry;3
1705;tommy;8;funny;3
1706;pipe;8;belong;3
1707;europe;8;literature;3
1708;rodney;8;cigar;3
1709;growth;8;cement;3
1710;universe;8;robinson;3
1711;junk;8;poland;3
1712;paperwork;7;cheek;3
1713;hop;7;analysis;3
1714;ate;7;ambassador;3
1715;coward;7;prince;3
1716;reactor;7;cemetery;3
1717;remind;7;ah;3
1718;lindenmeyer;7;understood;3
1719;marshall;7;mummy;3
1720;mighty;7;pounding;3
1721;subway;7;jimmy;3
1722;wherever;7;momma;3
1723;afford;7;glow;3
1724;nation;7;hogenmiller;3
1725;troll;7;immigration;3
1726;fu;7;authority;3
1727;boyfriend;7;marchfelder;3
1728;sophie;7;cia;3
1729;alley;7;psychosis;3
1730;dart;7;morocco;3
1731;mccall;7;faint;3
1732;neighbor;7;drip;3
1733;burning;7;gecko;3
1734;richard;7;clue;3
1735;regiment;7;fighter;3
1736;beatrix;7;delta;3
1737;coyote;7;resistance;3
1738;beautiful;7;suite;3
1739;zeus;7;drinking;3
1740;sell;7;meant;3
1741;barrel;7;michael;3
1742;sec;7;cloister;3
1743;nope;7;sewage;3
1744;belt;7;cap;3
1745;devil;7;claudio;3
1746;sweetheart;7;mason;3
1747;furniture;7;booth;3
1748;bounce;7;capital;3
1749;garden;7;bird;3
1750;society;7;sink;3
1751;muir;7;safer;3
1752;mechanism;7;duct;3
1753;destiny;7;ensign;3
1754;pistol;7;bust;3
1755;tomahawk;7;stream;3
1756;blanket;7;babe;3
1757;jacob;7;patrol;3
1758;samurai;7;iain;3
1759;crunch;7;tag;3
1760;reign;7;slip;3
1761;south;7;tan;3
1762;production;7;voiceprint;3
1763;medicine;7;panic;3
1764;mercy;7;tension;3
1765;aim;7;silk;3
1766;fusion;7;exclusion;3
1767;cohaagen;7;la;3
1768;welcome;7;dam;3
1769;flag;7;dock;3
1770;regret;7;snake;3
1771;cargo;7;transmitter;3
1772;serum;7;profile;3
1773;halt;7;society;3
1774;coulda;7;frequency;3
1775;sheet;7;malfunction;3
1776;begin;7;lecture;3
1777;blame;7;pours;3
1778;warhol;7;embarrass;3
1779;fortune;7;florida;3
1780;chop;7;length;3
1781;cliff;7;howard;3
1782;revelation;7;raise;3
1783;dread;7;shell;3
1784;neil;7;quarry;3
1785;karbala;7;greta;3
1786;mist;7;policeman;3
1787;juice;7;bother;3
1788;lit;7;angle;3
1789;clean;7;centre;3
1790;pace;7;courtesy;3
1791;civilization;7;vengeance;3
1792;larry;7;escobar;3
1793;nah;7;lucky;3
1794;drag;7;workin;3
1795;photograph;7;fran;3
1796;gesture;7;terrain;3
1797;nightmare;7;intensity;3
1798;hurls;7;closet;3
1799;museum;7;rodney;3
1800;weight;7;comment;3
1801;denham;7;walt;3
1802;display;7;platform;3
1803;talkin;7;treat;3
1804;solution;7;curtain;3
1805;screams;7;vince;3
1806;county;7;smoking;3
1807;curiosity;7;vi;3
1808;one;7;stoick;3
1809;vote;7;pit;3
1810;struggle;7;auto;3
1811;seed;7;beast;3
1812;mouse;7;identity;3
1813;human;7;boot;3
1814;arthur;7;mal;3
1815;super;7;web;3
1816;magazine;7;interrogation;3
1817;fork;7;gypsy;3
1818;berk;7;growth;3
1819;sale;7;kettle;3
1820;transportation;7;biology;3
1821;earthquake;7;palmer;3
1822;wallet;7;extension;3
1823;shake;7;waist;3
1824;squad;7;emperor;3
1825;channel;7;charley;3
1826;drain;7;maze;3
1827;brute;7;plague;3
1828;gort;7;gain;3
1829;neighborhood;7;glory;3
1830;comfort;7;flip;3
1831;playing;7;pig;3
1832;compound;7;ink;3
1833;clamp;7;detail;3
1834;tolbein;7;illusion;3
1835;mama;7;dresser;3
1836;daphne;7;awake;3
1837;lion;7;nursery;2
1838;scale;7;buddy;2
1839;techie;7;myeu;2
1840;immigration;7;tnt;2
1841;queen;7;cunt;2
1842;joppa;7;spec;2
1843;talent;7;speeder;2
1844;evacuate;7;compassion;2
1845;fran;7;fireplace;2
1846;junction;7;solution;2
1847;math;7;vector;2
1848;yard;7;succession;2
1849;gear;7;precursor;2
1850;tide;7;coordinate;2
1851;mid;7;miller;2
1852;broom;7;horn;2
1853;plain;7;incantation;2
1854;pie;7;succumb;2
1855;zach;7;pursuit;2
1856;ton;7;axe;2
1857;resist;7;humility;2
1858;gladiator;7;baxter;2
1859;sullivan;7;dork;2
1860;ennis;7;balance;2
1861;tin;7;walther;2
1862;passage;7;krakaboom;2
1863;cook;7;invasion;2
1864;term;7;fix;2
1865;petrowsky;7;campaign;2
1866;hug;7;julie;2
1867;surf;7;strap;2
1868;madison;7;foster;2
1869;mount;7;relax;2
1870;bowl;7;depression;2
1871;hint;7;holo;2
1872;tea;7;goddammit;2
1873;rath;7;hideout;2
1874;primate;7;pursue;2
1875;goal;7;whack;2
1876;jovi;7;tissue;2
1877;avenue;7;era;2
1878;saloon;7;camry;2
1879;howls;7;gloria;2
1880;bark;7;inscription;2
1881;barn;7;agony;2
1882;prince;7;vagrant;2
1883;contractor;7;stupidity;2
1884;ignore;7;toxin;2
1885;crisis;7;hop;2
1886;plaza;7;stravanavitch;2
1887;holster;7;blanket;2
1888;possession;7;julien;2
1889;budge;7;loyalty;2
1890;orange;7;lay;2
1891;shell;7;curiosity;2
1892;ability;7;transmission;2
1893;layer;7;danny;2
1894;rainmaker;7;attempt;2
1895;lobby;7;green;2
1896;fishing;7;blind;2
1897;squeeze;7;mayor;2
1898;branch;7;backpack;2
1899;aggression;6;valor;2
1900;herd;6;versus;2
1901;hog;6;combination;2
1902;jordy;6;trippin;2
1903;cerrito;6;lyall;2
1904;hiya;6;therapy;2
1905;motionless;6;rental;2
1906;shower;6;silver;2
1907;entry;6;grammar;2
1908;felony;6;herald;2
1909;debt;6;arrow;2
1910;blonde;6;improvise;2
1911;extraction;6;calmly;2
1912;lucas;6;telescope;2
1913;hah;6;aide;2
1914;survival;6;laforte;2
1915;fox;6;whip;2
1916;pattern;6;goo;2
1917;wrap;6;drove;2
1918;flood;6;lair;2
1919;zant;6;george;2
1920;yellowstone;6;medicine;2
1921;highness;6;foundation;2
1922;scope;6;barrier;2
1923;pretend;6;carcass;2
1924;truce;6;favs;2
1925;square;6;alert;2
1926;grandma;6;aisle;2
1927;say;6;maniac;2
1928;baggage;6;privacy;2
1929;lawn;6;blackout;2
1930;resource;6;grade;2
1931;leadership;6;comin;2
1932;ace;6;thick;2
1933;gurney;6;tangle;2
1934;taught;6;whorehouse;2
1935;dirty;6;top;2
1936;appointment;6;cuff;2
1937;infantery;6;geneva;2
1938;nomi;6;coward;2
1939;marriage;6;rosario;2
1940;freight;6;minus;2
1941;consulate;6;snow;2
1942;funny;6;hamper;2
1943;stack;6;luxury;2
1944;concrete;6;judy;2
1945;whatcha;6;bruce;2
1946;hatchet;6;grave;2
1947;spending;6;maria;2
1948;poster;6;deeply;2
1949;sent;6;reactor;2
1950;lopez;6;menu;2
1951;hauser;6;sugar;2
1952;slip;6;disgust;2
1953;kiss;6;meng;2
1954;length;6;personality;2
1955;scare;6;mixture;2
1956;gotcha;6;godzilla;2
1957;aldan;6;gunt;2
1958;courtyard;6;noon;2
1959;aye;6;steak;2
1960;daylight;6;respond;2
1961;vsi;6;habit;2
1962;delivery;6;agenor;2
1963;bunker;6;pete;2
1964;containment;6;capone;2
1965;agony;6;draws;2
1966;greet;6;bien;2
1967;bread;6;drawn;2
1968;carlos;6;muh;2
1969;daniel;6;brigade;2
1970;barrier;6;blaster;2
1971;toast;6;lover;2
1972;wasting;6;boss;2
1973;flask;6;operator;2
1974;bravo;6;pity;2
1975;helpless;6;contribution;2
1976;cold;6;expense;2
1977;adrenaline;6;com;2
1978;transition;6;con;2
1979;blind;6;jurisdiction;2
1980;breed;6;pregnancy;2
1981;recruit;6;beef;2
1982;title;6;extraction;2
1983;scum;6;monkey;2
1984;tradition;6;idol;2
1985;theater;6;sunshine;2
1986;operator;6;tank;2
1987;hire;6;imagination;2
1988;skeleton;6;cylinder;2
1989;carpet;6;explanation;2
1990;deke;6;im;2
1991;venice;6;punctuality;2
1992;soldier;6;halloween;2
1993;vomit;6;witwer;2
1994;bless;6;descent;2
1995;lip;6;split;2
1996;mack;6;dhs;2
1997;x;6;kim;2
1998;prague;6;tune;2
1999;battery;6;kept;2
2000;massage;6;mamma;2
2001;rum;6;mib;2
2002;alert;6;capitol;2
2003;draw;6;consciousness;2
2004;reservation;6;photographer;2
2005;swede;6;waitress;2
2006;barbecue;6;shout;2
2007;win;6;basketball;2
2008;arrangement;6;plasma;2
2009;costume;6;shahaylu;2
2010;princess;6;intruder;2
2011;florida;6;suffering;2
2012;ankle;6;wreckage;2
2013;arc;6;county;2
2014;screw;6;remind;2
2015;awe;6;sebastian;2
2016;evolution;6;battlefield;2
2017;shaikh;6;creek;2
2018;capture;6;czech;2
2019;speaker;6;dead;2
2020;well;6;facility;2
2021;ho;6;election;2
2022;cruel;6;dense;2
2023;dmv;6;beating;2
2024;penny;6;cord;2
2025;education;6;peek;2
2026;draco;6;snotlout;2
2027;eric;6;xander;2
2028;talkie;6;payment;2
2029;haze;6;peer;2
2030;net;6;post;2
2031;campaign;6;super;2
2032;welch;6;niggas;2
2033;warn;6;surround;2
2034;escort;6;despair;2
2035;observation;6;emilio;2
2036;anchor;6;commit;2
2037;kim;6;material;2
2038;protocol;6;marshall;2
2039;sentence;6;bound;2
2040;yea;6;psychos;2
2041;yep;6;altitude;2
2042;apology;6;shhh;2
2043;treasure;6;bounce;2
2044;drago;6;heap;2
2045;california;6;tereshkova;2
2046;assault;6;fort;2
2047;shoe;6;maximus;2
2048;pump;6;palm;2
2049;pad;6;passenger;2
2050;oxygen;6;jupiter;2
2051;doll;6;molester;2
2052;erase;6;actor;2
2053;einstein;6;tie;2
2054;imagination;6;eternity;2
2055;lifetime;6;phony;2
2056;liar;6;intent;2
2057;scout;6;maureen;2
2058;stim;6;lease;2
2059;existence;6;crocodile;2
2060;inception;6;prop;2
2061;razor;6;universe;2
2062;paint;6;caldwell;2
2063;chester;6;freelance;2
2064;sector;6;fog;2
2065;huff;6;brothel;2
2066;stravanavitch;6;regret;2
2067;bip;6;geek;2
2068;gatehouse;6;cyber;2
2069;pet;6;delia;2
2070;arrange;6;spider;2
2071;trail;6;corazon;2
2072;bridget;6;skolothia;2
2073;junkie;6;explosion;2
2074;puppet;6;bandwagon;2
2075;heh;6;address;2
2076;request;6;teacher;2
2077;text;6;bishop;2
2078;holiday;6;teaching;2
2079;appearance;6;bow;2
2080;conrad;6;weird;2
2081;dispatch;6;cuba;2
2082;lieutenant;6;fake;2
2083;buckle;6;crisis;2
2084;detail;6;heaven;2
2085;poison;6;wealth;2
2086;breathe;6;yum;2
2087;grief;6;perv;2
2088;description;6;prep;2
2089;hearing;6;fierce;2
2090;serve;6;envelope;2
2091;ran;6;ignorant;2
2092;brandon;6;investigation;2
2093;liquor;6;maneuver;2
2094;mug;6;douche;2
2095;beef;6;soup;2
2096;yusuf;6;gat;2
2097;gungnir;6;researcher;2
2098;sunlight;6;chip;2
2099;heal;6;saito;2
2100;clouds;6;dennis;2
2101;ixion;6;drama;2
2102;liquid;6;monitoring;2
2103;wickwire;6;sidney;2
2104;eagle;6;cliche;2
2105;engineer;6;pine;2
2106;population;6;healing;2
2107;bennie;6;mad;2
2108;connor;6;johnson;2
2109;retrieval;6;hoo;2
2110;cheat;6;offend;2
2111;parking;6;tall;2
2112;review;6;duir;2
2113;pot;6;vici;2
2114;pole;6;kong;2
2115;tiger;6;coll;2
2116;simulator;6;terrace;2
2117;competition;6;pitch;2
2118;slick;6;cole;2
2119;fish;6;worship;2
2120;cabinet;6;transport;2
2121;idiot;6;suspicion;2
