;vocab_male;vocab_male_count;vocab_female;vocab_female_count
1094;swim;2;toilet;1
1095;read;2;taste;1
1096;ruler;2;sunroof;1
1097;furniture;2;general;1
1098;lightning;2;salem;1
1099;chamber;2;deed;1
1100;whatcha;2;monsieur;1
1101;clap;2;antenna;1
1102;competition;2;weeee;1
1103;deputy;2;aneurism;1
1104;preacher;2;flower;1
1105;stopa;2;natalie;1
1106;jeez;2;groom;1
1107;violence;2;mask;1
1108;oy;2;repay;1
1109;luigi;2;megatunnel;1
1110;backup;2;liar;1
1111;apologize;2;month;1
1112;hel;2;faster;1
1113;spicy;2;polarity;1
1114;dorado;2;apartment;1
1115;cottage;2;haa;1
1116;rush;2;woodwork;1
1117;worcestershire;2;smile;1
1118;rage;2;song;1
1119;ruse;2;horror;1
1120;assume;2;fat;1
1121;dirty;2;laser;1
1122;acer;2;difference;1
1123;deed;2;strand;1
1124;fill;2;celebrity;1
1125;yow;2;grandfather;1
1126;pool;2;ten;1
1127;groom;2;tea;1
1128;boogeyman;2;pass;1
1129;suburban;2;darkness;1
1130;song;2;whimper;1
1131;horror;2;bedlam;1
1132;difference;2;hmmmm;1
1133;celebrity;2;search;1
1134;darkness;2;experience;1
1135;clock;2;miniature;1
1136;trinket;2;action;1
1137;newspaper;2;put;1
1138;trunk;2;semester;1
1139;duloc;2;tutti;1
1140;riviera;2;pearl;1
1141;experience;2;sitter;1
1142;aaahhh;2;company;1
1143;hour;2;particular;1
1144;raaar;2;vladimir;1
1145;beautiful;2;science;1
1146;pony;2;dew;1
1147;share;2;mall;1
1148;court;2;shark;1
1149;desperation;2;revelry;1
1150;technology;2;cherie;1
1151;plant;2;dress;1
1152;response;2;information;1
1153;pleasure;2;needy;1
1154;trade;2;sandwich;1
1155;scientist;2;advice;1
1156;arrange;2;sneak;1
1157;odin;2;fungus;1
1158;pov;2;faculty;1
1159;porto;2;kinney;1
1160;marry;2;volleyball;1
1161;trailer;2;dmitris;1
1162;safety;2;responsibility;1
1163;base;2;ith;1
1164;cookie;2;mission;1
1165;imagine;2;trade;1
1166;ash;2;attitude;1
1167;bumper;2;zinkerbell;1
1168;castle;2;avenue;1
1169;banana;2;saucy;1
1170;rawr;2;romance;1
1171;marriage;2;style;1
1172;store;2;alter;1
1173;dang;2;crawls;1
1174;grem;2;somebody;1
1175;priority;2;motley;1
1176;outta;2;woulda;1
1177;ssssh;2;moaning;1
1178;contest;2;foot;1
1179;sell;2;mystery;1
1180;cave;2;porto;1
1181;scotland;2;pregnant;1
1182;yetis;2;bless;1
1183;province;2;neil;1
1184;weigh;2;energy;1
1185;golf;2;operation;1
1186;wayne;2;neit;1
1187;hit;2;event;1
1188;permission;2;perry;1
1189;cease;2;lipstick;1
1190;weaver;2;safety;1
1191;insane;2;issue;1
1192;intelligence;2;drink;1
1193;sea;2;pug;1
1194;exchange;2;mmm;1
1195;woo;2;reason;1
1196;nope;2;imagine;1
1197;hint;2;teach;1
1198;raise;2;voom;1
1199;sweetheart;2;heartbeat;1
1200;caleb;2;limerick;1
1201;elsa;2;razor;1
1202;gas;2;guest;1
1203;batch;2;dumbass;1
1204;klasno;2;scheme;1
1205;behavior;2;hotel;1
1206;leland;2;park;1
1207;belong;2;bennett;1
1208;development;2;reflection;1
1209;hallway;2;king;1
1210;lie;2;grem;1
1211;assignment;2;declare;1
1212;parfait;2;lie;1
1213;shoo;2;freshener;1
1214;timber;2;frail;1
1215;retirement;2;serene;1
1216;grin;2;reach;1
1217;snap;2;react;1
1218;march;2;cigarette;1
1219;emergency;2;alpha;1
1220;couple;2;chard;1
1221;ignore;2;waaaanno;1
1222;ivan;2;fishlegs;1
1223;sight;2;sector;1
1224;garbage;2;gold;1
1225;frog;2;tranquilizer;1
1226;chauncey;2;se;1
1227;suit;2;giant;1
1228;poster;2;sayin;1
1229;individuality;2;writer;1
1230;chap;2;pretty;1
1231;meaning;2;triangle;1
1232;e;2;permission;1
1233;jalapeno;2;breast;1
1234;age;2;banner;1
1235;walker;2;perfume;1
1236;menace;2;scenery;1
1237;gang;2;set;1
1238;snipey;2;art;1
1239;sent;2;throwing;1
1240;magic;2;jade;1
1241;button;2;bare;1
1242;inspection;2;sea;1
1243;folk;2;tender;1
1244;rate;2;shower;1
1245;compai;2;movie;1
1246;fulfill;2;pickup;1
1247;proof;2;plywood;1
1248;apple;2;stalk;1
1249;manage;2;outfit;1
1250;brimstone;2;spray;1
1251;chi;2;scusatemi;1
1252;vehicle;2;reverse;1
1253;visibility;2;restaurant;1
1254;trail;2;buzz;1
1255;drawer;2;load;1
1256;process;2;distress;1
1257;whoaaaa;2;pendulum;1
1258;poetry;2;sweet;1
1259;sid;2;whatever;1
1260;panic;2;belt;1
1261;stock;2;raise;1
1262;collection;2;proprietor;1
1263;light;2;pa;1
1264;counter;2;damn;1
1265;rickety;2;pile;1
1266;knothole;2;sweetheart;1
1267;ly;2;flight;1
1268;pocus;2;champion;1
1269;magnitude;2;gas;1
1270;einstein;2;liver;1
1271;witness;2;rope;1
1272;stare;2;match;1
1273;yard;2;behavior;1
1274;scare;2;fleet;1
1275;owner;2;robin;1
1276;hiding;2;ready;1
1277;ancient;2;yaaaaaaaaay;1
1278;babushka;2;anymore;1
1279;stomach;2;seek;1
1280;demonstration;2;conflict;1
1281;asshole;2;rabid;1
1282;soap;2;analysis;1
1283;combat;2;concrete;1
1284;device;2;edge;1
1285;police;2;prevention;1
1286;businessman;2;fusspot;1
1287;staff;2;prince;1
1288;ear;2;timber;1
1289;winner;2;deputy;1
1290;score;2;havin;1
1291;tape;2;easter;1
1292;awww;2;bloody;1
1293;contain;2;ivan;1
1294;destiny;2;hobblegrunt;1
1295;nightmare;2;goddamn;1
1296;warren;2;bounce;1
1297;tent;2;pet;1
1298;joy;2;decision;1
1299;joe;2;gremlin;1
1300;key;2;run;1
1301;courthouse;2;stew;1
1302;career;2;crone;1
1303;joke;2;yawn;1
1304;trova;2;range;1
1305;assure;2;silence;1
1306;respect;2;garbage;1
1307;grazie;2;mommy;1
1308;waste;2;dwayne;1
1309;hahaha;2;spending;1
1310;mutant;2;custom;1
1311;capture;2;suit;1
1312;balloon;2;invite;1
1313;bon;2;poster;1
1314;gutter;2;crane;1
1315;well;2;junior;1
1316;position;2;chronicle;1
1317;gun;2;skull;1
1318;lake;2;peppermint;1
1319;ski;2;um;1
1320;fate;2;ug;1
1321;government;2;bell;1
1322;royalty;2;curb;1
1323;talkin;2;graceful;1
1324;thief;2;troublemaker;1
1325;competitor;2;peach;1
1326;floss;2;swirl;1
1327;schedule;2;nice;1
1328;stephenson;2;heir;1
1329;surge;2;chocolate;1
1330;tomb;2;lane;1
1331;create;2;e;1
1332;compadre;2;age;1
1333;bub;2;menace;1
1334;wise;2;psycho;1
1335;flip;2;shack;1
1336;record;2;gravel;1
1337;cake;2;dessert;1
1338;squirrel;2;kitty;1
1339;detail;2;llama;1
1340;junk;2;llamo;1
1341;star;2;magic;1
1342;kinda;2;knight;1
1343;pardon;1;button;1
1344;vermin;1;shock;1
1345;noisy;1;knife;1
1346;hitch;1;stalker;1
1347;swap;1;mishap;1
1348;worth;1;pajamas;1
1349;communique;1;muffy;1
1350;skullcrusher;1;victor;1
1351;woaaaah;1;cell;1
1352;chapel;1;rotten;1
1353;pinch;1;exercise;1
1354;aaaaagh;1;exchange;1
1355;bill;1;safer;1
1356;lustre;1;chant;1
1357;ornate;1;casino;1
1358;shitload;1;opinion;1
1359;second;1;honor;1
1360;theory;1;wig;1
1361;kablooey;1;firewood;1
1362;cooking;1;apple;1
1363;poison;1;manage;1
1364;minty;1;gusting;1
1365;blur;1;cloud;1
1366;net;1;crap;1
1367;told;1;zip;1
1368;crunch;1;impress;1
1369;screams;1;charming;1
1370;splinter;1;snafflefang;1
1371;strewth;1;challenge;1
1372;humility;1;abort;1
1373;cardboard;1;freedom;1
1374;dork;1;fetch;1
1375;calculate;1;proof;1
1376;property;1;control;1
1377;daughter;1;patrol;1
1378;shista;1;lock;1
1379;jams;1;invincibility;1
1380;study;1;poetry;1
1381;ridicule;1;animal;1
1382;paris;1;mangia;1
1383;spooky;1;panic;1
1384;brought;1;rapunzel;1
1385;hindsight;1;attend;1
1386;aaaaaaiiieeeaaaiiieeeaaaah;1;wallpaper;1
1387;total;1;hahahaha;1
1388;plot;1;cabbage;1
1389;dna;1;solidarity;1
1390;spoke;1;tomato;1
1391;sweater;1;light;1
1392;mandell;1;chief;1
1393;buds;1;damsel;1
1394;paperwork;1;meter;1
1395;hereby;1;costume;1
1396;reign;1;perfect;1
1397;frenzy;1;lo;1
1398;adult;1;orange;1
1399;excellent;1;pure;1
1400;blarghgha;1;sweety;1
1401;mc;1;thrill;1
1402;worm;1;cider;1
1403;roof;1;lingerie;1
1404;cuddle;1;trap;1
1405;era;1;truth;1
1406;ms;1;shortage;1
1407;elbow;1;champ;1
1408;plunger;1;bump;1
1409;salvage;1;globe;1
1410;collosus;1;calibrate;1
1411;give;1;chaos;1
1412;bennett;1;messenger;1
1413;heartless;1;yort;1
1414;pooper;1;greedy;1
1415;aaah;1;babcock;1
1416;provide;1;g;1
1417;primbottom;1;keep;1
1418;bubabatoo;1;conversation;1
1419;hop;1;windsock;1
1420;rookie;1;sack;1
1421;fudge;1;whooo;1
1422;ectoplasm;1;steed;1
1423;pizza;1;bitch;1
1424;cherubs;1;owner;1
1425;ladder;1;asskickiness;1
1426;lag;1;quality;1
1427;wrong;1;monkey;1
1428;scourge;1;grow;1
1429;childhood;1;priority;1
1430;aloud;1;stabbin;1
1431;interpretation;1;feastavich;1
1432;yeahyeahyeahyeahyeahyeahyeah;1;gotcha;1
1433;jabs;1;july;1
1434;jerry;1;neck;1
1435;guidance;1;roulette;1
1436;mayor;1;bed;1
1437;vite;1;haw;1
1438;doggone;1;mio;1
1439;edith;1;inform;1
1440;destroyed;1;mix;1
1441;invisibility;1;nefario;1
1442;fade;1;whe;1
1443;acupuncture;1;wha;1
1444;stormiest;1;aww;1
1445;combination;1;mmmffllmmm;1
1446;strategia;1;device;1
1447;band;1;gather;1
1448;bang;1;cartrip;1
1449;whooaaooah;1;gesture;1
1450;indulge;1;fact;1
1451;interrupt;1;impression;1
1452;stinking;1;violation;1
1453;banish;1;vermillion;1
1454;bartok;1;decade;1
1455;good;1;sparky;1
1456;dumpy;1;squeeze;1
1457;bone;1;sheriff;1
1458;weirdos;1;winner;1
1459;spider;1;rash;1
1460;hanged;1;bug;1
1461;whip;1;meant;1
1462;lair;1;yelps;1
1463;driving;1;awww;1
1464;whaddya;1;h;1
1465;motel;1;leviathan;1
1466;forty;1;view;1
1467;george;1;bludvist;1
1468;content;1;orphan;1
1469;remorse;1;wire;1
1470;ra;1;genius;1
1471;got;1;state;1
1472;forth;1;progress;1
1473;foundation;1;vitamin;1
1474;associate;1;wingless;1
1475;standard;1;key;1
1476;bestow;1;maga;1
1477;springtime;1;mailbox;1
1478;kit;1;memento;1
1479;dammit;1;buster;1
1480;denture;1;career;1
1481;whatsamatter;1;april;1
1482;redline;1;admit;1
1483;flawless;1;arrgh;1
1484;whatta;1;walk;1
1485;bite;1;respect;1
1486;purpose;1;quit;1
1487;naughty;1;yay;1
1488;grade;1;tutor;1
1489;subtlety;1;yah;1
1490;hearing;1;accident;1
1491;hooo;1;toothless;1
1492;clarity;1;dodge;1
1493;rwwarrrrrr;1;supply;1
1494;blagh;1;surface;1
1495;attach;1;thud;1
1496;guinness;1;balloon;1
1497;elevator;1;cross;1
1498;compromise;1;member;1
1499;tom;1;belch;1
1500;inferno;1;kidnapping;1
1501;john;1;bald;1
1502;bitter;1;student;1
1503;genesis;1;destruction;1
1504;advisement;1;builder;1
1505;aaaahhh;1;well;1
1506;korsakov;1;fighting;1
1507;target;1;antonio;1
1508;yeeeaaahhh;1;roarrrr;1
1509;hike;1;wee;1
1510;rusty;1;bullshit;1
1511;louder;1;homework;1
1512;flame;1;crud;1
1513;iron;1;burden;1
1514;feeling;1;press;1
1515;bridge;1;turbulence;1
1516;slasher;1;footage;1
1517;runner;1;peter;1
1518;ruckus;1;recognition;1
1519;spent;1;heartache;1
1520;manner;1;leaf;1
1521;rap;1;lead;1
1522;meatlug;1;floss;1
1523;convenient;1;happend;1
1524;client;1;likey;1
1525;luxury;1;noise;1
1526;curfew;1;beatbox;1
1527;quarterback;1;pressure;1
1528;bruce;1;hobbscap;1
1529;thelonius;1;hiding;1
1530;toil;1;universe;1
1531;germany;1;madame;1
1532;letter;1;swear;1
1533;daaaay;1;washington;1
1534;airship;1;cocoa;1
1535;episode;1;guard;1
1536;doo;1;weather;1
1537;metal;1;owwwwwwwww;1
1538;aunt;1;intention;1
1539;notion;1;whoo;1
1540;yank;1;enchantment;1
1541;boogie;1;delivery;1
1542;inspire;1;buh;1
1543;ach;1;construction;1
1544;lewis;1;glory;1
1545;clippity;1;wish;1
1546;housefly;1;j;1
1547;subtle;1;whoah;1
1548;toast;1;recognize;1
1549;snooooowwww;1;goodness;1
1550;bust;1;pit;1
1551;sugar;1;talkin;1
1552;bush;1;ponytail;1
1553;population;1;junk;1
1554;wearing;1;sooooo;1
1555;mixture;1;cliff;1
1556;stow;1;gooooood;1
1557;amazon;1;crankin;1
1558;dy;1;rotting;1
1559;smug;1;rule;1
