;vocab_male;vocab_male_count;vocab_female;vocab_female_count
1126;grin;9;jamie;3
1127;knife;9;assistance;3
1128;dagger;9;health;3
1129;bon;9;box;3
1130;movement;9;sheriff;3
1131;radar;9;shift;3
1132;courage;9;parking;3
1133;reverse;9;crisis;3
1134;simple;9;pinzgauer;3
1135;yesterday;9;afford;3
1136;jimmy;9;clue;3
1137;cure;9;piano;3
1138;account;9;cat;3
1139;lama;9;soup;3
1140;townie;9;laughter;3
1141;prisoner;9;fuck;3
1142;protect;9;write;3
1143;fucker;9;sunday;3
1144;match;9;block;3
1145;corpse;9;pointer;3
1146;shelter;9;attraction;3
1147;wish;9;observatory;3
1148;hospital;9;non;3
1149;ceremony;9;killer;3
1150;london;9;wagon;3
1151;donkey;9;term;3
1152;convict;9;servant;3
1153;corn;9;pizza;3
1154;cowboy;9;em;3
1155;bath;9;description;3
1156;row;9;jackson;3
1157;weird;9;yuri;3
1158;wagon;9;gordon;3
1159;darrow;9;emotion;3
1160;yup;9;blink;3
1161;plastic;9;carry;3
1162;troy;9;caught;3
1163;spirit;9;plastic;3
1164;driver;9;hut;3
1165;relief;9;sophie;3
1166;model;9;junk;3
1167;idiot;9;rent;3
1168;apartment;9;offering;3
1169;rate;9;concern;3
1170;scientist;9;egg;3
1171;blackwood;9;lotus;3
1172;analysis;9;troy;3
1173;chaos;9;crane;3
1174;elliot;9;assistant;3
1175;boot;9;roger;3
1176;disaster;8;notice;3
1177;spin;8;emergency;3
1178;ease;8;contract;3
1179;bottom;8;pov;3
1180;mighty;8;period;3
1181;square;8;janek;3
1182;russia;8;stretch;3
1183;burning;8;vacation;3
1184;rush;8;thousand;3
1185;dirty;8;helmet;3
1186;johnny;8;weee;3
1187;learn;8;companion;3
1188;scavs;8;director;3
1189;pegasus;8;relief;3
1190;ashton;8;reward;3
1191;vidalia;8;thinking;3
1192;virus;8;zulu;3
1193;link;8;stung;3
1194;punch;8;miracle;3
1195;animal;8;barton;3
1196;log;8;mood;3
1197;stomach;8;football;3
1198;biker;8;throw;3
1199;meant;8;salvage;3
1200;thief;8;operator;3
1201;fedex;8;fighter;3
1202;schedule;8;rage;3
1203;samurai;8;taste;3
1204;protection;8;idiot;3
1205;secure;8;cove;3
1206;lay;8;flower;3
1207;band;8;groom;3
1208;medicine;8;meditation;3
1209;iron;8;mason;3
1210;swamp;8;hmmm;3
1211;cooperation;8;program;3
1212;wu;8;norm;3
1213;saddam;8;song;3
1214;gut;8;heaven;3
1215;assistance;8;grandfather;3
1216;explosion;8;random;3
1217;trial;8;circuit;3
1218;dadgum;8;maggie;3
1219;clue;8;cash;3
1220;offering;8;haaa;3
1221;burst;8;material;3
1222;touch;8;section;3
1223;read;8;arena;3
1224;miracle;8;substance;3
1225;amount;8;duloc;3
1226;yo;8;experience;3
1227;bless;8;tim;3
1228;fairy;8;revelation;3
1229;rope;8;teague;3
1230;auto;8;comms;3
1231;murph;8;scar;3
1232;bee;8;rudy;3
1233;gallery;8;refuse;3
1234;frigga;8;suffer;3
1235;legacy;8;style;3
1236;jersey;8;humbaba;3
1237;capture;8;van;3
1238;kick;8;yo;3
1239;glare;8;mystery;3
1240;twist;8;wash;3
1241;type;8;leave;3
1242;kong;8;ass;3
1243;sugar;8;belief;3
1244;earl;8;swanger;3
1245;troop;8;threat;3
1246;trigger;8;heartbeat;3
1247;mexico;8;fancy;3
1248;dear;8;guest;3
1249;petersburg;8;jet;3
1250;shift;8;park;3
1251;visit;8;aningang;3
1252;plaza;8;react;3
1253;mankind;8;flicker;3
1254;basket;8;ruin;3
1255;butt;8;banner;3
1256;responsibility;8;river;3
1257;spy;8;intelligence;3
1258;mmm;8;bare;3
1259;mama;8;barn;3
1260;outta;8;leg;3
1261;century;8;pickup;3
1262;duck;8;europe;3
1263;arrange;8;gypsy;3
1264;violence;8;devil;3
1265;stock;8;raise;3
1266;bulb;8;secret;3
1267;bud;8;corridor;3
1268;glory;8;assignment;3
1269;paris;8;task;3
1270;enterprise;8;cheek;3
1271;ahh;8;analysis;3
1272;fury;8;alvin;3
1273;sidney;8;prince;3
1274;engineer;8;source;3
1275;season;8;townsfolk;3
1276;bunnymund;8;bloody;3
1277;favor;8;knock;3
1278;tiger;8;loser;3
1279;helmet;8;decision;3
1280;grass;8;range;3
1281;grandfather;8;frost;3
1282;faint;8;tara;3
1283;health;8;insect;3
1284;powwow;8;nash;3
1285;art;8;transmission;3
1286;baseball;8;sewage;3
1287;pi;8;cap;3
1288;zombie;8;defeat;3
1289;freak;8;opinion;3
1290;clever;8;danger;3
1291;g;8;manage;3
1292;asshole;8;patrol;3
1293;member;8;iain;3
1294;lobby;8;freedom;3
1295;junk;8;tap;3
1296;pulse;7;lock;3
1297;china;7;perimeter;3
1298;coward;7;ow;3
1299;boston;7;counter;3
1300;score;7;dan;3
1301;stadium;7;dah;3
1302;player;7;drip;3
1303;split;7;transmitter;3
1304;desire;7;society;3
1305;passenger;7;timer;3
1306;tooth;7;mal;3
1307;jeebs;7;greta;3
1308;macho;7;mix;3
1309;winter;7;clive;3
1310;troll;7;gesture;3
1311;henscher;7;ho;3
1312;one;7;bear;3
1313;knee;7;frame;3
1314;axe;7;drug;3
1315;hooper;7;monitor;3
1316;blah;7;respect;3
1317;surveillance;7;platform;3
1318;dart;7;smoking;3
1319;stranger;7;laser;3
1320;leadership;7;partner;3
1321;ay;7;happiness;3
1322;midget;7;lake;3
1323;section;7;become;3
1324;regiment;7;growth;3
1325;register;7;corpse;3
1326;zeus;7;passion;3
1327;load;7;beach;3
1328;firm;7;emperor;3
1329;sweetheart;7;charley;3
1330;senate;7;ridge;3
1331;religion;7;maze;3
1332;repair;7;hm;3
1333;garbage;7;margo;3
1334;poster;7;count;3
1335;garden;7;convince;3
1336;marry;7;cake;3
1337;gettin;7;romance;3
1338;engage;7;cloister;3
1339;sergeant;7;vermin;2
1340;gotcha;7;francesco;2
1341;muir;7;consider;2
1342;frame;7;bike;2
1343;packet;7;swap;2
1344;salma;7;sway;2
1345;frustration;7;fireplace;2
1346;told;7;solution;2
1347;containment;7;succession;2
1348;steal;7;serebreakov;2
1349;steam;7;horn;2
1350;con;7;incantation;2
1351;cohaagen;7;studio;2
1352;zone;7;pursuit;2
1353;vegas;7;humility;2
1354;teacher;7;secure;2
1355;cab;7;campaign;2
1356;sacrifice;7;hiya;2
1357;begin;7;rape;2
1358;fifty;7;survive;2
1359;sport;7;relax;2
1360;warhol;7;grief;2
1361;scum;7;origin;2
1362;soil;7;tnt;2
1363;thinking;7;worm;2
1364;operator;7;root;2
1365;poop;7;orion;2
1366;cliff;7;ceremony;2
1367;teach;7;hog;2
1368;neil;7;compassion;2
1369;event;7;stravanavitch;2
1370;karbala;7;blanket;2
1371;issue;7;loyalty;2
1372;mack;7;law;2
1373;maurice;7;baggage;2
1374;beg;7;tereshkova;2
1375;evolution;7;ibanez;2
1376;admit;7;gento;2
1377;francisco;7;production;2
1378;weakness;7;fade;2
1379;bam;7;combination;2
1380;voyage;7;weakness;2
1381;anchor;7;thee;2
1382;left;7;bang;2
1383;landing;7;silver;2
1384;manager;7;ewwww;2
1385;milk;7;good;2
1386;mommy;7;victory;2
1387;texas;7;volcano;2
1388;lunch;7;telescope;2
1389;california;7;aide;2
1390;carry;7;milan;2
1391;channel;7;taught;2
1392;hostage;7;whip;2
1393;cancer;7;lair;2
1394;audience;7;forty;2
1395;meaning;7;engineer;2
1396;brute;7;revenge;2
1397;gort;7;ate;2
1398;raft;7;mcqueen;2
1399;comfort;7;accent;2
1400;advice;7;rank;2
1401;retrieval;7;hearing;2
1402;speech;7;bicycle;2
1403;luke;7;thick;2
1404;aircraft;7;hood;2
1405;restaurant;7;agriculture;2
1406;pet;7;basketball;2
1407;denham;7;cuff;2
1408;joppa;7;ceiling;2
1409;yard;7;tool;2
1410;beam;7;kept;2
1411;bean;7;speaking;2
1412;success;7;iron;2
1413;plague;7;minus;2
1414;wise;7;fashion;2
1415;pit;7;oipmiq;2
1416;goin;7;doc;2
1417;pride;7;toast;2
1418;hide;7;carbine;2
1419;breathe;7;explain;2
1420;toxic;7;disgust;2
1421;formation;7;meng;2
1422;top;7;plate;2
1423;ton;7;godzilla;2
1424;tom;7;integrity;2
1425;ceiling;7;coast;2
1426;harper;7;wormhole;2
1427;gladiator;7;steam;2
1428;satellite;7;julien;2
1429;term;7;fair;2
1430;someplace;7;lemonade;2
1431;hull;7;reporting;2
1432;hug;7;duir;2
1433;merry;7;result;2
1434;pop;7;agenor;2
1435;inception;7;pete;2
1436;announcement;7;co2;2
1437;trash;7;sail;2
1438;symbol;7;grandmother;2
1439;flower;7;muh;2
1440;dokey;7;brigade;2
1441;crush;7;nature;2
1442;style;7;ham;2
1443;pray;7;pity;2
1444;friendship;7;myeu;2
1445;bare;7;edgar;2
1446;crane;7;disengage;2
1447;nick;7;com;2
1448;breach;7;canyon;2
1449;apple;7;gratitude;2
1450;fee;7;basin;2
1451;proof;7;idol;2
1452;barbatus;7;exception;2
1453;agency;7;save;2
1454;inch;7;tank;2
1455;fishing;7;remo;2
1456;transfer;7;cylinder;2
1457;electricity;6;sticker;2
1458;second;6;explanation;2
1459;unit;6;audrey;2
1460;dna;6;player;2
1461;relax;6;folk;2
1462;hoo;6;punctuality;2
1463;hop;6;mouse;2
1464;silver;6;growl;2
1465;arrow;6;descent;2
1466;purpose;6;bunny;2
1467;hiya;6;delight;2
1468;wisdom;6;kim;2
1469;prix;6;butter;2
1470;argue;6;mamma;2
1471;hong;6;mib;2
1472;gasps;6;linton;2
1473;yellowstone;6;human;2
1474;stress;6;photographer;2
1475;truce;6;shahaylu;2
1476;dunno;6;birth;2
1477;boyfriend;6;wreckage;2
1478;backpack;6;brought;2
1479;anti;6;gift;2
1480;mask;6;remind;2
1481;debris;6;battlefield;2
1482;past;6;somehow;2
1483;experience;6;jennifer;2
1484;infantery;6;jupiter;2
1485;sauce;6;election;2
1486;jet;6;extinction;2
1487;factor;6;dense;2
1488;damnit;6;icy;2
1489;deactivate;6;xander;2
1490;bell;6;discount;2
1491;continue;6;bolt;2
1492;spring;6;cowboy;2
1493;cia;6;sshh;2
1494;scratch;6;despair;2
1495;magic;6;kyle;2
1496;confidence;6;sob;2
1497;hauser;6;presence;2
1498;kiss;6;fucking;2
1499;rotation;6;sitter;2
1500;evacuation;6;shhh;2
1501;owner;6;heal;2
1502;edgar;6;hmm;2
1503;arrest;6;crystal;2
1504;become;6;mjolnir;2
1505;transport;6;maximus;2
1506;hobbscap;6;palm;2
1507;ink;6;hotter;2
1508;worm;6;fury;2
1509;bang;6;evidence;2
1510;bread;6;role;2
1511;elevator;6;trepidation;2
1512;humor;6;maureen;2
1513;post;6;faster;2
1514;welcome;6;caldwell;2
1515;abort;6;flash;2
1516;pipe;6;mourn;2
1517;introduce;6;coon;2
1518;el;6;gum;2
1519;ex;6;quick;2
1520;sheet;6;bonfire;2
1521;hauls;6;revolution;2
1522;breeze;6;core;2
1523;role;6;discover;2
1524;twelve;6;spider;2
1525;bucket;6;skolothia;2
1526;venice;6;bo;2
1527;revelation;6;pause;2
1528;muscle;6;teacher;2
1529;league;6;bow;2
1530;pace;6;emerge;2
1531;mitchell;6;treasure;2
1532;guide;6;os;2
1533;hallway;6;cloak;2
1534;radiator;6;lose;2
1535;parade;6;dude;2
1536;rum;6;yum;2
1537;simulation;6;scav;2
1538;go;6;prep;2
1539;kate;6;ignorant;2
1540;wave;6;tokyo;2
1541;soup;6;stature;2
1542;ambition;6;natasha;2
1543;mad;6;saito;2
1544;photograph;6;gabby;2
1545;border;6;offense;2
1546;deploy;6;stole;2
1547;shaikh;6;monitoring;2
1548;mcconnell;6;sidney;2
1549;lincoln;6;maybe;2
1550;trucker;6;jail;2
1551;margo;6;tall;2
1552;cruel;6;junction;2
1553;draco;6;midnight;2
1554;eric;6;stability;2
1555;talkin;6;coll;2
1556;zundapp;6;terrace;2
1557;wreck;6;cold;2
1558;campaign;6;worship;2
1559;landscape;6;suspicion;2
1560;warn;6;mail;2
1561;attempt;6;limbo;2
1562;therapy;6;smarter;2
1563;bone;6;shatter;2
1564;taught;6;sooner;2
1565;struggle;6;academy;2
1566;warrior;6;baxter;2
1567;cousin;6;zurich;2
1568;butter;6;torch;2
1569;protocol;6;rooster;2
1570;yes;6;formula;2
1571;character;6;sensor;2
1572;dignity;6;theory;2
1573;bolt;6;possibility;2
1574;nerve;6;carl;2
1575;henry;6;henscher;2
1576;earthquake;6;advance;2
1577;france;6;invitation;2
1578;wallet;6;budweiser;2
1579;sooner;6;rachel;2
1580;fiery;6;sparkler;2
1581;spectacle;6;ring;2
1582;muffin;6;sheep;2
1583;tour;6;sheer;2
1584;graveyard;6;escort;2
1585;drain;6;hug;2
1586;pile;6;season;2
1587;destination;6;chute;2
1588;recall;6;butt;2
1589;existence;6;boyfriend;2
1590;harm;6;sylwanin;2
1591;sector;6;lullaby;2
1592;boulder;6;alley;2
1593;stravanavitch;6;sad;2
1594;bip;6;breakfast;2
1595;gatehouse;6;silhouette;2
1596;robbery;6;rag;2
1597;techie;6;icos;2
1598;rabbit;6;keppler;2
1599;chief;6;proud;2
1600;junction;6;delta;2
1601;math;6;fifty;2
1602;south;6;slot;2
1603;request;6;crime;2
1604;disease;6;unsure;2
1605;text;6;dyl;2
1606;assure;6;celebrate;2
1607;plain;6;freaking;2
1608;value;6;resource;2
1609;sofa;6;tube;2
1610;buy;6;borrow;2
1611;circus;6;danae;2
1612;mo;6;college;2
1613;salvage;6;volstagg;2
1614;estate;6;um;2
1615;guarantee;6;janey;2
1616;victory;6;beith;2
1617;murder;6;blame;2
1618;rat;6;concentrate;2
1619;geez;6;quack;2
1620;mud;6;pray;2
1621;discovery;6;nooooo;2
1622;yusuf;6;olympos;2
1623;beside;6;turkey;2
1624;hunt;6;prototype;2
1625;til;6;bullshit;2
1626;cooper;6;observe;2
1627;ixion;6;minister;2
1628;birthday;6;washington;2
1629;midnight;6;trick;2
1630;torch;6;cast;2
1631;george;6;cart;2
1632;bennie;6;walla;2
1633;ant;6;monk;2
1634;tornado;6;cluster;2
1635;connor;6;pat;2
1636;cheat;6;bowl;2
1637;comm;6;surveillance;2
1638;period;6;speech;2
1639;pole;6;moh;2
1640;shaft;6;pan;2
1641;simulator;6;rainbow;2
1642;mood;6;breeze;2
1643;aldan;6;bottle;2
1644;hmmm;6;model;2
1645;ticket;6;summer;2
1646;tea;6;affair;2
1647;gungnir;6;pillar;2
1648;jovi;6;generator;2
1649;trevor;6;republic;2
1650;whoo;6;read;2
1651;cinco;6;traffic;2
1652;demand;6;clan;2
1653;cheer;6;magellan;2
1654;ignore;6;canteen;2
1655;range;6;custody;2
1656;stream;6;recorder;2
1657;patrol;6;o2;2
1658;villain;6;communicate;2
1659;panic;6;volkswagen;2
1660;orange;6;innocence;2
1661;tray;6;lucy;2
1662;intention;6;ok;2
1663;chicken;6;ace;2
1664;joy;6;industry;2
1665;aggie;6;wolf;2
1666;grazie;6;backup;2
1667;hmm;6;module;2
1668;murdock;6;shower;2
1669;column;6;bucket;2
1670;sweat;6;assume;2
1671;goodness;6;sadness;2
1672;behe;6;dirty;2
1673;bacon;5;grass;2
1674;goddammit;5;agree;2
1675;doin;5;toilet;2
1676;gauge;5;ohh;2
1677;debt;5;describe;2
1678;lucas;5;general;2
1679;survival;5;lifetime;2
1680;birth;5;deed;2
1681;remind;5;film;2
1682;creek;5;deserve;2
1683;marshall;5;storage;2
1684;dealer;5;shelter;2
1685;relay;5;symbol;2
1686;claus;5;herbs;2
1687;gunfire;5;princessa;2
1688;seventy;5;ikran;2
1689;vote;5;mass;2
1690;bite;5;dollar;2
1691;say;5;catastrophe;2
1692;keptin;5;lotophagi;2
1693;lawn;5;cadaver;2
1694;resource;5;fan;2
1695;borrow;5;condition;2
1696;vacuum;5;evaluation;2
1697;gimme;5;population;2
1698;ace;5;lawyer;2
1699;buying;5;hesitation;2
1700;beverage;5;brief;2
1701;consider;5;movement;2
1702;gosh;5;hmmmm;2
1703;doom;5;conviction;2
1704;mall;5;whine;2
1705;attitude;5;soldier;2
1706;jed;5;disregard;2
1707;mmmm;5;acrisius;2
1708;marriage;5;put;2
1709;banner;5;examiner;2
1710;devil;5;dowager;2
1711;champion;5;attendance;2
1712;pound;5;beautiful;2
1713;clearance;5;comfort;2
1714;blackjack;5;glowing;2
1715;lane;5;option;2
1716;sent;5;vlad;2
1717;rack;5;advice;2
1718;survey;5;spectre;2
1719;sire;5;responsibility;2
1720;slip;5;burn;2
1721;houston;5;attitude;2
1722;tatopoulos;5;resort;2
1723;romulan;5;pad;2
1724;witness;5;sauce;2
1725;length;5;alter;2
1726;bedroom;5;crawls;2
1727;jaw;5;woulda;2
1728;jam;5;inch;2
1729;h;5;pegasus;2
1730;aye;5;polluc;2
1731;li;5;odin;2
1732;trajectory;5;weight;2
1733;laser;5;haley;2
1734;identity;5;clockwork;2
1735;shotgun;5;quantum;2
1736;whistler;5;etat;2
1737;software;5;funding;2
1738;delivery;5;item;2
1739;apollo;5;paradise;2
1740;convince;5;flame;2
1741;illusion;5;gut;2
1742;sitwell;5;cockpit;2
1743;petra;5;temperature;2
1744;goddamnit;5;divorce;2
1745;insult;5;porpoise;2
1746;interview;5;fischer;2
1747;yorgi;5;razor;2
1748;thee;5;vidalia;2
1749;daniel;5;hotel;2
1750;grave;5;kitchen;2
1751;toast;5;mmmm;2
1752;guidance;5;rifle;2
1753;personality;5;declare;2
1754;macto;5;cleon;2
1755;tone;5;wilson;2
1756;sticker;5;lil;2
1757;fusion;5;commotion;2
1758;lucilla;5;build;2
1759;discover;5;liz;2
1760;helpless;5;eater;2
1761;cold;5;cigarette;2
1762;halt;5;virus;2
1763;tomahawk;5;moss;2
1764;madam;5;kay;2
1765;caught;5;toruk;2
1766;television;5;organism;2
1767;recruit;5;lying;2
1768;rasczak;5;thomas;2
1769;kepheus;5;freight;2
1770;blame;5;se;2
1771;madness;5;firewood;2
1772;embrace;5;simplicity;2
1773;fruit;5;reign;2
1774;ruler;5;england;2
1775;fortune;5;capital;2
1776;recorder;5;tatopoulos;2
1777;chop;5;theft;2
1778;backup;5;basement;2
1779;weight;5;silk;2
1780;groan;5;banquet;2
1781;nero;5;enemy;2
1782;carpet;5;dump;2
1783;foster;5;creator;2
1784;sasha;5;tender;2
1785;circuit;5;bark;2
1786;citizen;5;kneel;2
1787;mist;5;lap;2
1788;grey;5;bronze;2
1789;micker;5;restaurant;2
1790;juice;5;hint;2
1791;cave;5;aid;2
1792;alpha;5;annie;2
1793;jayne;5;baseball;2
1794;velocity;5;healing;2
1795;flicker;5;load;2
1796;justice;5;majesty;2
1797;prague;5;whatever;2
1798;battery;5;belt;2
1799;shiftwell;5;px;2
1800;smart;5;ahhhh;2
1801;march;5;sweetheart;2
1802;savage;5;ada;2
1803;alert;5;gap;2
1804;larry;5;liver;2
1805;sausage;5;chatter;2
1806;manage;5;shiftwell;2
1807;missile;5;pace;2
1808;outer;5;mainframe;2
1809;baxter;5;behavior;2
1810;globe;5;error;2
1811;quality;5;pack;2
1812;awe;5;demon;2
1813;whoah;5;monroe;2
1814;cent;5;chase;2
1815;well;5;funny;2
1816;turbulence;5;cigar;2
1817;lose;5;rabid;2
1818;cricket;5;fabrication;2
1819;hq;5;maker;2
1820;ear;5;cheer;2
1821;education;5;alignment;2
1822;pardon;5;jumpsuit;2
1823;solution;5;letting;2
1824;mel;5;deputy;2
1825;credit;5;radiator;2
1826;lucy;5;charon;2
1827;grade;5;portcullis;2
1828;spending;5;cheerleader;2
1829;quarterback;5;bounce;2
1830;observation;5;bouncy;2
1831;neuralizer;5;pale;2
1832;continent;5;roth;2
1833;kit;5;mummy;2
1834;human;5;gimme;2
1835;surrender;5;pounding;2
1836;grief;5;zombie;2
1837;dig;5;karmann;2
1838;merlin;5;simulation;2
1839;ahhh;5;lifeless;2
1840;tale;5;ieukpalliktuq;2
1841;gesture;5;phhhhhht;2
1842;josephine;5;alison;2
1843;stability;5;stench;2
1844;interference;5;luke;2
1845;koom;5;forward;2
1846;tourist;5;glow;2
1847;flavor;5;poster;2
1848;moi;5;skull;2
1849;mob;5;faint;2
1850;hallelujah;5;club;2
1851;doll;5;department;2
1852;ellie;5;tech;2
1853;beacon;5;draw;2
1854;airport;5;lane;2
1855;quintus;5;vice;2
1856;fist;5;menace;2
1857;ruin;5;rescuer;2
1858;lion;5;mardi;2
1859;secret;5;resistance;2
1860;corridor;5;quert;2
1861;realm;5;ga;2
1862;task;5;flashback;2
1863;organization;5;ahhaha;2
1864;cuz;5;mug;2
1865;cue;5;sent;2
1866;tamburlane;5;clatter;2
1867;ariadne;5;tri;2
1868;insectopia;5;button;2
1869;queen;5;protect;2
1870;safer;5;sensation;2
1871;collection;5;expense;2
1872;puente;5;squeeze;2
1873;babcock;5;judy;2
1874;puppet;5;exercise;2
1875;ancient;5;dimondium;2
1876;monkey;5;sink;2
1877;gear;5;safer;2
1878;nefario;5;gatherer;2
1879;sonofabitch;5;engage;2
1880;bear;5;respiration;2
1881;skynet;5;lieutenant;2
1882;pattern;5;chant;2
1883;progress;5;casino;2
1884;instant;5;survey;2
1885;ohh;5;salvation;2
1886;panhead;5;wig;2
1887;inspector;5;duct;2
1888;penzance;5;feller;2
1889;ada;5;ghia;2
1890;royalty;5;cha;2
1891;lieutenant;5;stream;2
1892;buckle;5;toy;2
1893;pin;5;halloween;2
1894;pie;5;impress;2
1895;poison;5;infection;2
1896;blur;5;fiery;2
1897;forehead;5;account;2
1898;rank;5;repairman;2
1899;fiction;5;process;2
1900;tool;5;tag;2
1901;serve;5;slip;2
1902;plenty;5;purpose;2
1903;pinocchio;5;panic;2
1904;claude;5;attend;2
1905;farquaad;5;thunderstorm;2
1906;tommy;5;notebook;2
1907;confusion;5;prance;2
1908;wear;5;robot;2
1909;goddess;5;vector;2
1910;beef;5;meter;2
1911;snipe;5;bunch;2
1912;avatar;5;perfect;2
1913;icy;5;choose;2
1914;bargain;5;antidote;2
1915;tie;5;forest;2
1916;clouds;5;puente;2
1917;crisis;5;snake;2
1918;judy;5;auto;2
1919;array;5;cider;2
1920;bounty;5;maneuvering;2
1921;rent;5;lingerie;2
1922;playing;5;guten;2
1923;region;5;shannon;2
1924;helicopter;5;defend;2
1925;statue;5;reboot;2
1926;furniture;5;messenger;2
1927;towel;5;lecture;2
1928;jeez;5;comrade;2
1929;grasp;5;florida;2
1930;deserve;5;scare;2
1931;follow;5;cinderella;2
1932;musta;5;type;2
1933;rekall;5;hiding;2
1934;wrestler;5;ancient;2
1935;bout;5;priority;2
1936;marcus;5;allinol;2
1937;stall;5;ton;2
1938;grotesque;5;cabin;2
1939;sweet;5;shell;2
1940;rig;5;gotcha;2
1941;delta;5;policeman;2
1942;insect;5;beg;2
1943;cruiser;5;ventilation;2
1944;survivor;5;lover;2
1945;tag;5;drunk;2
1946;rape;5;clip;2
1947;budge;5;realizes;2
1948;holiday;5;courtesy;2
1949;practice;5;draws;2
1950;joe;5;volume;2
1951;growth;5;burden;2
1952;brush;5;knowledge;2
1953;cake;5;jay;2
1954;oooh;4;sonofabitch;2
1955;eagle;4;drawn;2
1956;brought;4;evolution;2
1957;passport;4;shu;2
1958;paperwork;4;h;2
1959;blade;4;contain;2
1960;volcano;4;madam;2
1961;wash;4;lazy;2
1962;collapse;4;intensity;2
1963;dozer;4;closet;2
1964;bush;4;pattern;2
1965;carbon;4;weird;2
1966;blonde;4;joy;2
1967;fry;4;magi;2
1968;disguise;4;seaboard;2
1969;projection;4;powerless;2
1970;hah;4;jersey;2
1971;ham;4;comment;2
1972;fox;4;tuesday;2
1973;fog;4;laugh;2
1974;flood;4;sara;2
1975;thorkel;4;curtain;2
1976;subway;4;define;2
1977;address;4;psi;2
1978;brilliant;4;accident;2
1979;fake;4;bull;2
1980;afford;4;volunteer;2
1981;virtue;4;commodus;2
1982;monitoring;4;value;2
1983;thump;4;maul;2
1984;nation;4;erik;2
1985;formula;4;krakaboom;2
1986;emotion;4;salma;2
1987;draft;4;delusion;2
1988;roadside;4;matthew;2
1989;krishna;4;speaker;2
1990;surgery;4;bernoulli;2
1991;canoe;4;suzy;2
1992;summer;4;effect;2
1993;rover;4;judgment;2
1994;gurney;4;airlock;2
1995;ad;4;destruction;2
1996;ar;4;protector;2
1997;mass;4;mention;2
1998;appointment;4;shotgun;2
1999;revealing;4;ron;2
2000;hugo;4;flesh;2
2001;cockpit;4;web;2
2002;bumper;4;taigaa;2
2003;guest;4;tight;2
2004;sell;4;cage;2
2005;nail;4;crack;2
2006;cease;4;branch;2
2007;europe;4;desk;2
2008;loan;4;loss;2
2009;hitting;4;stabilize;2
2010;admire;4;miami;2
2011;error;4;self;2
2012;funny;4;holley;2
2013;wasteland;4;leap;2
2014;goblet;4;locate;2
2015;admission;4;biology;2
2016;ivan;4;murderer;2
2017;bounce;4;universe;2
2018;custom;4;madame;2
2019;totem;4;sweat;2
2020;klingon;4;software;2
2021;defeat;4;cocoa;2
2022;standing;4;transfer;2
2023;charity;4;frustration;2
2024;customer;4;north;2
2025;bent;4;stadium;2
2026;notebook;4;hu;2
2027;dock;4;gain;2
2028;society;4;lynn;2
2029;architecture;4;territory;2
2030;philosophy;4;wise;2
2031;soap;4;flip;2
2032;smash;4;excitement;2
2033;destiny;4;burger;2
2034;staring;4;pie;2
2035;drug;4;pig;2
2036;eta;4;rule;2
2037;mailman;4;goodness;2
2038;medallion;4;education;2
2039;commodus;4;contest;2
2040;gibbs;4;detail;2
2041;bald;4;cliff;2
2042;footage;4;portion;2
2043;blanket;4;augustine;1
2044;bunker;4;windscreen;1
2045;bro;4;foul;1
2046;glance;4;increase;1
2047;devastation;4;pardon;1
2048;tnt;4;abundance;1
2049;bennett;4;sinew;1
2050;agony;4;daze;1
2051;disappoint;4;lionel;1
2052;ladder;4;sinking;1
2053;greet;4;lure;1
2054;japan;4;gobbler;1
2055;network;4;dispense;1
2056;forth;4;void;1
2057;barrier;4;prowls;1
2058;standard;4;fishbowl;1
2059;manner;4;soap;1
2060;bruce;4;frailty;1
2061;draws;4;sherlock;1
2062;com;4;pinch;1
2063;royal;4;hapaya;1
2064;aim;4;methane;1
2065;remo;4;jamaica;1
2066;tissue;4;infancy;1
2067;drip;4;harold;1
2068;illustration;4;pulse;1
2069;horizon;4;chef;1
2070;wasting;4;gator;1
2071;float;4;aristocrat;1
2072;prayer;4;cactus;1
2073;flask;4;itcitem;1
2074;revolution;4;blue;1
2075;marker;4;rope;1
2076;market;4;carmath;1
2077;moneypenny;4;solemn;1
2078;caw;4;pooky;1
2079;clothing;4;verus;1
2080;staircase;4;frank;1
2081;nod;4;neat;1
2082;marine;4;net;1
2083;breed;4;told;1
2084;slap;4;spunky;1
2085;snack;4;drew;1
2086;cannon;4;socialize;1
2087;leather;4;watts;1
2088;courtyard;4;chino;1
2089;ruby;4;cardboard;1
2090;sportster;4;dork;1
2091;document;4;property;1
2092;trawler;4;mantis;1
2093;spyros;4;robin;1
2094;listening;4;goddamnit;1
2095;lorien;4;stabbin;1
2096;trunk;4;biometric;1
2097;iraq;4;godmother;1
2098;arena;4;feelings;1
2099;zim;4;viscera;1
2100;invasion;4;sooooo;1
2101;gps;4;corncrib;1
2102;camouflage;4;provocative;1
2103;lit;4;plow;1
2104;mace;4;spoke;1
2105;clean;4;mexico;1
2106;x;4;milburn;1
2107;vessel;4;denmark;1
2108;determination;4;assessment;1
2109;wherever;4;preparation;1
2110;darrell;4;hereby;1
2111;retirement;4;underwear;1
2112;creation;4;curvature;1
2113;rub;4;warm;1
2114;react;4;unstrap;1
2115;nah;4;goddammit;1
2116;inspection;4;pursue;1
2117;feller;4;crest;1
2118;hudson;4;gasoline;1
2119;scoop;4;receice;1
2120;slide;4;dock;1
