|character|text|type|character_clean|gender
624||"in the back seat on a rural road.  Isabella is not with them.
One of her Russians is.  In the front seat, his SMG is ready;
his eyes never leave Crockett and Tubbs."|stage direction||
625||EXT. ROAD - CARAVAN|location||
626||"A military Hummer in the front carries Isabella with her
security.  Behind is a crew cab with bench seats loaded with
Haitian paramilitary."|stage direction||
627||INT. MERCEDES - TUBBS|location||
628||"They approach a town.  He nudges Crockett.  A police
roadblock's ahead.
CROCKETT
has seen something else.  He indicates the pager on his
waist.
TUBBS' POV:  PAGER - NO SIGNAL
That's what's surprising.  Tubbs pulls his cell phone.
Meanwhile, they're slowing down for the police roadblock.
Crockett gets tense...
TUBBS
watches.  His cell's SIGNAL STRENGTH INDICATOR steps down to
zero."|stage direction||
629||EXT. POLICE ROADBLOCK - COPS|location||
630||stop the caravan.  Is this turning bad?|stage direction||
631||INT. CAR - CROCKETT|location||
632||alarmed.|stage direction||
633||EXT. ROADBLOCK - HAITIAN COPS|location||
634||"check under the vehicles with mirrors.  See all the weapons.
Salute.  Usher the convoy past."|stage direction||
635||INT. MERCEDES - CROCKETT + TUBBS|location||
636||"exchange a look.  Then they get it.  The cops work as
security for the narcotrafficker.  The caravan advances
towards a major intersection.  This one is blocked-off by
Haitian military."|stage direction||
637||EXT. SECOND CHECKPOINT - CAR DOOR|location||
638||"is snatched open.  Haitian soldiers search Crockett and
Tubbs.  They defer to the Russian-speaking security.
Mercedes pulls forward...
CROCKETT
eyes his pager; Tubbs his cell phone: no signal in an urban
area?  Blocking signal traffic is something the CIA does over
Baghdad.  It's not supposed to be happening in Haiti on a
dope deal.
CROCKETT + TUBBS
SEE a third circle of security approach.
PRIVATE-SECTOR TYPES IN BUSINESS SUITS
carrying automatic weapons, some more casually dressed, some
with night-vision goggles.  The vehicles stop."|stage direction||
639||EXT. TOWN SQUARE|location||
640||"Crockett and Tubbs are directed to get out.  They're pushed
around and searched.  A working class Glaswegion Scot, a
couple of 5'10"" Brits are off to the side with short hair and
shoulders that are too deep and faces like Rugby players (ex-
SAS).  Russians are ex-KGB.  Languages overheard:  smatterings
of Russian, Hebrew and English.  Crockett and Tubbs look at
each other:  they get it.  This is the cream of private
sector security.  And it says top dollar infrastructure.
THEY + WE SEE:  EXT. TOWN SQUARE
Four avenues lead in.  Each avenue is blocked.  The square is
closed down to vehicles and pedestrians.  Locals have
disappeared.  In the center of the square are FOUR MATCHING
BLACK SUBURBANS.
CROCKETT
gestures to Tubbs to look up.  They see...
ROOFTOPS:  TWO-MAN TEAMS - SNIPER + SPOTTER
with night-vision goggles...
CROCKETT + TUBBS
are clean.
CROCKETT, TUBBS + ISABELLA
cross through a no-man's land.  It feels like being in the
open in Kosovo.
TUBBS
checks out the first Suburban's uplink satellite dish on a
hydraulic mast.  The rear's converted into computer equipment
sitting in ruggedized racks..."|stage direction||
641||INT. SECOND SUBURBAN - WIDE|location||
642||"Doors open.  The interior has been converted into a
luxurious, limo-like office with swivel seats.  Isabella
followed by Crockett and Tubbs enter.  It's occupied by
ARCHANGEL DE JESUS MONTOYA-LONDONO.  He's not flashy.  He has
smooth skin, slightly opalescent, black eyes.  His right arm
is normal length, but shriveled."|stage direction||
643|MONTOYA|"Please take that seat on the
side..."|speech|MONTOYA|F
644|TUBBS|Thank you.|speech|TUBBS|M
645||(polite, friendly)|location||
646|MONTOYA|"Excuse me because I am very busy
and have many things to do, so this
will be brief.  Yes?"|speech|MONTOYA|F
647||(beat; not waiting)|location||
648|MONTOYA|"We will try you on a ""run.""  One.
To build trust.  We do a thousand
kis.  In all matters, when you work
for us, you must do exactly what
you say you will do."|speech|MONTOYA|F
649||(beat)|location||
650|MONTOYA|"In this business with me, if you
say you will do a thing, you must
do exactly that thing."|speech|MONTOYA|F
651||(beat)|location||
652|MONTOYA|"Then?  You will prosper beyond your
dreams and you can live in Miami in
millionaire style."|speech|MONTOYA|F
653||(beat)|location||
654|MONTOYA|"If you are arrested, there will be
lawyers made available to you in
the United States.  You will use
them.  Anything you need, you will
be provided by me.  It cost you
nothing.  You will contact and work
through José Yero on logistics and
communications.  To do with money,
you will work through my wife,
Isabella..."|speech|MONTOYA|F
655||"Crockett notices that Montoya lightly holds her hand.  It's
confident.  And he sees the slight smile on Isabella's face
as she watches he and Tubbs..."|stage direction||
656|MONTOYA (cont'd)|"More than I, in finance and
business, she is very dangerous.  I
look forward to our doing work
together.  Whether we do or not, it
is unlikely we will meet again.  So
I extend my best wishes to your
families..."|speech|MONTOYA|F
657||(to Tubbs)|location||
658|MONTOYA (cont'd)|"Particularly to your beautiful
wife."|speech|MONTOYA|F
659||(beat)|location||
660|MONTOYA (cont'd)|"Thank you for making this long trip
to see me..."|speech|MONTOYA|F
661||Dismissed, they exit.|stage direction||
662||EXT. TOWN SQUARE - EXTREMELY CLOSE:  TUBBS|location||
663||"Subterranean alarms are going off.  Tubbs finds himself in
this small city, occupied by narcotraffickers and their
security in the middle of nowhere.  Urgency agitates Tubbs.
He controls it...
CROCKETT
in the town square, now, too.  But Isabella stayed inside
Montoya's Suburban.  Now, she lowers her window.
ROADBLOCKS
break up.  Montoya's Suburbans pull out.  The security cordon
deforms.  It all disappears around them.  It leaves only the
Mercedes, a driver, and Crockett and Tubbs...
CLOSER:  CROCKETT
looks after the caravan.
CROCKETT'S POV:  ISABELLA'S EYES
in the side-view mirror on the passenger side.  She is
looking at him.
CROCKETT
holds that look.
ISABELLA'S EYES IN THE MIRROR
holds his.
CROCKETT
Sound deadens.  His attention is on the woman in the
mirror...until it's broken by Tubbs' attention to his cell
phone.
TUBBS' CELL PHONE
Signal strength returns.  Tubbs punches in numbers."|stage direction||
664||(low)|location||
665|TUBBS|...who did we just meet?|speech|TUBBS|M
666||He waits.  A phone rings.  It's picked up by Gina.|stage direction||
667|GINA (O.S.)|Hello...?|speech|GINA|F
668||Tubbs is relieved...|stage direction||
669|TUBBS|You okay?|speech|TUBBS|M
670|GINA|Yeah.|speech|GINA|F
671|TUBBS|You sure?|speech|TUBBS|M
672|GINA|Yes.  What's up?|speech|GINA|F
673|TUBBS|"Nothing.  Calling to say hi...
What's up with you?"|speech|TUBBS|M
674||INTERCUT WITH:|unknown||
675||INT. SAFE HOUSE, KITCHEN - GINA|location||
676|GINA|Bored.|speech|GINA|F
677||To Tubbs, that's good news.|stage direction||
678|TUBBS|Okay...see you soon.|speech|TUBBS|M
679|GINA|...and thanks for the flowers.|speech|GINA|F
680||EXT. HAITIAN TOWN SQUARE - TUBBS|location||
681|TUBBS|What flowers?|speech|TUBBS|M
682|GINA|"The bouquet, here.  Five-hundred
dollars worth of roses...yellow."|speech|GINA|F
683||Pause.|stage direction||
684|TUBBS|There a note?|speech|TUBBS|M
685||Pause.|stage direction||
686|GINA|You mean with the flowers...?|speech|GINA|F
687|TUBBS|What's it say?|speech|TUBBS|M
688|GINA|"""Salutations from the south..."""|speech|GINA|F
689||A deep chill.|stage direction||
690|GINA (cont'd)|I...I thought it was from you.|speech|GINA|F
691||"And, now, she gets it.  Gina is in the kitchen.  Alone, in
their secret safe-house location.  She and Tubbs have nothing
to say.  He looks to Crockett.  The message from Montoya-
Londono is clear:  I know you.  I can reach out and locate
you our yours.  Anytime.  YOU ARE NOT SAFE."|stage direction||
692|TUBBS|We're on our way...|speech|TUBBS|M
693||INT. KITCHEN - GINA - NIGHT|location||
694||(forced casual)|location||
695|TUBBS (O.S.)|"So why don't you...meet the
plane..."|speech|TUBBS|M
696||"We sense this is code.  It means get the fuck out of there
right now!"|stage direction||
697||(cool)|location||
698|GINA|Okay.|speech|GINA|F
699|TUBBS|Good idea.|speech|TUBBS|M
700||(beat)|location||
701|TUBBS|We'll grab a bite.|speech|TUBBS|M
702||"Gina ends the call, drops to the floor to the wall, kills the
lights, holds her Sig .9mm at her side as she moves deeper
into the interior..."|stage direction||
703||CUT TO:|unknown||
704||INT. CUBAN CAFE ON CALLE OCHO, MIAMI - TUBBS + GINA - 4 AM|location||
705||"Close on their two faces.  He's holding her hand under the
table.  The noise of the surrounding crowd is a ROAR.  That's
the idea.  They want their words buried under noise...
PAST GINA:  CROCKETT
discreetly at the door, watching the street.  Trudy, Switek
and Zito are at adjacent tables."|stage direction||
706|GINA|"...the lease, the phones, the
cars...layers of false ident.
Would take the FBI weeks.  How long
did it take them?  Three hours?
Four?"|speech|GINA|F
707||(re:  the note)|location||
708|GINA|"This means, ""We can reach out and
touch somebody.""  Like Bad
Teleflora."|speech|GINA|F
709||(cuts in)|location||
710|TUBBS|"...even if they could run the
identities you built to EPIC, all
they'll find is more cover...
Trust what you built.  It's
quality, girl.  We're cool..."|speech|TUBBS|M
711||(leans in; holds his hand|location||
712||tighter)|unknown||
713|GINA|"...you are trying to reassure me
because you know when people get
anxious, they make mistakes.
You're worried about me.  Do not
be."|speech|GINA|F
714||(into his eyes)|location||
715|GINA|"I am careful.  I am cool.  I got
Trudy, backup, whatever.  You worry
about you.  Because you are the
ones who are in denied territory,
not me.  If your focus is on me,
you'll miss something coming at
you.  That's how people slip up.
Get hurt.  And I'd die if anything
happened.  You worry about you.
You and Sonny...are in the
dangerous place.  I'm fine..."|speech|GINA|F
716||"Gina leans back in her chair.  Their eyes still connect
across the distance between them.  Their hands still touch."|stage direction||
717||(loud)|location||
718|GINA (cont'd)|"Fuck 'em.  They sent us some
flowers.  Big deal.  Thanks for the
flowers..."|speech|GINA|F
719||Gina Calabrese shrugs.  Tubbs laughs, and we are...|stage direction||
720||INT. SAFE HOUSE - BEDROOM - 4 AM|location||
721||"Low music.  Dark shadows.  Half-light washes the walls from
passing headlights.  Tubbs are Gina are naked.  It's the
lovemaking of a man and a woman when they hold precious the
moments they have because they know that in these moments
they are safe.  And that the present is fleeting.  And they
know their time together is about luck.  Because life is
short.  Departure is imminent.  Nothing lives forever.  It's
in their faces and their eyes..."|stage direction||
722||CUT TO:|unknown||
723||INT. SHACK (GUAJIRA PENINSULA, COLOMBIA) - CROCKETT - DAWN|location||
724||"A lantern lights his face.  The night is soft.  Crockett's
with a couple of campesinos, playing poker and drinking beer.
Whoever's shack this is, is a Tupac Shakur freak.  His image
is on all the walls.  A diesel truck starts and pulls away
outside."|stage direction||
725||EXT. LANDING STRIP - TUBBS - NIGHT|location||
726||"checking the cargo tie-downs inside an A-500 Adam aircraft.
He's sweating.  His shirt's off.  The cargo is ten black
plastic-wrapped and taped bundles.  Like any good pilot,
Tubbs trusts nobody but himself to tie-down the load.  The
rear seats are removed.  There's a plastic bladder holding a
reserve of 50 gallons of AvGas."|stage direction||
727||INT. SHACK - CROCKETT|location||
728||"wins.  The girls shriek.  Crockett pushes the money towards
the Campesinos.  They refuse.  Crockett insists.  One will
only accept the money if Crockett accepts his Randall hunting
knife.  He does.  Tubbs is in the doorway."|stage direction||
729|CROCKETT|We set.|speech|CROCKETT|F
730||"Crockett kisses the girls, gracious about the gift.  Tubbs
looks out into the night."|stage direction||
731|TUBBS|To the limit.|speech|TUBBS|M
732|CROCKETT|"You worried about the tree line, US
Customs AWACS, or something else on
your mind?"|speech|CROCKETT|F
733|TUBBS|Like...?|speech|TUBBS|M
734|CROCKETT|Gina in the Miami pad.|speech|CROCKETT|F
735||(no answer)|location||
736|CROCKETT|You gonna give me phony denials?|speech|CROCKETT|F
737|TUBBS|No.|speech|TUBBS|M
738||(beat)|location||
739|TUBBS|"You gonna give me phony
reassurances?"|speech|TUBBS|M
740|CROCKETT|No.|speech|CROCKETT|F
741|TUBBS|Good.  So let's go...|speech|TUBBS|M
742||"They head toward the strange-looking plane.  It's a single
fuselage with two propellers...one at the nose, one at the
tail.  Off the wings are two booms that connect to a rear
wing.  It's a Burt Rutan aircraft design.
There is neither metal nor exposed exhausts for radar or IF
to spot.  It does 200 knots at 22,000 feet.  It'll fly,
forever, 1,000 kilos of flake worth $23 million, and the
total air weight is less than two Bentleys.  It's the
smuggler's dream airplane."|stage direction||
743||EXT. LANDING STRIP - END OF RUNWAY - A-500 ADAMS|location||
744||"heads for the tree-line.  It will not make it.  At the last
moment, Tubbs pulls back the stick and the plane lofts over
the trees, clipping the tops..."|stage direction||
745||INT. A-500 - CROCKETT|location||
746||throws a look sideways at Tubbs.|stage direction||
747||EXT. SKY - A-500|location||
748||airborne over the Caribbean, heading north...|stage direction||
749||(into radio)|location||
750|CROCKETT (O.S.)|"Transglobal Airlines flight zero-
zero-zero...is in the air..."|speech|CROCKETT|F
751|ZITO (V.O.)|Roger that.|speech|ZITO|M
752||INT. A-500 - CROCKETT - MUCH LATER|location||
753||"is dozing.  A signal.
Tubbs points up and to the right.  Crockett wakes, looks.  An
Aero Commander Turbo Twin is paralleling the A-500's course.
Now, it slides over them...almost into a collision.  It sits
right over the A-500, separated by only 75 feet."|stage direction||
754||INT. OPA-LOCKA AIR TRAFFIC CONTROL - TRAFFIC CONTROLLER - DAY|location||
755||"handling a myriad of flights, reacts.  On his radar he sees
next to the image of the Aero Commander, a ghost image...."|stage direction||
756|AIR TRAFFIC CONTROLLER|"Eleven-ten, Sierra, do you have a
visual on another aircraft...?"|speech|AIR TRAFFIC CONTROLLER|?
757||INT. AERO COMMANDER - SWITEK + ZITO - DAY|location||
758||Switek is flying and looks down at the A-500 below...|stage direction||
759|ZITO|Negative, Opa-Locka.|speech|ZITO|M
760||INT. OPA-LOCKA AIR TRAFFIC CONTROL - TRAFFIC CONTROLLER|location||
761||keys his radio.|stage direction||
762|AIR TRAFFIC CONTROLLER|"Opa-Locka Air Traffic Control to
JIT 0-seven-six-Nellie-Charlie..."|speech|AIR TRAFFIC CONTROLLER|?
763|AWAC (V.O.)|Hello, Opa-Locka.  What's up?|speech|AWAC|?
764|AIR TRAFFIC CONTROLLER|"I've got an Aero Commander coming
in on a two-seventy-nine heading,
but I had a double image...like
there's another plane there, now
I'm only picking up on one.  What
do you read?"|speech|AIR TRAFFIC CONTROLLER|?
765||INT. US CUSTOMS AWAC - RADAR OFFICER|location||
766|RADAR OFFICER|Let me see...|speech|RADAR OFFICER|?
767||"His FLIR (Forward Looking Infrared) picks up Switek and
Zito's Air Commander.  He flips through all the different
modalities of detection, including thermography, for anything
else suspicious in the airspace..."|stage direction||
768||(into mic)|location||
769|AWAC RADAR OFFICER|"Too many Mai Tais at lunch...
You're seeing double.  One blip.
One plane."|speech|AWAC RADAR OFFICER|?
770||EXT. SKY - SIDE SHOT:  THE AERO COMMANDER LIKE A PANCAKE ON|location||
771||"TOP OF THE A-500 RIGHT BELOW IT
We get the joke.  The A-500 with its stealthiness under the
Aero Commander together like a single footprint.
AERIAL ANGLE:  TWO PLANES
piggybacked, enter US airspace and cross the coastline into
Florida.
From underneath, the Aero Commander sweeps to the right on
approach as Tubbs radically dives for the trees, hugging the
contour at 220 knots at 150 feet...having snuck this plane
and its load into the United States of America."|stage direction||
772||CUT TO:|unknown||
773||EXT. CIRCLE 6 MOTEL, PARKING LOT - U-HAUL-IT TRUCK - NIGHT|location||
774||"Alone in the acid-yellow glare of the sodium vapor lights.
We wait.  We don't know why we're here.
PARKING LOT PERIMETER - SAWGRASS
MOVE IN...and we REVEAL staked-out are Crockett, Jean-Louis
and Tubbs..."|stage direction||
775|CROCKETT|Neptune gonna show?|speech|CROCKETT|F
776||We don't know who he's talking about.|stage direction||
777|JEAN-LOUIS|"Oh, he'll show.  This is his kind
of deal.  Crime on crime.  Who's
gonna call the cops?"|speech|JEAN-LOUIS|F
778||(skeptical)|location||
779|CROCKETT|"Usually his thing is street
dealers.  Torture their families
until they cough up the stash.
This...?"|speech|CROCKETT|F
780|JEAN-LOUIS|He's ambitious.|speech|JEAN-LOUIS|F
781|TUBBS|Heads up...|speech|TUBBS|M
782||"ESCALADE
Lights off.  Cruises through the parking lot past the U-Haul-
It to the other side and disappears."|stage direction||
783|TUBBS (cont'd)|"That's slick:  Neptune's Escalade's
worth more than the real estate.
But no one's supposed to notice his
drive-by?"|speech|TUBBS|M
784|CROCKETT|Here's another incognito genius...|speech|CROCKETT|F
785||"ANOTHER ANGLE:  MALIBU SS
cruises the other end of the parking lot.  The Escalade
returns.  All's clear.  Both converge around the U-Haul-It
truck.  Out of the Escalade steps NEPTUNE - 6'4"", narrow-
shouldered and bald.  From the Malibu and back of the
Escalade, Four more Haitian ZO POUNDERS with handguns,
shotguns and shades...
NEPTUNE
pops the lock on the U-Haul-It with a crowbar.  He rolls up
the door expecting millions worth of cocaine.  Instead he
comes face to face with the barrel of a 12-gauge..."|stage direction||
786|TRUDY|April Fool, motherfucker.|speech|TRUDY|F
787||"Trudy whips the butt end of the shotgun around, caving in
Neptune's cheekbone and nose...
WIDER - NEPTUNE
goes down for the count.  Switek - under the truck - rolls
out.  Crockett, Tubbs with shotguns, Jean-Louis and Zito with
CAR-15s emerge from the perimeter with bright lights on
shouting for the Haitians to freeze..."|stage direction||
788||(Patois)|location||
789|TUBBS|Arrete!  Arrete!  Freeze!|speech|TUBBS|M
790||(to one)|location||
791|TUBBS|Et vous, mo-fo!|speech|TUBBS|M
792||"A 250-lb. ZO POUNDER brings up his weapon.  Crockett BLOWS
the guy's legs out from under him.  Zito disarms him.  The
other two are disarmed.
NEPTUNE
is rolled over by Crockett.  He plastic-ties his wrists and
feet.  Others are manhandled..."|stage direction||
793||(in French)|location||
794|JEAN-LOUIS|Get the fuck in the truck...!|speech|JEAN-LOUIS|F
795||"Zo Pounders, plastic-tied, are thrown into the truck with the
thousand kilos of cocaine.  But not Neptune.  The gate is
rolled down and padlocked."|stage direction||
796||CUT TO:|unknown||
797||INT. SAFE HOUSE - CROCKETT - NIGHT|location||
798||"staring at his satellite cell.  Waiting.  He looks out the
window at the passing river.  Soft voices from another
room...probably Tubbs and Gina.  It's five in the morning.
It rings.  He answers."|stage direction||
799|JOSÉ YERO (O.S.)|"Client got delivery.  But there
were...""extras"" in the back of the
truck."|speech|JOSÉ YERO|?
800|CROCKETT|"""Extras"" tried to relieve us of
your weight..."|speech|CROCKETT|F
801||(beat)|location||
802|CROCKETT|"And by the by, you know of a player
in Overtown who goes by the name of
""Things Aquatic""?"|speech|CROCKETT|F
803|JOSÉ YERO|"I do.  We don't do business with
him..."|speech|JOSÉ YERO|?
804|CROCKETT|"He tried to...""do business""...with
you.  Around ten.  His place.  Be
there."|speech|CROCKETT|F
805|JOSÉ YERO|I'll be there.|speech|JOSÉ YERO|?
806||EXT. OVERTOWN STREET - JOSÉ YERO IN A TINTED EXCURSION - DAY|location||
807||"cruises storefront churches, chacouteries, Baptist missions,
Haitian restaurants and palm trees.  Men in dark trousers and
white shirts lean in doorways.  The SUV preceding Yero stops
three houses before us.  The Excursion with Yero stops two
houses beyond.  Security - very casually - deploys.  NOW,
Yero approaches...seen through the curtains of the window
we're looking through.  Reveal Tubbs watching.
And, he crosses to the door and opens it as Yero cautiously
enters."|stage direction||
808||INT. LIVING ROOM - YERO|location||
809||And his face registers surprise.|stage direction||
810|CROCKETT|Look familiar?|speech|CROCKETT|F
811||"DOPE
Carefully stacked in the living room are the PLASTIC-WRAPPED
BRICKS OF COCAINE THAT CROCKETT AND TUBBS STOLE FROM SAL
MAGUDA'S WAREHOUSE WHEN THEY BLEW UP HIS BOATS.
Hog-tied and bleeding all over his clothes, in the corner is
Neptune.  His mouth is taped.  He's shaking his
head...disclaiming, disowning and disavowing..."|stage direction||
812|TUBBS|"This the load you lost a while
back?"|speech|TUBBS|M
813|JOSÉ YERO|"It is.  He try to take tonight's
load?"|speech|JOSÉ YERO|?
814|CROCKETT|Yeah.|speech|CROCKETT|F
815|JOSÉ YERO|And what do I do with him?|speech|JOSÉ YERO|?
816||(shrugs)|location||
817|TUBBS|"Whatever you want.  Like we said,
we're not into violence."|speech|TUBBS|M
818||"Yero looks around the corner and sees Switek and Zito in the
dining room, casually at ease with Galil assault
rifles...meaning ""don't even think about it""..."|stage direction||
819||CUT TO:|unknown||
820||INT. AN EMPTY MANSION - JOSÉ YERO - DAY|location||
821||"The empty mansion is on its own peninsula.  Through the
windows we see a yacht and Crockett's 48' Stryker, its canopy
open but without its racing supergraphics.  The mansion
interior...all Beaumaniers limestone...is devoid of all
furnishing.  They sit on white plastic garden chairs from
Sears."|stage direction||
822||(suspicious)|location||
823|JOSÉ YERO|"I walk into Neptune's house...very
nice.  But I also see you... and
our drugs that got ripped from
Maguda."|speech|JOSÉ YERO|?
824|TUBBS|"You don't like us finding your
load?  We can go and lose it all
over again..."|speech|TUBBS|M
825|CROCKETT|"How 'bout this?  How'd Neptune know
where to hit us?  Huh?  Whose Op
sec's got a leak?  Yours?"|speech|CROCKETT|F
826|JOSÉ YERO|What'd Neptune tell you?|speech|JOSÉ YERO|?
827|CROCKETT|"He didn't.  Interrogation's not in
our skill set."|speech|CROCKETT|F
828||(beat)|location||
829|CROCKETT|"So c'mon, what suspicions have you
master-minded off these
associations?"|speech|CROCKETT|F
830||(whispers in Spanish to|location||
831||Isabella)|unknown||
832|JOSÉ YERO|"Here's what this is...ask how much
they want to turn back to us our
load..."|speech|JOSÉ YERO|?
833||Yero's certain about their motive.|stage direction||
834|ISABELLA|We want it back.|speech|ISABELLA|F
835|CROCKETT|Okay.|speech|CROCKETT|F
836|ISABELLA|"What's the recovery?  How much are
you looking for?"|speech|ISABELLA|F
837||(to Crockett)|location||
838|TUBBS|How much we looking for?|speech|TUBBS|M
839|CROCKETT|Nothing.|speech|CROCKETT|F
840|ISABELLA|"What's ""nothing""?"|speech|ISABELLA|F
841|CROCKETT|"Nothing.  As in ""free, gratis."""|speech|CROCKETT|F
842|TUBBS|"And as an investment in the
future..."|speech|TUBBS|M
843||(takes off her glasses and|location||
844||looks at Crockett)|unknown||
845|ISABELLA|"""Future"" of...?"|speech|ISABELLA|F
846|CROCKETT|A fine...business...relationship...|speech|CROCKETT|F
847||She holds Crockett's look...as she did before.|stage direction||
848|TUBBS|"It's yours cause what's yours, is
yours.  And what's ours is ours..."|speech|TUBBS|M
849||(to Yero)|location||
850|TUBBS|"...like the second ten-percent,
which is now due, Yero, my ace."|speech|TUBBS|M
851||"Isabella gestures.  Yero kicks across the floor a cardboard
box full of money.  Tubbs glances inside.  Doesn't count it."|stage direction||
852|TUBBS (cont'd)|"What's up next?  Or is this a one-
time deal?"|speech|TUBBS|M
853||Isabella decides.|stage direction||
854||(to Yero)|location||
855|ISABELLA|"Give them the shipment on the
seventeenth..."|speech|ISABELLA|F
856||"Yero doesn't like it.  She gestures ""do it."""|stage direction||
857|TUBBS|Conveyance?|speech|TUBBS|M
858|ISABELLA|Maritime.  Jose will fill you in.|speech|ISABELLA|F
859||"And she starts to leave...and sensing Crockett's gotten up
and follows her.  Meanwhile"|stage direction||
860||(to Yero)|location||
861|TUBBS|Lay it out...|speech|TUBBS|M
862||And Crockett, close behind Isabella, now...|stage direction||
863||(low)|location||
864|CROCKETT|"There is one thing you can do for
me in recognition of the death-
defying risks we took to recover
your product..."|speech|CROCKETT|F
865||(low)|location||
866|ISABELLA|And what is that?|speech|ISABELLA|F
867||"This is the wife of narcotrafficker Archangel de Jesus
Montoya-Londono."|stage direction||
868|CROCKETT|Let me buy you a drink.|speech|CROCKETT|F
869||"Isabella pauses.  Crockett may get killed right now.  They're
near the open doors to the patio."|stage direction||
870||(low)|location||
871|ISABELLA|What do you like to drink?|speech|ISABELLA|F
872||(low)|location||
873|CROCKETT|I'm a fiend for mojitas.|speech|CROCKETT|F
874||Isabella looks over at Crockett's boat.  Back to Crockett...|stage direction||
875||(low)|location||
876|ISABELLA|How fast does that go?|speech|ISABELLA|F
877|CROCKETT|It goes very fast.|speech|CROCKETT|F
878|ISABELLA|Show me...?|speech|ISABELLA|F
879||"Isabella and Crockett head outside towards the dock, Tubbs
overtakes..."|stage direction||
880|TUBBS|"Can I talk to you for a second,
partner...?"|speech|TUBBS|M
881||They step aside.|stage direction||
882||(low, re:  Isabella)|location||
883|TUBBS (cont'd)|Wha's up...?|speech|TUBBS|M
884||(low)|location||
885|CROCKETT|I know what I'm doing.|speech|CROCKETT|F
886||"And he leaves to help Isabella board.  Switek unties and
pushes off the boat.  Looking out the window at them is José
Yero, as perplexed as Tubbs, who covers..."|stage direction||
887|TUBBS|"...secure satellite comms.
encrypted e-mail, the longs and
lats for the transshipment
point...all that?  It's all cool.
But I need a vector, not a
location.  'Cause ships move.
That's why they call them ships.
Ship stops?  It's trying to be an
apartment building.  At sea that
attracts attention.  That's bad..."|speech|TUBBS|M
888||Meanwhile...|stage direction||
889||INT. STRYKER, CABIN - CROCKETT + ISABELLA|location||
890||"pulling away from the docks at 12 knots, repressing the
thunder of the 2,700-horsepower engines.  Crockett leaves the
canopy slid back.  They're open to the air.  He gives
Isabella headsets so they can talk over the roar.  The wind
starts to move her hair.  She's not sure how to put on the
headset.
Crockett lets the boat rock over the swells while he arranges
her headset around her ears.  His fingers brush her hair,
touch her skin...
It was not intentional.  But the look in Crockett's eyes is
as if a small voltage passed through him.
He plugs her headset into the dash, regains the wheel, shoves
the throttles forward and..."|stage direction||
891||"EXT. OPEN OCEAN - ""BORN TO WIN"""|location||
892||"cuts and then leaps over swells.  In seven seconds they're
doing over 70 knots.  And Crockett holds it there as...
ISABELLA
The wind whips her hair behind her, now.  The two are small
against the smooth 50' long hull.  Crockett hands her
wraparound shades for her eyes.  She doesn't want them..."|stage direction||
893||(through headset)|location||
894|CROCKETT|"So where's the best place for
mojitas?"|speech|CROCKETT|F
895|ISABELLA|"Bodeguita del Medio.  It's the only
place for mojitas..."|speech|ISABELLA|F
896|CROCKETT|Where's that?|speech|CROCKETT|F
897|ISABELLA|"Off a little alley with
cobblestones.  Hemingway went
there..."|speech|ISABELLA|F
898|CROCKETT|The Keys?|speech|CROCKETT|F
899|ISABELLA|Havana.|speech|ISABELLA|F
900|CROCKETT|"Havana?  Cubans don't like us or my
business..."|speech|CROCKETT|F
901|ISABELLA|Are you afraid?|speech|ISABELLA|F
902||(smiles; Crockett shakes|location||
903||"his head ""no"")"|unknown||
904|ISABELLA|"Good.  And you don't need a visa.
Cause you're with me."|speech|ISABELLA|F
905||"EXT. OPEN OCEAN - OVERHEAD ""BORN TO WIN"" - DAY"|location||
906||"rockets from one swell to the next, getting airborne.  Wind
and salt electrify Isabella.  She turns to Crockett and
smiles, putting on the glasses, now.  Crockett gestures to
her knees.  She should keep them bent.  Crockett pushes it to
75 knots...
FRONTAL:  CROCKETT + ISABELLA
in strong light, ripped by wind.  Behind them are ocean and
sky and twenty-foot plumes which jet from the props and make
a wake that vectors in diagonals to what each is leaving
behind them...where they've been...and converge to push them
to the new places where they're headed.  Behind, the skies
are leaden.  They're racing a storm.  Sunlight shafts through
a gap in thunderclouds, turning the clouds yellow.  Now, they
turn peach against the darkening open water and the grey sky
behind.  The boat vibrates, the engines scream and...
CROCKETT
waves her over to join him behind the wheel.  He holds out
his left hand to steady her.  He brings her to him.  Both
lean against his high upholstered chair.  He holds her to his
side.  Indicates the wheel..."|stage direction||
907|CROCKETT|"Light touch.  Everything comes to
you through the wheel."|speech|CROCKETT|F
908||"CROCKETT
stays on the throttle, throttling back when the props are out
of the water so you don't redline the engine and forward
when reentering.  The swells are now four feet.  They launch
off each, get airborne, cut into the next..."|stage direction||
909|CROCKETT (cont'd)|How do we get into Cuba?!|speech|CROCKETT|F
910|ISABELLA|"My cousin is the harbor master.
You must not bring in drugs.  You
cannot be armed.  If you're
carrying, it has to go.  Or stow it
inside.  No one will go near your
boat..."|speech|ISABELLA|F
911|CROCKETT|"You do business in Cuba with your
husband?"|speech|CROCKETT|F
912|ISABELLA|I never do business in Cuba.|speech|ISABELLA|F
913||(beat)|location||
914|ISABELLA|And nobody goes to Cuba but me.|speech|ISABELLA|F
915||(smiles)|location||
916|ISABELLA|And he is not my husband...|speech|ISABELLA|F
917||Crockett's surprised.  And he doesn't push it.|stage direction||
