|character|text|type
299||"He's groggy, half hypnotized.  He looks up at the dock,
sees JOHANA with a cup of coffee.  He stares at her.  She
hands him the coffee."|stage direction
300||(puzzled)|location
301|JACQUES|I recognize you.|speech
302|JOHANA|"We saw each other a little while
ago."|speech
303||(serious)|location
304|JACQUES|In the lake?|speech
305||(wondering whether he|location
306||is joking or not)|unknown
307|JOHANA|No... in the hut.|speech
308||After a long beat...|stage direction
309||(with a beautiful|location
310||smile)|unknown
311|JACQUES|"Then it was somebody that looked a
lot like you... Thank you."|speech
312||"JACQUES then turns around and walks toward the huts.
JOHANA still hasn't moved, as if petrified by her emotions
and the severe cold.  She then walks up to the hole in the
ice and peers into the dark water.  She shudders."|stage direction
313||INT.  CABIN - DAWN|location
314||"JOHANA emerges from a down sleeping bag.  She's wearing a
big sweater and a wool hat.  She is not sleeping.
Intrigued by the sound of the snowmobile, she gets up and
walks over to the frozen window.  JACQUES and FRANK are
loading their luggage onto the snowmobile.
Outside, LAWRENCE is saying ""Goodbye"" to JACQUES.  Unseen,
JOHANA also waves from behind her curtain.  JACQUES senses
something:  he turns around toward the cabin and smiles,
waving his hand at JOHANA.  She hides behind the curtain
and shyly waves back.
JACQUES gets into the snowmobile and drives out of the
frame.  We are left with an endless array of snow-caped
mountains."|stage direction
315||DISSOLVE TO:|unknown
316||EXT.  COTE D'AZUR - DAY|location
317||"Fixed image of the Cote d'Azur.  The sparkling blue sea
fades into the distance.
A French taxi rides along the winding road overlooking the
creeks."|stage direction
318||INT.  - TAXI|location
319||"From behind all his bags, JACQUES obsessively stares at
the sea.
The driver smiles."|stage direction
320|DRIVER|It's beautiful, isn't it?|speech
321||JACQUES smiles.|stage direction
