|character|text|type
102||"Heller, outdistancing the rest of his recruiting class in a
training run, nearly a mile ahead of the next man."|stage direction
103|LOCKE (V.O. CONTD) (CONT'D)|"Full immersion and assimilation,
fake identity, falsified background,
everything that is now standard
operating procedure, Heller
implemented, way back when."|speech
104||CUT TO SCENE:|unknown
105||"Heller oversees every aspect of his transformation, radically
altering his appearance, adding different mannerisms, an
accent, etc...befuddled FBI brass can only look on in awe."|stage direction
106||8.|unknown
107|LOCKE (CONT'D)|"And as a result, his undercover work
was wildly successful. He eventually
reached the rank of Capo inside the
Carlotta crime family...but through
some internal slip-up, his cover was
compromised and Primo Sparazza was
given the contract to kill him."|speech
108||CUT TO:|unknown
109||EXT. NEW JERSEY TURNPIKE -- NIGHT (PAST)|location
110||"A '51 Ford Fairlane, flush with an embankment, bullet
perforated, dead-body draped. A top-coated gunman (presumably
Primo Sparazza) stalks the vehicle's sole survivor, FREEMAN
HELLER; faux mafioso, full-time federal agent."|stage direction
111|LOCKE (V.O.)|"There wasn't enough evidence to bring
formal charges, so the case never
went to trial."|speech
112||Heller collapses, the gunman looms over, levels a .45, FIRES.|stage direction
113|LOCKE (CONT'D)|"Sparazza is a bit of a specter.
Over the years, the serious crimes
with which he was thought to be
involved, including Heller's murder,
could never be traced back to him."|speech
114||"The gunman slinks back to his car as we--
CUT BACK TO:"|stage direction
115||INT. BRIEFING ROOM -- CONTINUOUS|location
116||Locke stands, distributes files.|stage direction
117|LOCKE|"A dedicated viciousness and a slavish
devotion to mob doctrine had
Sparazza's star on the rise. So
the mob relocated him to Nevada and
he became the unofficial head of the
Las Vegas LCN."|speech
118||CUT TO SCENE:|unknown
119||"A PHOTOGRAPH of PRIMO SPARRAZA, sharkskin suit, vintage 60's
coif, posing in front of The Riviera with a dour, pissed-off
Frank Sinatra.
CUT BACK TO SCENE:"|stage direction
120||9.|unknown
121|MESSNER|"So he's personally issued the contract
on Israel?"|speech
122|LOCKE|"Sparazza was the one who introduced
Israel to the life, gave him his
first big break, brought him through
the ranks."|speech
123|CARRUTHERS|Made him a friend of the family.|speech
124||CUT TO SCENE:|unknown
125||Sparazza and Israel, Casino grand opening, flashbulbs burst.|stage direction
126|LOCKE (V.O.)|"...His hand-picked protege, successor
to the throne...and Israel played
the situation very shrewd."|speech
127||"A MONTAGE OF more photo-pos, Buddy Israel posing with mob
power brokers, playmakers...smiling all the way to the top."|stage direction
128|LOCKE (CONT'D)|"...Slowly amassing the loyalties of
Sparazza's top men...with plans of
toppling the throne."|speech
129||CUT TO SCENE:|unknown
130||"Buddy, late-night conspiratorial confab with Sparazza soldier.
CUT BACK TO SCENE:"|stage direction
131|LOCKE (CONT'D)|"In doing so, he plunged the Carlotta
organization into a civil war,
splitting the family into dual
factions. Sparazza on one side,
Israel on the other. The infighting
that followed drew the interest of
nearly every major investigative
body operating under the canopy of
the federal government."|speech
132||"MONTAGE
Stakeout teams snap photos- plant bugs- wire hidden cameras."|stage direction
133|LOCKE (cont'd; V.O.)|"Presently there are sixteen state
and federally funded agencies, running
concurrent criminal probes on select
members of the LCN...With Israel"|speech
134||10.|unknown
135|LOCKE (cont'd; V.O.) (CONT'D)|"being the primary target in virtually
every investigation."|speech
136||CUT TO SCENE|unknown
137||Israel sits with a group of FBI agents, discusses a deal.|stage direction
138|MESSNER (V.O.)|"A marked man gets wise and wants to
come in."|speech
139|LOCKE (V.O.)|"His testimony has the potential of
blowing the lid off what's left of
the La Cosa Nostra is this country.
That alone warrants total immunity
from prosecution and and a vanishing
act with Witness Protection."|speech
140||Israel is walked out of the room as we CUT BACK TO:|stage direction
141||INT. BRIEFING ROOM -- CONTINUOUS|location
142|MESSNER|"So the wiretaps we conducted on Serna
and Padiche, the mention of Israel's
heart?"|speech
143|LOCKE|"--Your intel corroborates what we
already know. Sparazza's health is
in rapid decline and before his date
with destiny, it seems he wants one
last thing...The heart of his sworn
enemy. A recently opened, cash rich
escrow account has been traced back
to Sparazza. This and the mention
of this mysterious Swede makes the
million dollar contract on Israel
very real."|speech
144||SYKES (V.O.)|unknown
145|LOCKE|How real...?|speech
146||CUT TO:|unknown
147||INT. DINER -- NIGHT|location
148||"Greasy spoon soul food joint, packed lunch counter. Meet
SHARICE WATTERS, 33 and GEORGIA SYKES, 24, Ebony stunners,
ghetto queens, street assassins. They are sitting with their
booking contact, LORENZO WYMAN, 41. He holds up a copy of a
bank telex, sliding it across the table."|stage direction
149|WYMAN|"How 'bout six-figures for this fool?
How 'bout that love?"|speech
150||11.|unknown
151||Watters takes the telex, gawks, shows the numbers to Sykes.|stage direction
152|SYKES|Bulllllshit...|speech
153|WYMAN|"Naw baby, they heard about that Triad
hit, the work ya'll put in and they
recognize the skills. And this ain't
no tryout, tap-dance ""show us your
shit"" thing neither-- if ya'll want
this then I'mma go git it for 'ya."|speech
154||Watters twirls her long braids, looks over at Sykes.|stage direction
155|WATTERS|"So me and Sis here, 'cuz we got a
rep on a rise, we chipped some nails
on some niggas, they want us to drop
this mafiaoso so and so, magician,
whatever-the fuck he is."|speech
156|WYMAN|"S'way it works girl. Ya'll done dirt,
ya'll peeled some serious caps.
Word travels."|speech
157|SYKES|"And so I get this straight, we gotta
go in, bust on this punk and remove
the heart? Is that for real?"|speech
158|WYMAN|"No, no, no, y'gotta go in and get
him, pull'm out of wherever he at,
forget all that other shit, that's
just f'flavor. I'm still getting
lil' bits'a this-n-that from this
cat Padiche, the man contacting
me...Right now, what we got--"|speech
159||(nod to telex)|location
160|WYMAN|"--Is a number and a name...Buddy
Israel."|speech
161||(to Loretta)|location
162|SYKES|What else did Padiche say?|speech
163|WYMAN|"He said that the shit could get hot,
could get heavy...I said good."|speech
164||(beat, grins)|location
165|WYMAN|"'Cuz I got two of the hottest,
heaviest bitches alive."|speech
166|MESSNER (V.O.)|Like who?|speech
167||12.|unknown
168||CUT BACK TO:|stage direction
169||INT. BRIEFING ROOM -- DAY|location
170||The Feds continue their briefing.|stage direction
171|LOCKE|"Like Pasquale Acosta, blood money
mercenary. His countrymen have dubbed
him the more dubious ""El Estrago"""|speech
172||(beat)|location
173|LOCKE|The Plague.|speech
174||CUT TO SCENE:|unknown
175||"Death personified; sun-cooked skin, black hole eyes, tattoos
gouged out of prison boredom...This is PASQUALE ACOSTA."|stage direction
176|LOCKE (V.O.) (CONT'D)|"American educated, fluent in over a
dozen languages, did journeyman's
work for CIA funded ""G-2"" and
""Archivo"" death squads in Guatemala
and Chile...noted for his legendary
torture techniques."|speech
177||CUT TO SCENE:|unknown
178||"Acosta clips car battery cables to the eyelids of a dissident.
FLASH TO: Acosta scorching an off-camera scrotum with a
blowtorch. FLASH TO: Acosta powering up a bore-drill as a
semi-nude man screams and pleads.
CUT BACK TO:"|stage direction
179|LOCKE (CONT'D)|"Sought for war crimes and human rights
violations in eighteen different
countries. When he was caught by
the SAS in Northern Ireland and
imprisoned, he chewed off his
fingertips to the bone before he
could be printed and ID'd by Interpol."|speech
180||CUT TO SCENE:|unknown
181||"Pasquale; prison cell filthy, feasting on his fingers.
CUT BACK TO:"|stage direction
182|LOCKE (CONT'D)|"On an extradition flight back to El
Salvador, he murdered a security
detachment and vanished."|speech
183|MESSNER|"You think it's possible he could be
involved in the Israel hit?"|speech
184||13.|unknown
185|LOCKE|"Possibly. Acosta is pure mercenary.
And a million dollar hit fee will
draw some huge flies. But forget
about Sparazza's money for a moment
and remember, there's no shortage of
those who want Israel killed and no
shortage of cash to do just that..."|speech
186|DUPREE (V.O.)|"...Then I'm sure you've heard of
these guys...The Tremor brothers."|speech
187||CUT TO:|unknown
188||INT. POOL HALL -- MORNING|location
189||Dupree chalks his cue, positions for a shot.|stage direction
190|DUPREE|No?|speech
191||(off dull stares from|location
192||Deeks and Elmore)|unknown
